fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,velocidad_viento_km_h,precipitacion_mm_mes
1991-05-01,15.54,83.02,2.36,8.5,80.19
1991-06-01,10.49,84.44,2.5,8.99,76.91
1991-07-01,8.94,80.9,2.57,9.23,37.97
1991-08-01,12.25,80.09,2.68,9.66,67.76
1991-09-01,15.07,73.97,2.92,10.52,49.52
1991-10-01,16.33,70.72,3.09,11.11,112.51
1991-11-01,19.93,66.15,2.68,9.64,87.26
1991-12-01,22.39,74.62,2.41,8.69,297.31
1992-01-01,24.2,65.96,2.66,9.57,84.96
1992-02-01,24.09,64.78,2.56,9.21,63.38
1992-03-01,22.74,71.36,2.39,8.59,92.39
1992-04-01,16.26,72.56,2.15,7.73,74.99
1992-05-01,12.9,77.06,2.64,9.49,33.99
1992-06-01,12.6,82.37,2.57,9.25,99.77
1992-07-01,7.06,80.3,2.72,9.79,15.44
1992-08-01,11.27,72.98,2.55,9.19,65.56
1992-09-01,13.65,70.68,2.84,10.23,54.13
1992-10-01,17.69,61.57,2.92,10.5,69.64
1992-11-01,19.11,64.58,2.98,10.73,145.34
1992-12-01,23.03,62.59,2.66,9.57,122.8
1993-01-01,25.72,66.21,2.31,8.32,200.28
1993-02-01,23.26,62.47,2.53,9.11,43.06
1993-03-01,23.21,67.9,2.12,7.64,89.99
1993-04-01,17.45,79.44,2.65,9.54,304.2
1993-05-01,12.5,81.07,2.52,9.06,96.42
1993-06-01,9.57,82.99,2.51,9.04,81.32
1993-07-01,7.87,80.35,2.73,9.83,8.97
1993-08-01,10.78,74.73,2.59,9.31,27.19
1993-09-01,12.58,73.75,2.6,9.36,52.29
1993-10-01,17.55,75.94,2.88,10.35,200.68
1993-11-01,19.34,70.56,3.3,11.89,139.71
1993-12-01,22.56,64.01,3.06,11.01,158.07
1994-01-01,24.37,57.78,2.45,8.82,70.89
1994-02-01,23.84,60.88,2.17,7.8,57.01
1994-03-01,21.98,61.22,2.74,9.85,66.79
1994-04-01,16.69,73.37,2.55,9.17,148.84
1994-05-01,14.87,82.52,2.28,8.19,68.52
1994-06-01,11.62,79.53,2.56,9.22,41.26
1994-07-01,9.52,79.67,2.57,9.27,21.74
1994-08-01,10.98,71.94,2.81,10.1,25.5
1994-09-01,15.52,64.39,3.08,11.08,12.8
1994-10-01,17.28,71.19,2.78,10.01,126.43
1994-11-01,21.67,58.69,2.53,9.1,66.24
1994-12-01,26.47,57.24,2.68,9.64,109.58
1995-01-01,24.19,58.03,2.21,7.94,158.04
1995-02-01,23.19,58.0,2.22,7.99,77.48
1995-03-01,21.33,67.71,2.37,8.52,132.55
1995-04-01,16.94,72.84,2.55,9.18,162.24
1995-05-01,13.11,77.02,1.98,7.11,35.76
1995-06-01,9.85,72.69,2.5,8.98,12.79
1995-07-01,8.46,72.15,2.64,9.52,11.33
1995-08-01,10.72,65.46,2.34,8.41,0.22
1995-09-01,14.87,57.14,2.85,10.27,20.36
1995-10-01,16.97,60.25,2.8,10.06,109.04
1995-11-01,21.95,58.52,2.81,10.12,100.51
1995-12-01,26.47,46.57,2.76,9.92,50.2
1996-01-01,25.24,52.91,2.18,7.84,90.38
1996-02-01,23.5,59.85,2.48,8.93,139.27
1996-03-01,22.71,63.54,1.87,6.74,129.72
1996-04-01,17.32,77.03,2.6,9.36,137.91
1996-05-01,13.62,75.84,1.96,7.06,43.06
1996-06-01,8.55,76.73,2.64,9.5,7.02
1996-07-01,7.99,75.02,2.36,8.48,5.65
1996-08-01,13.65,66.65,2.66,9.58,22.25
1996-09-01,13.55,62.32,2.88,10.38,38.3
1996-10-01,18.6,66.61,2.76,9.92,113.36
1996-11-01,21.9,56.64,2.74,9.85,145.72
1996-12-01,24.22,64.45,2.38,8.58,132.32
1997-01-01,26.93,58.59,2.15,7.74,139.28
1997-02-01,23.03,61.25,2.71,9.76,81.89
1997-03-01,22.35,60.91,2.05,7.38,49.41
1997-04-01,18.76,63.28,2.33,8.4,73.04
1997-05-01,15.37,69.88,2.32,8.36,42.94
1997-06-01,10.32,78.44,2.84,10.21,53.29
1997-07-01,11.53,76.27,2.82,10.16,15.05
1997-08-01,12.79,71.29,2.81,10.1,27.87
1997-09-01,15.35,61.93,2.65,9.54,28.02
1997-10-01,17.88,67.02,2.87,10.35,117.68
1997-11-01,20.7,66.27,2.86,10.29,124.08
1997-12-01,22.45,66.21,2.94,10.6,202.53
1998-01-01,23.07,67.56,2.43,8.74,132.38
1998-02-01,21.55,74.22,2.36,8.5,153.89
1998-03-01,19.49,72.39,2.2,7.92,110.63
1998-04-01,16.62,79.1,2.7,9.71,71.96
1998-05-01,14.73,81.39,2.27,8.17,84.51
1998-06-01,10.28,82.12,2.32,8.34,9.14
1998-07-01,11.67,81.89,2.19,7.9,30.96
1998-08-01,11.55,72.81,2.08,7.48,9.33
1998-09-01,13.49,63.07,2.9,10.45,18.17
1998-10-01,19.46,60.78,2.58,9.27,64.95
1998-11-01,21.01,61.25,2.5,9.01,154.54
1998-12-01,23.17,55.32,2.57,9.24,129.09
1999-01-01,23.82,57.21,2.45,8.82,109.09
1999-02-01,24.03,63.49,2.06,7.43,114.16
1999-03-01,22.31,74.54,2.42,8.7,210.09
1999-04-01,15.56,72.31,2.76,9.92,81.31
1999-05-01,12.82,77.61,2.14,7.71,29.44
1999-06-01,9.32,78.61,2.54,9.14,44.41
1999-07-01,8.67,80.37,2.63,9.46,17.91
1999-08-01,11.54,72.53,3.17,11.43,27.16
1999-09-01,15.28,66.07,2.78,10.0,57.71
1999-10-01,18.3,62.43,2.88,10.36,57.93
1999-11-01,21.55,53.57,2.9,10.43,44.58
1999-12-01,24.15,52.48,2.53,9.12,79.16
2000-01-01,27.22,49.62,2.08,7.47,63.68
2000-02-01,24.06,62.57,2.05,7.38,192.01
2000-03-01,20.19,66.95,2.2,7.92,99.2
2000-04-01,17.33,82.0,2.27,8.16,244.52
2000-05-01,13.02,85.16,2.62,9.43,226.58
2000-06-01,10.74,86.83,2.59,9.31,28.9
2000-07-01,6.7,81.22,3.09,11.13,12.68
2000-08-01,10.7,78.02,2.5,9.0,73.63
2000-09-01,12.99,76.53,2.68,9.65,59.49
2000-10-01,17.05,75.11,3.09,11.12,198.44
2000-11-01,18.13,72.93,2.6,9.35,184.79
2000-12-01,22.31,64.02,2.38,8.55,56.56
2001-01-01,24.24,70.91,2.22,7.98,234.97
2001-02-01,24.71,70.7,2.29,8.26,165.6
2001-03-01,21.38,82.84,2.26,8.12,269.98
2001-04-01,16.5,79.68,2.38,8.55,77.18
2001-05-01,12.68,85.4,2.21,7.95,33.65
2001-06-01,11.09,83.84,2.38,8.55,22.68
2001-07-01,9.38,81.28,2.57,9.25,10.94
2001-08-01,13.78,81.16,2.71,9.75,123.53
2001-09-01,13.68,76.01,2.96,10.65,108.24
2001-10-01,17.5,79.73,3.31,11.91,234.18
2001-11-01,19.0,70.7,2.84,10.22,128.28
2001-12-01,22.58,66.55,2.21,7.95,87.13
2002-01-01,24.43,61.49,2.35,8.47,86.35
2002-02-01,23.08,61.36,2.72,9.79,55.98
2002-03-01,21.45,79.03,2.67,9.63,297.66
2002-04-01,15.68,81.39,2.2,7.92,95.69
2002-05-01,14.47,85.4,2.5,9.02,85.36
2002-06-01,8.23,79.58,2.2,7.91,4.71
