fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,velocidad_viento_km_h,precipitacion_mm_mes
2024-09-01,0.85,82.4,6.58,23.7,34.89
2024-10-01,4.46,82.19,5.94,21.4,35.72
2024-11-01,5.67,79.7,4.62,16.64,68.51
2024-12-01,7.28,78.56,4.51,16.22,73.44
2025-01-01,8.88,77.08,5.06,18.23,63.43
2025-02-01,6.11,82.12,5.31,19.11,78.46
2025-03-01,6.13,82.58,5.43,19.56,68.03
2025-04-01,4.48,88.97,3.68,13.24,43.5
2025-05-01,1.29,92.06,3.93,14.14,56.51
2025-06-01,0.18,94.97,3.81,13.71,42.85
2025-07-01,0.22,93.16,4.63,16.67,33.85
2025-08-01,1.24,86.91,1.53,5.52,22.14
2025-09-01,1.04,85.99,1.84,6.61,13.17
