pais_id,nonpais_id,provincia_id,nom_provincia,nom_localidad,nombre_vulgar,unidad_superficie,superficie
32,Argentina,6,BUENOS AIRES,JUAN N. FERNANDEZ,TRIGO PAN VARIEDADES,Hectareas,224
32,Argentina,6,BUENOS AIRES,JUNIN,TRIGO PAN VARIEDADES,Hectareas,175
32,Argentina,6,BUENOS AIRES,LA CARRETA,TRIGO PAN VARIEDADES,Hectareas,244.5
32,Argentina,6,BUENOS AIRES,LA DULCE,TRIGO PAN VARIEDADES,Hectareas,1692
32,Argentina,6,BUENOS AIRES,LA LUISA,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,LA TIGRA,TRIGO PAN VARIEDADES,Hectareas,100
32,Argentina,6,BUENOS AIRES,LA VIOLETA,TRIGO PAN VARIEDADES,Hectareas,45
32,Argentina,6,BUENOS AIRES,LAS FLORES,TRIGO PAN VARIEDADES,Hectareas,171
32,Argentina,6,BUENOS AIRES,LAS MARIANAS,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,LAS MARTINETAS,TRIGO PAN VARIEDADES,Hectareas,120
32,Argentina,6,BUENOS AIRES,LAS NUTRIAS,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,LEANDRO N. ALEM,TRIGO PAN VARIEDADES,Hectareas,103
32,Argentina,6,BUENOS AIRES,LERTORA,TRIGO PAN VARIEDADES,Hectareas,83
32,Argentina,6,BUENOS AIRES,LIN-CALEL,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,LINCOLN,TRIGO PAN VARIEDADES,Hectareas,559
32,Argentina,6,BUENOS AIRES,LOBERIA,TRIGO PAN VARIEDADES,Hectareas,371.7
32,Argentina,6,BUENOS AIRES,LOBOS,TRIGO PAN VARIEDADES,Hectareas,86
32,Argentina,6,BUENOS AIRES,LOS INDIOS (PDO. ROJAS),TRIGO PAN VARIEDADES,Hectareas,168.72
32,Argentina,6,BUENOS AIRES,LOS TOLDOS,TRIGO PAN VARIEDADES,Hectareas,199
32,Argentina,6,BUENOS AIRES,LUJAN,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,MAGUIRE,TRIGO PAN VARIEDADES,Hectareas,180
32,Argentina,6,BUENOS AIRES,MAIPU,TRIGO PAN VARIEDADES,Hectareas,60
32,Argentina,6,BUENOS AIRES,MANANTIALES,TRIGO PAN VARIEDADES,Hectareas,81
32,Argentina,6,BUENOS AIRES,MANUEL OCAMPO,TRIGO PAN VARIEDADES,Hectareas,201
32,Argentina,6,BUENOS AIRES,MAR DEL PLATA,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,MARIA IGNACIA,TRIGO PAN VARIEDADES,Hectareas,40
32,Argentina,6,BUENOS AIRES,MARIANO H. ALFONZO,TRIGO PAN VARIEDADES,Hectareas,15
32,Argentina,6,BUENOS AIRES,MARTINEZ DE HOZ,TRIGO PAN VARIEDADES,Hectareas,104.5
32,Argentina,6,BUENOS AIRES,MAURICIO HIRSCH,TRIGO PAN VARIEDADES,Hectareas,229.5
32,Argentina,6,BUENOS AIRES,MAYOR BURATOVICH,TRIGO PAN VARIEDADES,Hectareas,70
32,Argentina,6,BUENOS AIRES,MAZA,TRIGO PAN VARIEDADES,Hectareas,242
32,Argentina,6,BUENOS AIRES,MECHITA,TRIGO PAN VARIEDADES,Hectareas,220
32,Argentina,6,BUENOS AIRES,MECHONGUE,TRIGO PAN VARIEDADES,Hectareas,317
32,Argentina,6,BUENOS AIRES,MERCEDES,TRIGO PAN VARIEDADES,Hectareas,17
32,Argentina,6,BUENOS AIRES,MICAELA CASCALLARES,TRIGO PAN VARIEDADES,Hectareas,50
32,Argentina,6,BUENOS AIRES,MIRAMAR,TRIGO PAN VARIEDADES,Hectareas,70
32,Argentina,6,BUENOS AIRES,MOCTEZUMA,TRIGO PAN VARIEDADES,Hectareas,60
32,Argentina,6,BUENOS AIRES,MOLL,TRIGO PAN VARIEDADES,Hectareas,28
32,Argentina,6,BUENOS AIRES,MONES CAZON,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,MONROE,TRIGO PAN VARIEDADES,Hectareas,50
32,Argentina,6,BUENOS AIRES,MOQUEHUA,TRIGO PAN VARIEDADES,Hectareas,59
32,Argentina,6,BUENOS AIRES,NAPALEOFU,TRIGO PAN VARIEDADES,Hectareas,205
32,Argentina,6,BUENOS AIRES,NAVARRO,TRIGO PAN VARIEDADES,Hectareas,214
32,Argentina,6,BUENOS AIRES,NECOCHEA,TRIGO PAN VARIEDADES,Hectareas,847
32,Argentina,6,BUENOS AIRES,NICANOR OLIVERA,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,NORBERTO DE LA RIESTRA,TRIGO PAN VARIEDADES,Hectareas,212.6
32,Argentina,6,BUENOS AIRES,O HIGGINS,TRIGO PAN VARIEDADES,Hectareas,87
32,Argentina,6,BUENOS AIRES,OLASCOAGA,TRIGO PAN VARIEDADES,Hectareas,146
32,Argentina,6,BUENOS AIRES,OLAVARRIA,TRIGO PAN VARIEDADES,Hectareas,1079
32,Argentina,6,BUENOS AIRES,ORENSE,TRIGO PAN VARIEDADES,Hectareas,102
32,Argentina,6,BUENOS AIRES,ORIENTE,TRIGO PAN VARIEDADES,Hectareas,293
32,Argentina,6,BUENOS AIRES,OTAMENDI,TRIGO PAN VARIEDADES,Hectareas,224.5
32,Argentina,6,BUENOS AIRES,PARAJE FRAPAL,TRIGO PAN VARIEDADES,Hectareas,90.5
32,Argentina,6,BUENOS AIRES,PASMAN,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,PASTEUR,TRIGO PAN VARIEDADES,Hectareas,255
32,Argentina,6,BUENOS AIRES,PEARSON,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,PEDRO LURO,TRIGO PAN VARIEDADES,Hectareas,107
32,Argentina,6,BUENOS AIRES,PEHUAJO,TRIGO PAN VARIEDADES,Hectareas,322
32,Argentina,6,BUENOS AIRES,PERGAMINO,TRIGO PAN VARIEDADES,Hectareas,616.2
32,Argentina,6,BUENOS AIRES,PIEDRITAS,TRIGO PAN VARIEDADES,Hectareas,95
32,Argentina,6,BUENOS AIRES,PIERES,TRIGO PAN VARIEDADES,Hectareas,358
32,Argentina,6,BUENOS AIRES,PIGUE,TRIGO PAN VARIEDADES,Hectareas,227
32,Argentina,6,BUENOS AIRES,PIROVANO,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,PLA,TRIGO PAN VARIEDADES,Hectareas,162.93
32,Argentina,6,BUENOS AIRES,PUAN,TRIGO PAN VARIEDADES,Hectareas,658
32,Argentina,6,BUENOS AIRES,RAMALLO,TRIGO PAN VARIEDADES,Hectareas,160
32,Argentina,6,BUENOS AIRES,RANCAGUA,TRIGO PAN VARIEDADES,Hectareas,29
32,Argentina,6,BUENOS AIRES,RAUCH,TRIGO PAN VARIEDADES,Hectareas,289
32,Argentina,6,BUENOS AIRES,RAWSON,TRIGO PAN VARIEDADES,Hectareas,88
32,Argentina,6,BUENOS AIRES,RICARDO GAVIÑA,TRIGO PAN VARIEDADES,Hectareas,33
32,Argentina,6,BUENOS AIRES,RIVERA,TRIGO PAN VARIEDADES,Hectareas,50
32,Argentina,6,BUENOS AIRES,ROBERTS,TRIGO PAN VARIEDADES,Hectareas,39
32,Argentina,6,BUENOS AIRES,ROJAS,TRIGO PAN VARIEDADES,Hectareas,664
32,Argentina,6,BUENOS AIRES,ROOSEVELT (PDO. RIVADAVIA),TRIGO PAN VARIEDADES,Hectareas,238
32,Argentina,6,BUENOS AIRES,ROQUE PEREZ,TRIGO PAN VARIEDADES,Hectareas,70
32,Argentina,6,BUENOS AIRES,SALADILLO,TRIGO PAN VARIEDADES,Hectareas,365
32,Argentina,6,BUENOS AIRES,SALTO,TRIGO PAN VARIEDADES,Hectareas,620
32,Argentina,6,BUENOS AIRES,SAN ANDRES DE GILES,TRIGO PAN VARIEDADES,Hectareas,20
32,Argentina,6,BUENOS AIRES,SAN ANTONIO DE ARECO,TRIGO PAN VARIEDADES,Hectareas,21
32,Argentina,6,BUENOS AIRES,SAN CAYETANO,TRIGO PAN VARIEDADES,Hectareas,208
32,Argentina,6,BUENOS AIRES,SAN EMILIO (ALGARROBO-PDO. VILLARINO),TRIGO PAN VARIEDADES,Hectareas,122
32,Argentina,6,BUENOS AIRES,SAN ENRIQUE,TRIGO PAN VARIEDADES,Hectareas,678
32,Argentina,6,BUENOS AIRES,SAN MANUEL,TRIGO PAN VARIEDADES,Hectareas,72
32,Argentina,6,BUENOS AIRES,SAN MAYOL,TRIGO PAN VARIEDADES,Hectareas,172
32,Argentina,6,BUENOS AIRES,SAN MIGUEL ARCANGEL,TRIGO PAN VARIEDADES,Hectareas,39
32,Argentina,6,BUENOS AIRES,SAN MIGUEL DEL MONTE,TRIGO PAN VARIEDADES,Hectareas,40
32,Argentina,6,BUENOS AIRES,SAN NICOLAS,TRIGO PAN VARIEDADES,Hectareas,45
32,Argentina,6,BUENOS AIRES,SAN PEDRO,TRIGO PAN VARIEDADES,Hectareas,123
32,Argentina,6,BUENOS AIRES,SANTA ELEODORA,TRIGO PAN VARIEDADES,Hectareas,85
32,Argentina,6,BUENOS AIRES,SANTA LUISA,TRIGO PAN VARIEDADES,Hectareas,44.8
32,Argentina,6,BUENOS AIRES,SANTO TOMAS,TRIGO PAN VARIEDADES,Hectareas,30
32,Argentina,6,BUENOS AIRES,SMITH,TRIGO PAN VARIEDADES,Hectareas,114
32,Argentina,6,BUENOS AIRES,SOLIS,TRIGO PAN VARIEDADES,Hectareas,99
32,Argentina,6,BUENOS AIRES,SUIPACHA,TRIGO PAN VARIEDADES,Hectareas,235
32,Argentina,6,BUENOS AIRES,TAMANGUEYU,TRIGO PAN VARIEDADES,Hectareas,40
32,Argentina,6,BUENOS AIRES,TANDIL,TRIGO PAN VARIEDADES,Hectareas,1325.7
32,Argentina,6,BUENOS AIRES,TOMAS JOFRE,TRIGO PAN VARIEDADES,Hectareas,16
32,Argentina,6,BUENOS AIRES,TRENQUE LAUQUEN,TRIGO PAN VARIEDADES,Hectareas,192
32,Argentina,6,BUENOS AIRES,TRES ALGARROBOS,TRIGO PAN VARIEDADES,Hectareas,50
32,Argentina,6,BUENOS AIRES,TRES ARROYOS,TRIGO PAN VARIEDADES,Hectareas,541.5
32,Argentina,6,BUENOS AIRES,TRES LOMAS,TRIGO PAN VARIEDADES,Hectareas,76
32,Argentina,6,BUENOS AIRES,URDAMPILLETA,TRIGO PAN VARIEDADES,Hectareas,15
32,Argentina,6,BUENOS AIRES,VALDES,TRIGO PAN VARIEDADES,Hectareas,92
32,Argentina,6,BUENOS AIRES,VI?A,TRIGO PAN VARIEDADES,Hectareas,89
32,Argentina,6,BUENOS AIRES,VILLA LIA,TRIGO PAN VARIEDADES,Hectareas,162
32,Argentina,6,BUENOS AIRES,WARNES,TRIGO PAN VARIEDADES,Hectareas,118
32,Argentina,6,BUENOS AIRES,BONIFACIO,TRITICALE ,Hectareas,70
32,Argentina,6,BUENOS AIRES,BORDENAVE,TRITICALE ,Hectareas,9
32,Argentina,6,BUENOS AIRES,MERCEDES,ZAPALLITO REDONDO DE TRONCO VARIEDAD,Hectareas,10
32,Argentina,6,BUENOS AIRES,16 DE JULIO,ZAPALLO/ZAPALLITO REDONDO DE TRONCO HIBRIDO,,Hectareas,10
32,Argentina,10,CATAMARCA,CAPAYAN,ALGODONERO ,Hectareas,160
32,Argentina,10,CATAMARCA,SANTA MARIA,MAIZ HIBRIDO TRIPLE,Hectareas,6
32,Argentina,10,CATAMARCA,BA?ADO DE OVANTA,MAIZ HIBRIDOS SIMPLES,Hectareas,425
32,Argentina,10,CATAMARCA,LOS ALTOS,MAIZ HIBRIDOS SIMPLES,Hectareas,666
32,Argentina,10,CATAMARCA,LOS MOLLES (PUERTA GRANDE-DPTO. SAN,MAIZ HIBRIDOS SIMPLES,Hectareas,112
32,Argentina,10,CATAMARCA,PUERTA GRANDE,MAIZ HIBRIDOS SIMPLES,Hectareas,539
32,Argentina,10,CATAMARCA,SANTA MARIA,MAIZ HIBRIDOS SIMPLES,Hectareas,587.5
32,Argentina,10,CATAMARCA,ACONQUIJA,PAPA VARIEDAD,Hectareas,118.5
32,Argentina,10,CATAMARCA,ACONQUIJA,PAPA VARIEDAD,Metros Cuadrados,6500
32,Argentina,10,CATAMARCA,ACONQUIJA,PAPA VARIEDAD,Plantas,2160
32,Argentina,10,CATAMARCA,ACONQUIJA,PAPA VARIEDAD,Recipiente,216
32,Argentina,10,CATAMARCA,ANDALGALA,PAPA VARIEDAD,Hectareas,67.5
32,Argentina,10,CATAMARCA,EL PUCARA,PAPA VARIEDAD,Hectareas,112.51
32,Argentina,10,CATAMARCA,ALBIGASTA,SOJA ,Hectareas,180
32,Argentina,10,CATAMARCA,BA?ADO DE OVANTA,SOJA ,Hectareas,763
32,Argentina,10,CATAMARCA,EL ABRA,SOJA ,Hectareas,435
32,Argentina,10,CATAMARCA,LOS ALTOS,SOJA ,Hectareas,2160
32,Argentina,10,CATAMARCA,PUERTA GRANDE,SOJA ,Hectareas,337
32,Argentina,10,CATAMARCA,RINCON,SOJA ,Hectareas,55
32,Argentina,10,CATAMARCA,LOS ALTOS,TRIGO PAN VARIEDADES,Hectareas,203
32,Argentina,14,CORDOBA,CHAJAN,AGROPIRO ALARGADO ,Hectareas,121.57
32,Argentina,14,CORDOBA,CHAJAN,ALFALFA ,Hectareas,578.8
32,Argentina,14,CORDOBA,CORONEL MOLDES,ALFALFA ,Hectareas,53.5
32,Argentina,14,CORDOBA,FREYRE,ALFALFA ,Hectareas,60
32,Argentina,14,CORDOBA,PAMPAYASTA NORTE,ALFALFA ,Hectareas,10
32,Argentina,14,CORDOBA,SACANTA,ALFALFA ,Hectareas,708.5
32,Argentina,14,CORDOBA,EL TROPIEZO,ALGODONERO ,Hectareas,80
32,Argentina,14,CORDOBA,LAS PLAYAS (DPTO. GRAL. SAN MARTIN),ALGODONERO ,Hectareas,6
32,Argentina,14,CORDOBA,LOS HORMIGUEROS,ALGODONERO ,Hectareas,26
32,Argentina,14,CORDOBA,PALO PARADO,ALGODONERO ,Hectareas,32
32,Argentina,14,CORDOBA,ARROYO ALGODON,AVENA ,Hectareas,50
32,Argentina,14,CORDOBA,ARROYO CABRAL,AVENA ,Hectareas,50
32,Argentina,14,CORDOBA,CINTRA,AVENA ,Hectareas,14
32,Argentina,14,CORDOBA,EL FORTIN,AVENA ,Hectareas,46
32,Argentina,14,CORDOBA,JESUS MARIA,AVENA ,Hectareas,70
32,Argentina,14,CORDOBA,LA PLAYOSA,AVENA ,Hectareas,17
32,Argentina,14,CORDOBA,LOS ZORROS,AVENA ,Hectareas,25
32,Argentina,14,CORDOBA,PORTEÑA,AVENA ,Hectareas,25
32,Argentina,14,CORDOBA,ARROYO CABRAL,AVENA BLANCA VARIEDAD,Hectareas,62
32,Argentina,14,CORDOBA,CINTRA,AVENA BLANCA VARIEDAD,Hectareas,14
32,Argentina,14,CORDOBA,EL FORTIN,AVENA BLANCA VARIEDAD,Hectareas,36
32,Argentina,14,CORDOBA,JESUS MARIA,AVENA BLANCA VARIEDAD,Hectareas,65
32,Argentina,14,CORDOBA,SAMPACHO,AVENA BLANCA VARIEDAD,Hectareas,50
32,Argentina,14,CORDOBA,SARMIENTO,AVENA BLANCA VARIEDAD,Hectareas,25
32,Argentina,14,CORDOBA,CORDOBA,AVENA STRIGOSA,Hectareas,18
32,Argentina,14,CORDOBA,GENERAL PAZ,AVENA STRIGOSA,Hectareas,18
32,Argentina,14,CORDOBA,CAMILO ALDAO,CEBADA CERVECERA ,Hectareas,60
32,Argentina,14,CORDOBA,LAS VERTIENTES,CEBADA CERVECERA ,Hectareas,17
32,Argentina,14,CORDOBA,CINTRA,CEBADA FORRAJERA ,Hectareas,23
32,Argentina,14,CORDOBA,LAS VERTIENTES,CEBADA FORRAJERA ,Hectareas,49
32,Argentina,14,CORDOBA,RIO CUARTO,CEBADA FORRAJERA ,Hectareas,20
32,Argentina,14,CORDOBA,CINTRA,CENTENO ,Hectareas,13
32,Argentina,14,CORDOBA,DEL CAMPILLO,CENTENO ,Hectareas,124
32,Argentina,14,CORDOBA,LAS VERTIENTES,CENTENO ,Hectareas,25
32,Argentina,14,CORDOBA,LOS COMETIERRA,CENTENO ,Hectareas,57
32,Argentina,14,CORDOBA,CAÑADA DE LUQUE,GARBANZO ,Hectareas,23
32,Argentina,14,CORDOBA,CRUZ DEL EJE,GARBANZO ,Hectareas,119
32,Argentina,14,CORDOBA,CUATRO VIENTOS,GIRASOL HIBRIDOS SIMPLES,Hectareas,20
32,Argentina,14,CORDOBA,LA BARRANQUITA,GIRASOL HIBRIDOS SIMPLES,Hectareas,35
32,Argentina,14,CORDOBA,LA CARLOTA,GIRASOL HIBRIDOS SIMPLES,Hectareas,1122
32,Argentina,14,CORDOBA,LA GRANJA,GRAMA DE RHODES ,Hectareas,32
32,Argentina,14,CORDOBA,SINSACATE,GRAMA DE RHODES ,Hectareas,87
32,Argentina,14,CORDOBA,TINOCO,GRAMA DE RHODES ,Hectareas,70
32,Argentina,14,CORDOBA,TOTORAL (KILOMETRO 351),GRAMA DE RHODES ,Hectareas,40
32,Argentina,14,CORDOBA,ALEJO LEDESMA,MAIZ HIBRIDOS DE TRES LINEAS,Hectareas,37
32,Argentina,14,CORDOBA,LA BARRANQUITA,MAIZ HIBRIDOS DE TRES LINEAS,Hectareas,27
32,Argentina,14,CORDOBA,SANTA FLORA,MAIZ HIBRIDOS DE TRES LINEAS,Hectareas,23
32,Argentina,14,CORDOBA,CAÑADA DE LUQUE,MAIZ HIBRIDOS DOBLES,Hectareas,155
32,Argentina,14,CORDOBA,CHAJAN,MAIZ HIBRIDOS DOBLES,Hectareas,52.64
32,Argentina,14,CORDOBA,COME TIERRA,MAIZ HIBRIDOS DOBLES,Hectareas,120
32,Argentina,14,CORDOBA,CUATRO VIENTOS,MAIZ HIBRIDOS DOBLES,Hectareas,16
32,Argentina,14,CORDOBA,JESUS MARIA,MAIZ HIBRIDOS DOBLES,Hectareas,67
32,Argentina,14,CORDOBA,LA BARRANQUITA,MAIZ HIBRIDOS DOBLES,Hectareas,25
32,Argentina,14,CORDOBA,LAS VARILLAS,MAIZ HIBRIDOS DOBLES,Hectareas,32
32,Argentina,14,CORDOBA,LOS CISNES,MAIZ HIBRIDOS DOBLES,Hectareas,403
32,Argentina,14,CORDOBA,LOS COMETIERRA,MAIZ HIBRIDOS DOBLES,Hectareas,790
32,Argentina,14,CORDOBA,PASO DEL DURAZNO,MAIZ HIBRIDOS DOBLES,Hectareas,26
32,Argentina,14,CORDOBA,RIO CUARTO,MAIZ HIBRIDOS DOBLES,Hectareas,22
32,Argentina,14,CORDOBA,VILLA DEL TOTORAL,MAIZ HIBRIDOS DOBLES,Hectareas,218
32,Argentina,14,CORDOBA,ALEJO LEDESMA,MAIZ HIBRIDOS SIMPLES,Hectareas,52
32,Argentina,14,CORDOBA,ARIAS,MAIZ HIBRIDOS SIMPLES,Hectareas,62
32,Argentina,14,CORDOBA,CAMILO ALDAO,MAIZ HIBRIDOS SIMPLES,Hectareas,22
32,Argentina,14,CORDOBA,CAÑADA DE LUQUE,MAIZ HIBRIDOS SIMPLES,Hectareas,255
32,Argentina,14,CORDOBA,CAÑADA DE LUQUE,MAIZ HIBRIDOS SIMPLES,Hectareas,150
32,Argentina,14,CORDOBA,COME TIERRA,MAIZ HIBRIDOS SIMPLES,Hectareas,265
32,Argentina,14,CORDOBA,JESUS MARIA,MAIZ HIBRIDOS SIMPLES,Hectareas,544
32,Argentina,14,CORDOBA,LA BARRANQUITA,MAIZ HIBRIDOS SIMPLES,Hectareas,28
32,Argentina,14,CORDOBA,LA CARLOTA,MAIZ HIBRIDOS SIMPLES,Hectareas,73
32,Argentina,14,CORDOBA,LAS VARILLAS,MAIZ HIBRIDOS SIMPLES,Hectareas,87
32,Argentina,14,CORDOBA,LOS CISNES,MAIZ HIBRIDOS SIMPLES,Hectareas,1591
32,Argentina,14,CORDOBA,LOS COMETIERRA,MAIZ HIBRIDOS SIMPLES,Hectareas,200
32,Argentina,14,CORDOBA,PASO DEL DURAZNO,MAIZ HIBRIDOS SIMPLES,Hectareas,30
32,Argentina,14,CORDOBA,TOTORAL (KILOMETRO 351),MAIZ HIBRIDOS SIMPLES,Hectareas,222
32,Argentina,14,CORDOBA,VILLA DEL TOTORAL,MAIZ HIBRIDOS SIMPLES,Hectareas,119
32,Argentina,14,CORDOBA,LAS VERTIENTES,MAIZ VARIEDADES,Hectareas,31
32,Argentina,14,CORDOBA,VILLA MARIA (DPTO. GENERAL SAN MART,MAIZ VARIEDADES,Hectareas,17
32,Argentina,14,CORDOBA,ASSUNTA,MANI ,Hectareas,410
32,Argentina,14,CORDOBA,BULNES,MANI ,Hectareas,223
32,Argentina,14,CORDOBA,CANALS,MANI ,Hectareas,124.37
32,Argentina,14,CORDOBA,CHAJAN,MANI ,Hectareas,337
32,Argentina,14,CORDOBA,DEL CAMPILLO,MANI ,Hectareas,374.5
32,Argentina,14,CORDOBA,GENERAL DEHEZA,MANI ,Hectareas,93
32,Argentina,14,CORDOBA,GENERAL LEVALLE,MANI ,Hectareas,1034.59
32,Argentina,14,CORDOBA,HERNANDO,MANI ,Hectareas,864
32,Argentina,14,CORDOBA,HOLMBERG,MANI ,Hectareas,713
32,Argentina,14,CORDOBA,HUINCA RENANCO,MANI ,Hectareas,1593
32,Argentina,14,CORDOBA,ITALO,MANI ,Hectareas,285
32,Argentina,14,CORDOBA,LA CAUTIVA,MANI ,Hectareas,396
32,Argentina,14,CORDOBA,LA LAGUNA (DPTO. GRAL. SAN MARTIN),MANI ,Hectareas,131
32,Argentina,14,CORDOBA,LABOULAYE,MANI ,Hectareas,296.74
32,Argentina,14,CORDOBA,LAGUNA LARGA,MANI ,Hectareas,367
32,Argentina,14,CORDOBA,LAS JUNTURAS,MANI ,Hectareas,195
32,Argentina,14,CORDOBA,MATALDI,MANI ,Hectareas,103
32,Argentina,14,CORDOBA,MATTALDI,MANI ,Hectareas,490
32,Argentina,14,CORDOBA,MONTE DE LOS GAUCHOS,MANI ,Hectareas,440.09
32,Argentina,14,CORDOBA,PAMPAYASTA,MANI ,Hectareas,134
32,Argentina,14,CORDOBA,PASCO,MANI ,Hectareas,1464
32,Argentina,14,CORDOBA,PINCEN,MANI ,Hectareas,772
32,Argentina,14,CORDOBA,REDUCCION,MANI ,Hectareas,250.05
32,Argentina,14,CORDOBA,RIO CUARTO,MANI ,Hectareas,417.52
32,Argentina,14,CORDOBA,SERRANO,MANI ,Hectareas,601
32,Argentina,14,CORDOBA,TOSQUITA,MANI ,Hectareas,746.12
32,Argentina,14,CORDOBA,UCACHA,MANI ,Hectareas,205
32,Argentina,14,CORDOBA,VICUÑA MACKENNA,MANI ,Hectareas,162
32,Argentina,14,CORDOBA,VILLA MARIA (DPTO. GENERAL SAN MARTIN),MANI ,Hectareas,421
32,Argentina,14,CORDOBA,CORDOBA,PAPA VARIEDAD,Metros Cuadrados,302
32,Argentina,14,CORDOBA,CORDOBA,PAPA VARIEDAD,Recipiente,15470
32,Argentina,14,CORDOBA,MONTE CRISTO,PAPA VARIEDAD,Metros Cuadrados,6161.6
32,Argentina,14,CORDOBA,MONTE CRISTO,PAPA VARIEDAD,Recipiente,949
32,Argentina,14,CORDOBA,SAN RAFAEL (LAS TOSCAS-DPTO. SAN AL,PAPA VARIEDAD,Hectareas,6.25
32,Argentina,14,CORDOBA,SEBASTIAN ELCANO,POROTO VARIEDAD,Hectareas,214
32,Argentina,14,CORDOBA,CARAHUASI,RAIGRAS ANUAL ,Hectareas,25
32,Argentina,14,CORDOBA,CAROLINA,RAIGRAS ANUAL ,Hectareas,20
32,Argentina,14,CORDOBA,MONTE MAIZ,RAIGRAS ANUAL ,Hectareas,50
32,Argentina,14,CORDOBA,ACHIRAS (DPTO. RIO CUARTO),SOJA ,Hectareas,56
32,Argentina,14,CORDOBA,ADELIA MARIA,SOJA ,Hectareas,683
32,Argentina,14,CORDOBA,ALEJANDRO ROCA,SOJA ,Hectareas,632
32,Argentina,14,CORDOBA,ALEJO LEDESMA,SOJA ,Hectareas,121
32,Argentina,14,CORDOBA,ALMAFUERTE,SOJA ,Hectareas,118
32,Argentina,14,CORDOBA,ALTA GRACIA,SOJA ,Hectareas,489
32,Argentina,14,CORDOBA,ALTO ALEGRE (DPTO. UNION),SOJA ,Hectareas,123
32,Argentina,14,CORDOBA,ALTOS DE CHIPION,SOJA ,Hectareas,296
32,Argentina,14,CORDOBA,ARIAS,SOJA ,Hectareas,146
32,Argentina,14,CORDOBA,ARROYO ALGODON,SOJA ,Hectareas,185
32,Argentina,14,CORDOBA,ARROYO CABRAL,SOJA ,Hectareas,1196
32,Argentina,14,CORDOBA,ATAHONA,SOJA ,Hectareas,310
32,Argentina,14,CORDOBA,AUSONIA,SOJA ,Hectareas,607
32,Argentina,14,CORDOBA,AVELLANEDA,SOJA ,Hectareas,50
32,Argentina,14,CORDOBA,BALLESTEROS,SOJA ,Hectareas,157
32,Argentina,14,CORDOBA,BELL VILLE,SOJA ,Hectareas,628
32,Argentina,14,CORDOBA,BERROTARAN,SOJA ,Hectareas,55
32,Argentina,14,CORDOBA,BOUWER,SOJA ,Hectareas,108
32,Argentina,14,CORDOBA,CABANA,SOJA ,Hectareas,117
32,Argentina,14,CORDOBA,CALCHIN,SOJA ,Hectareas,185
32,Argentina,14,CORDOBA,CAMILO ALDAO,SOJA ,Hectareas,118
32,Argentina,14,CORDOBA,CANALS,SOJA ,Hectareas,354
32,Argentina,14,CORDOBA,CANDELARIA (TOTORAL),SOJA ,Hectareas,110
32,Argentina,14,CORDOBA,CANDELARIA SUD,SOJA ,Hectareas,57
32,Argentina,14,CORDOBA,CAÑADA DE LUQUE,SOJA ,Hectareas,1984
32,Argentina,14,CORDOBA,CAÑADA DE LUQUE,SOJA ,Hectareas,58
32,Argentina,14,CORDOBA,CAÑADA DE RIO PINTO,SOJA ,Hectareas,60
32,Argentina,14,CORDOBA,CAPILLA DE DOLORES,SOJA ,Hectareas,144
32,Argentina,14,CORDOBA,CAPILLA DE SITON,SOJA ,Hectareas,50
32,Argentina,14,CORDOBA,CAPILLA DEL CARMEN,SOJA ,Hectareas,283
32,Argentina,14,CORDOBA,CARNERILLO (DPTO. JUAREZ CELMAN),SOJA ,Hectareas,52
32,Argentina,14,CORDOBA,CHA?ARITOS,SOJA ,Hectareas,81
32,Argentina,14,CORDOBA,CHACRAS,SOJA ,Hectareas,25
32,Argentina,14,CORDOBA,CHALACEA,SOJA ,Hectareas,885
32,Argentina,14,CORDOBA,CHARRAS,SOJA ,Hectareas,54
32,Argentina,14,CORDOBA,CHILIBROSTE,SOJA ,Hectareas,247
32,Argentina,14,CORDOBA,CINTRA,SOJA ,Hectareas,230
32,Argentina,14,CORDOBA,COLAZO,SOJA ,Hectareas,122
32,Argentina,14,CORDOBA,COLONIA ALMADA,SOJA ,Hectareas,248
32,Argentina,14,CORDOBA,COLONIA CAROYA,SOJA ,Hectareas,285.54
32,Argentina,14,CORDOBA,COLONIA COYUNDA,SOJA ,Hectareas,97
32,Argentina,14,CORDOBA,COLONIA EL MILAGRO,SOJA ,Hectareas,61
32,Argentina,14,CORDOBA,COLONIA GARZON,SOJA ,Hectareas,77
32,Argentina,14,CORDOBA,COLONIA ITURRASPE,SOJA ,Hectareas,136
32,Argentina,14,CORDOBA,COLONIA MARINA,SOJA ,Hectareas,55
