departamento_nombre,latitude,longitude,organic_carbon,ph,clay,silt,sand,coords
Lago Argentino,-49.383333,-72.866667,271.5,,,,,"(-72.866667, -49.383333)"
Lago Argentino,-49.383333,-72.866667,315.0,,,,,"(-72.866667, -49.383333)"
Lago Argentino,-49.383333,-72.866667,161.8,,,,,"(-72.866667, -49.383333)"
Lago Argentino,-49.383333,-72.866667,15.7,,,,,"(-72.866667, -49.383333)"
Lago Argentino,-49.209167,-72.955278,72.7,,,,,"(-72.955278, -49.209167)"
Lago Argentino,-49.209167,-72.955278,10.9,,,,,"(-72.955278, -49.209167)"
Capitán Sarmiento,-34.182959,-59.967965,31.4,6.6,22.0,65.0,13.0,"(-59.967965, -34.182959)"
Capitán Sarmiento,-34.182959,-59.967965,18.2,6.8,23.0,64.0,13.0,"(-59.967965, -34.182959)"
Capitán Sarmiento,-34.182959,-59.967965,9.5,8.5,40.0,53.0,7.0,"(-59.967965, -34.182959)"
Capitán Sarmiento,-34.182959,-59.967965,5.3,8.8,50.0,43.0,6.0,"(-59.967965, -34.182959)"
Capitán Sarmiento,-34.182959,-59.967965,2.9,9.5,24.0,64.0,12.0,"(-59.967965, -34.182959)"
Capitán Sarmiento,-34.182959,-59.967965,0.7,8.8,25.0,64.0,11.0,"(-59.967965, -34.182959)"
Capitán Sarmiento,-34.182959,-59.967965,0.9,8.0,26.0,63.0,11.0,"(-59.967965, -34.182959)"
Lago Argentino,-49.08,-72.887222,53.2,,,,,"(-72.887222, -49.08)"
Lago Argentino,-49.08,-72.887222,20.5,,,,,"(-72.887222, -49.08)"
Lago Argentino,-49.217111,-72.952389,75.4,,,,,"(-72.952389, -49.217111)"
Lago Argentino,-49.309861,-72.899333,58.9,,,,,"(-72.899333, -49.309861)"
Conhelo,-36.166667,-64.666667,8.6,,,,,"(-64.666667, -36.166667)"
Conhelo,-36.166667,-64.666667,6.7,,,,,"(-64.666667, -36.166667)"
Conhelo,-36.166667,-64.666667,4.9,,,,,"(-64.666667, -36.166667)"
Lago Argentino,-49.316667,-72.9,13.3,,,,,"(-72.9, -49.316667)"
Rancul,-35.766667,-64.85,11.1,,,,,"(-64.85, -35.766667)"
Rancul,-35.766667,-64.85,7.1,,,,,"(-64.85, -35.766667)"
Rancul,-35.766667,-64.85,4.5,,,,,"(-64.85, -35.766667)"
Lago Argentino,-49.316667,-72.883333,16.8,,,,,"(-72.883333, -49.316667)"
Lago Argentino,-49.05,-72.433333,26.1,,,,,"(-72.433333, -49.05)"
Lago Argentino,-49.05,-72.433333,16.2,,,,,"(-72.433333, -49.05)"
Lago Argentino,-48.983333,-72.466667,12.2,,,,,"(-72.466667, -48.983333)"
Capitán Sarmiento,-34.185759,-59.974089,18.6,6.3,22.0,61.0,17.0,"(-59.974089, -34.185759)"
Capitán Sarmiento,-34.185759,-59.974089,16.5,6.5,27.0,61.0,13.0,"(-59.974089, -34.185759)"
Capitán Sarmiento,-34.185759,-59.974089,7.9,7.0,36.0,53.0,11.0,"(-59.974089, -34.185759)"
Capitán Sarmiento,-34.185759,-59.974089,6.7,6.9,43.0,47.0,10.0,"(-59.974089, -34.185759)"
Capitán Sarmiento,-34.185759,-59.974089,4.2,6.9,39.0,51.0,10.0,"(-59.974089, -34.185759)"
Capitán Sarmiento,-34.185759,-59.974089,2.5,6.8,34.0,55.0,11.0,"(-59.974089, -34.185759)"
Lago Argentino,-49.066667,-72.45,16.8,,,,,"(-72.45, -49.066667)"
Lago Argentino,-49.166667,-72.15,8.7,,,,,"(-72.15, -49.166667)"
Lago Argentino,-49.2,-72.333333,5.8,,,,,"(-72.333333, -49.2)"
Lago Argentino,-49.2,-72.333333,5.8,,,,,"(-72.333333, -49.2)"
Toay,-36.7,-64.6,10.9,,,,,"(-64.6, -36.7)"
Toay,-36.7,-64.6,4.7,,,,,"(-64.6, -36.7)"
Toay,-36.7,-64.6,2.9,,,,,"(-64.6, -36.7)"
Toay,-36.7,-64.6,1.6,,,,,"(-64.6, -36.7)"
Lago Argentino,-49.313056,-72.887222,70.0,,,,,"(-72.887222, -49.313056)"
Lago Argentino,-49.313056,-72.887222,26.4,,,,,"(-72.887222, -49.313056)"
Lago Argentino,-49.918111,-72.724972,32.5,,,,,"(-72.724972, -49.918111)"
Lago Argentino,-49.398056,-72.777778,16.5,,,,,"(-72.777778, -49.398056)"
Lago Argentino,-49.398056,-72.777778,14.6,,,,,"(-72.777778, -49.398056)"
San Antonio de Areco,-34.252087,-59.620834,26.0,6.0,26.0,62.0,13.0,"(-59.620834, -34.252087)"
San Antonio de Areco,-34.252087,-59.620834,7.5,6.5,29.0,62.0,9.0,"(-59.620834, -34.252087)"
San Antonio de Areco,-34.252087,-59.620834,4.5,6.4,39.0,54.0,7.0,"(-59.620834, -34.252087)"
San Antonio de Areco,-34.252087,-59.620834,4.0,6.5,45.0,49.0,6.0,"(-59.620834, -34.252087)"
San Antonio de Areco,-34.252087,-59.620834,2.8,6.7,37.0,56.0,7.0,"(-59.620834, -34.252087)"
San Antonio de Areco,-34.252087,-59.620834,1.5,6.6,31.0,62.0,7.0,"(-59.620834, -34.252087)"
San Antonio de Areco,-34.252087,-59.620834,1.3,6.7,19.0,65.0,16.0,"(-59.620834, -34.252087)"
General Taboada,-28.478533,-62.811567,11.5,,,,,"(-62.811567, -28.478533)"
General Taboada,-28.478533,-62.811567,13.4,,,,,"(-62.811567, -28.478533)"
General Taboada,-28.477838,-62.807867,6.0,,,,,"(-62.807867, -28.477838)"
General Taboada,-28.477838,-62.807867,12.3,,,,,"(-62.807867, -28.477838)"
General Taboada,-28.477838,-62.807867,4.3,,,,,"(-62.807867, -28.477838)"
General Taboada,-28.477838,-62.807867,3.2,,,,,"(-62.807867, -28.477838)"
Belgrano,-29.143322,-62.501043,41.5,,,,,"(-62.501043, -29.143322)"
Belgrano,-29.143322,-62.501043,15.9,,,,,"(-62.501043, -29.143322)"
Belgrano,-29.143322,-62.501043,7.8,,,,,"(-62.501043, -29.143322)"
Belgrano,-29.143322,-62.501043,2.1,,,,,"(-62.501043, -29.143322)"
Belgrano,-29.143322,-62.501043,3.0,,,,,"(-62.501043, -29.143322)"
General Taboada,-28.434532,-62.598994,11.2,,,,,"(-62.598994, -28.434532)"
General Taboada,-28.434532,-62.598994,6.7,,,,,"(-62.598994, -28.434532)"
General Taboada,-28.434532,-62.598994,2.8,,,,,"(-62.598994, -28.434532)"
General Taboada,-28.435734,-62.614279,11.0,,,,,"(-62.614279, -28.435734)"
General Taboada,-28.435734,-62.614279,9.7,,,,,"(-62.614279, -28.435734)"
General Taboada,-28.435734,-62.614279,7.4,,,,,"(-62.614279, -28.435734)"
General Taboada,-28.435734,-62.614279,4.0,,,,,"(-62.614279, -28.435734)"
Bella Vista,-28.513579,-59.029605,2.3,5.2,7.0,11.0,82.0,"(-59.029605, -28.513579)"
Bella Vista,-28.513579,-59.029605,2.9,4.9,8.0,13.0,80.0,"(-59.029605, -28.513579)"
Bella Vista,-28.513579,-59.029605,2.6,4.7,8.0,13.0,79.0,"(-59.029605, -28.513579)"
Bella Vista,-28.513579,-59.029605,2.5,4.7,8.0,14.0,78.0,"(-59.029605, -28.513579)"
Bella Vista,-28.513579,-59.029605,5.3,5.2,31.0,15.0,54.0,"(-59.029605, -28.513579)"
Bella Vista,-28.513579,-59.029605,2.9,5.4,29.0,14.0,57.0,"(-59.029605, -28.513579)"
Bella Vista,-28.513579,-59.029605,3.9,5.5,27.0,14.0,59.0,"(-59.029605, -28.513579)"
Bella Vista,-28.513579,-59.029605,1.6,5.7,27.0,15.0,59.0,"(-59.029605, -28.513579)"
San Antonio de Areco,-34.218304,-59.731525,25.5,6.5,26.0,58.0,16.0,"(-59.731525, -34.218304)"
San Antonio de Areco,-34.218304,-59.731525,20.0,6.4,28.0,56.0,16.0,"(-59.731525, -34.218304)"
San Antonio de Areco,-34.218304,-59.731525,13.2,6.5,32.0,51.0,17.0,"(-59.731525, -34.218304)"
San Antonio de Areco,-34.218304,-59.731525,5.5,6.5,49.0,38.0,13.0,"(-59.731525, -34.218304)"
San Antonio de Areco,-34.218304,-59.731525,3.2,6.8,38.0,45.0,17.0,"(-59.731525, -34.218304)"
San Antonio de Areco,-34.218304,-59.731525,1.6,6.9,30.0,59.0,12.0,"(-59.731525, -34.218304)"
San Antonio de Areco,-34.218304,-59.731525,1.6,7.0,29.0,58.0,14.0,"(-59.731525, -34.218304)"
Belgrano,-28.982943,-62.138199,16.5,,,,,"(-62.138199, -28.982943)"
Belgrano,-28.982943,-62.138199,12.7,,,,,"(-62.138199, -28.982943)"
Belgrano,-28.982943,-62.138199,8.8,,,,,"(-62.138199, -28.982943)"
Belgrano,-28.982943,-62.138199,4.3,,,,,"(-62.138199, -28.982943)"
Belgrano,-28.914552,-62.225141,14.0,,,,,"(-62.225141, -28.914552)"
Belgrano,-28.914552,-62.225141,7.4,,,,,"(-62.225141, -28.914552)"
Belgrano,-28.914552,-62.225141,3.2,,,,,"(-62.225141, -28.914552)"
Belgrano,-28.914552,-62.225141,1.1,,,,,"(-62.225141, -28.914552)"
Bella Vista,-28.531551,-58.996128,2.1,4.8,4.0,19.0,77.0,"(-58.996128, -28.531551)"
Bella Vista,-28.531551,-58.996128,2.6,4.6,4.0,15.0,81.0,"(-58.996128, -28.531551)"
Bella Vista,-28.531551,-58.996128,2.8,4.6,7.0,17.0,76.0,"(-58.996128, -28.531551)"
Bella Vista,-28.531551,-58.996128,3.2,4.6,16.0,14.0,71.0,"(-58.996128, -28.531551)"
Bella Vista,-28.531551,-58.996128,3.6,4.6,20.0,12.0,68.0,"(-58.996128, -28.531551)"
Bella Vista,-28.531551,-58.996128,3.1,4.6,21.0,16.0,63.0,"(-58.996128, -28.531551)"
Bella Vista,-28.531551,-58.996128,2.6,4.8,23.0,15.0,62.0,"(-58.996128, -28.531551)"
Bella Vista,-28.531551,-58.996128,3.0,4.8,28.0,13.0,60.0,"(-58.996128, -28.531551)"
Belgrano,-29.196888,-61.957072,37.7,,,,,"(-61.957072, -29.196888)"
Belgrano,-29.196888,-61.957072,24.3,,,,,"(-61.957072, -29.196888)"
Belgrano,-29.196888,-61.957072,17.4,,,,,"(-61.957072, -29.196888)"
Belgrano,-29.196888,-61.957072,9.8,,,,,"(-61.957072, -29.196888)"
Belgrano,-29.196888,-61.957072,4.0,,,,,"(-61.957072, -29.196888)"
Belgrano,-29.196888,-61.957072,1.7,,,,,"(-61.957072, -29.196888)"
Belgrano,-29.196667,-61.957084,23.0,,,,,"(-61.957084, -29.196667)"
Belgrano,-29.196667,-61.957084,14.7,,,,,"(-61.957084, -29.196667)"
Belgrano,-29.196667,-61.957084,8.2,,,,,"(-61.957084, -29.196667)"
Belgrano,-29.196667,-61.957084,2.3,,,,,"(-61.957084, -29.196667)"
Belgrano,-29.196667,-61.957084,1.5,,,,,"(-61.957084, -29.196667)"
9 de Julio,-28.973997,-61.872758,25.6,,,,,"(-61.872758, -28.973997)"
9 de Julio,-28.973997,-61.872758,15.0,,,,,"(-61.872758, -28.973997)"
9 de Julio,-28.973997,-61.872758,9.6,,,,,"(-61.872758, -28.973997)"
9 de Julio,-28.973997,-61.872758,3.7,,,,,"(-61.872758, -28.973997)"
9 de Julio,-28.973997,-61.872758,1.7,,,,,"(-61.872758, -28.973997)"
9 de Julio,-28.973997,-61.872758,1.1,,,,,"(-61.872758, -28.973997)"
Aguirre,-29.108465,-62.595815,28.7,,,,,"(-62.595815, -29.108465)"
Aguirre,-29.108465,-62.595815,7.9,,,,,"(-62.595815, -29.108465)"
Aguirre,-29.108465,-62.595815,4.0,,,,,"(-62.595815, -29.108465)"
Bella Vista,-28.535447,-58.964283,2.1,5.0,4.0,11.0,86.0,"(-58.964283, -28.535447)"
Bella Vista,-28.535447,-58.964283,2.2,5.0,6.0,15.0,79.0,"(-58.964283, -28.535447)"
Bella Vista,-28.535447,-58.964283,2.5,4.8,13.0,13.0,74.0,"(-58.964283, -28.535447)"
Bella Vista,-28.535447,-58.964283,2.3,5.0,17.0,12.0,72.0,"(-58.964283, -28.535447)"
Bella Vista,-28.535447,-58.964283,3.6,5.0,,,,"(-58.964283, -28.535447)"
Bella Vista,-28.535447,-58.964283,3.4,5.1,31.0,13.0,57.0,"(-58.964283, -28.535447)"
Bella Vista,-28.535447,-58.964283,2.5,4.8,28.0,10.0,63.0,"(-58.964283, -28.535447)"
Paraná,-31.848854,-60.536256,22.1,,,,,"(-60.536256, -31.848854)"
Paraná,-31.848854,-60.536256,9.9,,,,,"(-60.536256, -31.848854)"
Paraná,-31.848854,-60.536256,6.0,,,,,"(-60.536256, -31.848854)"
Paraná,-31.848854,-60.536256,4.2,,,,,"(-60.536256, -31.848854)"
Paraná,-31.848854,-60.536256,3.0,,,,,"(-60.536256, -31.848854)"
Paraná,-31.848854,-60.536256,2.7,,,,,"(-60.536256, -31.848854)"
Bella Vista,-28.649604,-58.967466,16.1,5.2,16.0,31.0,53.0,"(-58.967466, -28.649604)"
Bella Vista,-28.649604,-58.967466,8.0,5.2,15.0,31.0,54.0,"(-58.967466, -28.649604)"
Bella Vista,-28.649604,-58.967466,5.9,5.4,17.0,29.0,54.0,"(-58.967466, -28.649604)"
Bella Vista,-28.649604,-58.967466,7.6,5.7,30.0,28.0,42.0,"(-58.967466, -28.649604)"
Bella Vista,-28.649604,-58.967466,4.5,6.6,43.0,23.0,35.0,"(-58.967466, -28.649604)"
Bella Vista,-28.649604,-58.967466,1.6,6.7,40.0,25.0,36.0,"(-58.967466, -28.649604)"
Bella Vista,-28.649604,-58.967466,0.7,6.4,38.0,27.0,35.0,"(-58.967466, -28.649604)"
Bella Vista,-28.649604,-58.967466,0.5,6.1,33.0,28.0,39.0,"(-58.967466, -28.649604)"
9 de Julio,-28.97489,-61.873157,14.7,,,,,"(-61.873157, -28.97489)"
9 de Julio,-28.97489,-61.873157,11.7,,,,,"(-61.873157, -28.97489)"
9 de Julio,-28.97489,-61.873157,7.1,,,,,"(-61.873157, -28.97489)"
9 de Julio,-28.97489,-61.873157,3.1,,,,,"(-61.873157, -28.97489)"
9 de Julio,-28.97489,-61.873157,1.5,,,,,"(-61.873157, -28.97489)"
Belgrano,-28.997815,-62.117535,15.9,,,,,"(-62.117535, -28.997815)"
Belgrano,-28.997815,-62.117535,6.9,,,,,"(-62.117535, -28.997815)"
Belgrano,-28.997815,-62.117535,4.4,,,,,"(-62.117535, -28.997815)"
Belgrano,-28.997815,-62.117535,3.9,,,,,"(-62.117535, -28.997815)"
Belgrano,-28.997815,-62.117535,14.7,,,,,"(-62.117535, -28.997815)"
Belgrano,-28.997815,-62.117535,1.5,,,,,"(-62.117535, -28.997815)"
Belgrano,-28.997815,-62.117535,0.9,,,,,"(-62.117535, -28.997815)"
San Antonio de Areco,-34.296055,-59.575311,26.6,6.5,33.0,55.0,12.0,"(-59.575311, -34.296055)"
San Antonio de Areco,-34.296055,-59.575311,17.6,6.6,34.0,57.0,9.0,"(-59.575311, -34.296055)"
San Antonio de Areco,-34.296055,-59.575311,9.1,6.9,54.0,39.0,7.0,"(-59.575311, -34.296055)"
San Antonio de Areco,-34.296055,-59.575311,4.3,7.2,43.0,51.0,6.0,"(-59.575311, -34.296055)"
San Antonio de Areco,-34.296055,-59.575311,3.4,6.9,35.0,57.0,8.0,"(-59.575311, -34.296055)"
San Antonio de Areco,-34.296055,-59.575311,1.6,8.2,23.0,67.0,10.0,"(-59.575311, -34.296055)"
San Antonio de Areco,-34.296055,-59.575311,1.0,8.4,21.0,64.0,16.0,"(-59.575311, -34.296055)"
Marcos Juárez,-33.036625,-61.90818,20.2,,,,,"(-61.90818, -33.036625)"
Marcos Juárez,-33.036625,-61.90818,12.6,,,,,"(-61.90818, -33.036625)"
Marcos Juárez,-33.036625,-61.90818,6.7,,,,,"(-61.90818, -33.036625)"
Marcos Juárez,-33.036625,-61.90818,3.6,,,,,"(-61.90818, -33.036625)"
Marcos Juárez,-33.036625,-61.90818,2.1,,,,,"(-61.90818, -33.036625)"
Marcos Juárez,-33.014323,-61.922565,26.1,,,,,"(-61.922565, -33.014323)"
Marcos Juárez,-33.014323,-61.922565,14.5,,,,,"(-61.922565, -33.014323)"
Marcos Juárez,-33.014323,-61.922565,6.2,,,,,"(-61.922565, -33.014323)"
Marcos Juárez,-33.014323,-61.922565,3.9,,,,,"(-61.922565, -33.014323)"
Marcos Juárez,-33.014323,-61.922565,0.2,,,,,"(-61.922565, -33.014323)"
Marcos Juárez,-33.049972,-61.840183,22.4,,,,,"(-61.840183, -33.049972)"
Marcos Juárez,-33.049972,-61.840183,16.3,,,,,"(-61.840183, -33.049972)"
Marcos Juárez,-33.049972,-61.840183,4.6,,,,,"(-61.840183, -33.049972)"
Marcos Juárez,-33.049972,-61.840183,1.8,,,,,"(-61.840183, -33.049972)"
Marcos Juárez,-33.049972,-61.840183,1.1,,,,,"(-61.840183, -33.049972)"
Marcos Juárez,-33.072825,-61.870225,19.3,,,,,"(-61.870225, -33.072825)"
Marcos Juárez,-33.072825,-61.870225,17.4,,,,,"(-61.870225, -33.072825)"
Marcos Juárez,-33.072825,-61.870225,9.4,,,,,"(-61.870225, -33.072825)"
Marcos Juárez,-33.072825,-61.870225,8.1,,,,,"(-61.870225, -33.072825)"
Marcos Juárez,-33.072825,-61.870225,0.6,,,,,"(-61.870225, -33.072825)"
Marcos Juárez,-33.039037,-61.983806,22.5,,,,,"(-61.983806, -33.039037)"
Marcos Juárez,-33.039037,-61.983806,16.7,,,,,"(-61.983806, -33.039037)"
Marcos Juárez,-33.039037,-61.983806,7.0,,,,,"(-61.983806, -33.039037)"
Marcos Juárez,-33.039037,-61.983806,2.7,,,,,"(-61.983806, -33.039037)"
Marcos Juárez,-33.039037,-61.983806,2.0,,,,,"(-61.983806, -33.039037)"
Marcos Juárez,-33.039037,-61.983806,1.6,,,,,"(-61.983806, -33.039037)"
Marcos Juárez,-33.119219,-61.942918,31.5,,,,,"(-61.942918, -33.119219)"
Marcos Juárez,-33.119219,-61.942918,13.9,,,,,"(-61.942918, -33.119219)"
Marcos Juárez,-33.119219,-61.942918,2.8,,,,,"(-61.942918, -33.119219)"
Marcos Juárez,-33.119219,-61.942918,1.8,,,,,"(-61.942918, -33.119219)"
Caseros,-33.053552,-61.764773,11.3,,,,,"(-61.764773, -33.053552)"
Caseros,-33.053552,-61.764773,9.6,,,,,"(-61.764773, -33.053552)"
Caseros,-33.053552,-61.764773,4.2,,,,,"(-61.764773, -33.053552)"
Caseros,-33.053552,-61.764773,12.7,,,,,"(-61.764773, -33.053552)"
Caseros,-33.053552,-61.764773,6.7,,,,,"(-61.764773, -33.053552)"
Caseros,-33.053552,-61.764773,6.2,,,,,"(-61.764773, -33.053552)"
Caseros,-33.053552,-61.764773,4.8,,,,,"(-61.764773, -33.053552)"
Caseros,-33.069626,-61.754652,14.3,,,,,"(-61.754652, -33.069626)"
Caseros,-33.069626,-61.754652,4.4,,,,,"(-61.754652, -33.069626)"
Caseros,-33.069626,-61.754652,1.3,,,,,"(-61.754652, -33.069626)"
Caseros,-33.069626,-61.754652,0.9,,,,,"(-61.754652, -33.069626)"
Caseros,-33.069626,-61.754652,0.2,,,,,"(-61.754652, -33.069626)"
Caseros,-33.109799,-61.888819,13.0,,,,,"(-61.888819, -33.109799)"
Caseros,-33.109799,-61.888819,15.7,,,,,"(-61.888819, -33.109799)"
Caseros,-33.109799,-61.888819,10.1,,,,,"(-61.888819, -33.109799)"
Caseros,-33.109799,-61.888819,7.7,,,,,"(-61.888819, -33.109799)"
Caseros,-33.109799,-61.888819,1.6,,,,,"(-61.888819, -33.109799)"
Caseros,-33.109799,-61.888819,0.6,,,,,"(-61.888819, -33.109799)"
Caseros,-33.134119,-61.786502,13.9,,,,,"(-61.786502, -33.134119)"
Caseros,-33.134119,-61.786502,11.8,,,,,"(-61.786502, -33.134119)"
Caseros,-33.134119,-61.786502,7.8,,,,,"(-61.786502, -33.134119)"
Caseros,-33.134119,-61.786502,3.2,,,,,"(-61.786502, -33.134119)"
Caseros,-33.134119,-61.786502,1.9,,,,,"(-61.786502, -33.134119)"
Iriondo,-33.035146,-61.575691,14.9,,,,,"(-61.575691, -33.035146)"
Iriondo,-33.035146,-61.575691,13.6,,,,,"(-61.575691, -33.035146)"
Iriondo,-33.035146,-61.575691,6.7,,,,,"(-61.575691, -33.035146)"
Iriondo,-33.035146,-61.575691,4.0,,,,,"(-61.575691, -33.035146)"
Iriondo,-33.035146,-61.575691,1.4,,,,,"(-61.575691, -33.035146)"
Iriondo,-33.035146,-61.575691,1.0,,,,,"(-61.575691, -33.035146)"
San Antonio de Areco,-34.291656,-59.655537,20.8,5.7,27.0,63.0,10.0,"(-59.655537, -34.291656)"
San Antonio de Areco,-34.291656,-59.655537,18.1,5.8,29.0,61.0,11.0,"(-59.655537, -34.291656)"
San Antonio de Areco,-34.291656,-59.655537,12.5,6.3,32.0,57.0,11.0,"(-59.655537, -34.291656)"
San Antonio de Areco,-34.291656,-59.655537,7.5,6.4,50.0,43.0,8.0,"(-59.655537, -34.291656)"
San Antonio de Areco,-34.291656,-59.655537,4.4,6.8,40.0,53.0,7.0,"(-59.655537, -34.291656)"
San Antonio de Areco,-34.291656,-59.655537,3.4,7.0,37.0,56.0,7.0,"(-59.655537, -34.291656)"
Iriondo,-33.04045,-61.578265,16.3,,,,,"(-61.578265, -33.04045)"
Iriondo,-33.04045,-61.578265,7.5,,,,,"(-61.578265, -33.04045)"
Iriondo,-33.04045,-61.578265,6.5,,,,,"(-61.578265, -33.04045)"
Iriondo,-33.04045,-61.578265,3.8,,,,,"(-61.578265, -33.04045)"
Iriondo,-33.04045,-61.578265,1.6,,,,,"(-61.578265, -33.04045)"
Iriondo,-33.04045,-61.578265,1.1,,,,,"(-61.578265, -33.04045)"
Iriondo,-33.050896,-61.576298,16.2,,,,,"(-61.576298, -33.050896)"
Iriondo,-33.050896,-61.576298,10.4,,,,,"(-61.576298, -33.050896)"
Iriondo,-33.050896,-61.576298,3.7,,,,,"(-61.576298, -33.050896)"
Iriondo,-33.050896,-61.576298,1.3,,,,,"(-61.576298, -33.050896)"
Iriondo,-33.050896,-61.576298,1.0,,,,,"(-61.576298, -33.050896)"
Iriondo,-33.04304,-61.577821,16.7,,,,,"(-61.577821, -33.04304)"
Iriondo,-33.04304,-61.577821,9.6,,,,,"(-61.577821, -33.04304)"
Iriondo,-33.04304,-61.577821,6.8,,,,,"(-61.577821, -33.04304)"
Iriondo,-33.04304,-61.577821,5.2,,,,,"(-61.577821, -33.04304)"
Iriondo,-33.04304,-61.577821,1.8,,,,,"(-61.577821, -33.04304)"
Iriondo,-33.04304,-61.577821,1.5,,,,,"(-61.577821, -33.04304)"
Caseros,-33.074516,-61.585864,6.2,,,,,"(-61.585864, -33.074516)"
Caseros,-33.074516,-61.585864,7.4,,,,,"(-61.585864, -33.074516)"
Caseros,-33.074516,-61.585864,1.9,,,,,"(-61.585864, -33.074516)"
Caseros,-33.074516,-61.585864,0.4,,,,,"(-61.585864, -33.074516)"
Caseros,-33.074516,-61.585864,0.6,,,,,"(-61.585864, -33.074516)"
Caseros,-33.158283,-61.55044,11.4,,,,,"(-61.55044, -33.158283)"
Caseros,-33.158283,-61.55044,6.9,,,,,"(-61.55044, -33.158283)"
Caseros,-33.158283,-61.55044,4.7,,,,,"(-61.55044, -33.158283)"
Caseros,-33.158283,-61.55044,2.2,,,,,"(-61.55044, -33.158283)"
Caseros,-33.158283,-61.55044,1.8,,,,,"(-61.55044, -33.158283)"
Caseros,-33.158283,-61.55044,0.5,,,,,"(-61.55044, -33.158283)"
Caseros,-33.158283,-61.55044,0.5,,,,,"(-61.55044, -33.158283)"
Caseros,-33.158276,-61.591809,13.3,,,,,"(-61.591809, -33.158276)"
Caseros,-33.158276,-61.591809,8.7,,,,,"(-61.591809, -33.158276)"
Caseros,-33.158276,-61.591809,14.1,,,,,"(-61.591809, -33.158276)"
Caseros,-33.158276,-61.591809,8.5,,,,,"(-61.591809, -33.158276)"
Caseros,-33.158276,-61.591809,5.8,,,,,"(-61.591809, -33.158276)"
Caseros,-33.158276,-61.591809,5.3,,,,,"(-61.591809, -33.158276)"
Caseros,-33.158276,-61.591809,3.0,,,,,"(-61.591809, -33.158276)"
Caseros,-33.158276,-61.591809,1.0,,,,,"(-61.591809, -33.158276)"
Caseros,-33.158276,-61.591809,1.3,,,,,"(-61.591809, -33.158276)"
San Antonio de Areco,-34.313772,-59.607243,20.9,7.2,30.0,61.0,9.0,"(-59.607243, -34.313772)"
San Antonio de Areco,-34.313772,-59.607243,12.8,8.7,34.0,58.0,8.0,"(-59.607243, -34.313772)"
San Antonio de Areco,-34.313772,-59.607243,5.0,9.5,54.0,40.0,7.0,"(-59.607243, -34.313772)"
San Antonio de Areco,-34.313772,-59.607243,2.2,9.3,26.0,63.0,11.0,"(-59.607243, -34.313772)"
San Antonio de Areco,-34.313772,-59.607243,1.2,8.3,24.0,67.0,10.0,"(-59.607243, -34.313772)"
San Antonio de Areco,-34.313772,-59.607243,1.2,8.2,28.0,66.0,6.0,"(-59.607243, -34.313772)"
Caseros,-33.158468,-61.660545,16.8,,,,,"(-61.660545, -33.158468)"
Caseros,-33.158468,-61.660545,12.6,,,,,"(-61.660545, -33.158468)"
Caseros,-33.158468,-61.660545,2.9,,,,,"(-61.660545, -33.158468)"
Caseros,-33.158468,-61.660545,1.9,,,,,"(-61.660545, -33.158468)"
Caseros,-33.158468,-61.660545,1.3,,,,,"(-61.660545, -33.158468)"
Caseros,-33.158468,-61.660545,1.4,,,,,"(-61.660545, -33.158468)"
Caseros,-33.132368,-61.744662,17.6,,,,,"(-61.744662, -33.132368)"
Caseros,-33.132368,-61.744662,12.6,,,,,"(-61.744662, -33.132368)"
Caseros,-33.132368,-61.744662,5.0,,,,,"(-61.744662, -33.132368)"
Caseros,-33.132368,-61.744662,3.3,,,,,"(-61.744662, -33.132368)"
Caseros,-33.132368,-61.744662,1.9,,,,,"(-61.744662, -33.132368)"
Caseros,-33.132368,-61.744662,1.0,,,,,"(-61.744662, -33.132368)"
Iriondo,-33.055189,-61.593397,19.5,,,,,"(-61.593397, -33.055189)"
Iriondo,-33.055189,-61.593397,7.6,,,,,"(-61.593397, -33.055189)"
Iriondo,-33.055189,-61.593397,3.3,,,,,"(-61.593397, -33.055189)"
Iriondo,-33.055189,-61.593397,1.3,,,,,"(-61.593397, -33.055189)"
Iriondo,-33.055189,-61.593397,1.3,,,,,"(-61.593397, -33.055189)"
Belgrano,-33.048472,-61.718459,16.8,,,,,"(-61.718459, -33.048472)"
Belgrano,-33.048472,-61.718459,11.1,,,,,"(-61.718459, -33.048472)"
Belgrano,-33.048472,-61.718459,7.6,,,,,"(-61.718459, -33.048472)"
Belgrano,-33.048472,-61.718459,5.3,,,,,"(-61.718459, -33.048472)"
Belgrano,-33.048472,-61.718459,3.9,,,,,"(-61.718459, -33.048472)"
Belgrano,-33.048472,-61.718459,1.1,,,,,"(-61.718459, -33.048472)"
Belgrano,-33.048472,-61.718459,1.4,,,,,"(-61.718459, -33.048472)"
Caseros,-33.274453,-61.531087,18.0,,,,,"(-61.531087, -33.274453)"
Caseros,-33.274453,-61.531087,10.4,,,,,"(-61.531087, -33.274453)"
Caseros,-33.274453,-61.531087,8.6,,,,,"(-61.531087, -33.274453)"
Caseros,-33.274453,-61.531087,8.1,,,,,"(-61.531087, -33.274453)"
Caseros,-33.274453,-61.531087,6.0,,,,,"(-61.531087, -33.274453)"
Caseros,-33.274453,-61.531087,4.2,,,,,"(-61.531087, -33.274453)"
Caseros,-33.274453,-61.531087,2.3,,,,,"(-61.531087, -33.274453)"
Caseros,-33.274453,-61.531087,2.1,,,,,"(-61.531087, -33.274453)"
