departamento_nombre,latitude,longitude,organic_carbon,ph,clay,silt,sand,coords
Lago Argentino,-49.66600037,-72.81749725,9.7,7.2,20.0,7.0,73.0,"(-72.81749725, -49.66600037)"
Lago Argentino,-49.66600037,-72.81749725,11.9,7.3,53.0,5.0,42.0,"(-72.81749725, -49.66600037)"
Lago Argentino,-49.66600037,-72.81749725,14.0,7.8,54.0,5.0,41.0,"(-72.81749725, -49.66600037)"
Lago Argentino,-49.66600037,-72.81749725,6.8,8.1,39.0,7.0,54.0,"(-72.81749725, -49.66600037)"
Jáchal,-30.76000023,-68.76000214,5.0,8.6,15.0,31.0,54.0,"(-68.76000214, -30.76000023)"
El Cuy,-39.08000183,-67.52999878,2.0,7.9,17.0,27.0,56.0,"(-67.52999878, -39.08000183)"
El Cuy,-39.08000183,-67.52999878,2.0,7.7,15.0,20.0,65.0,"(-67.52999878, -39.08000183)"
El Cuy,-39.08000183,-67.52999878,3.0,7.8,12.0,21.0,67.0,"(-67.52999878, -39.08000183)"
El Cuy,-39.08000183,-67.52999878,4.0,7.7,11.0,20.0,69.0,"(-67.52999878, -39.08000183)"
Figueroa,-27.29999924,-63.51660156,22.1,7.3,25.0,45.0,30.0,"(-63.51660156, -27.29999924)"
Figueroa,-27.29999924,-63.51660156,8.3,7.9,45.0,33.0,22.0,"(-63.51660156, -27.29999924)"
Figueroa,-27.29999924,-63.51660156,4.3,7.4,61.0,31.0,8.0,"(-63.51660156, -27.29999924)"
Figueroa,-27.71665955,-63.5,20.5,7.9,11.0,63.0,26.0,"(-63.5, -27.71665955)"
Figueroa,-27.71665955,-63.5,3.6,8.2,9.0,65.0,26.0,"(-63.5, -27.71665955)"
Figueroa,-27.71665955,-63.5,2.0,7.9,8.0,34.0,54.0,"(-63.5, -27.71665955)"
Patagones,-39.97999954,-63.24000168,5.6,7.6,14.0,21.0,65.0,"(-63.24000168, -39.97999954)"
Patagones,-39.97999954,-63.24000168,2.3,8.5,20.0,20.0,60.0,"(-63.24000168, -39.97999954)"
Patagones,-39.97999954,-63.24000168,2.6,8.3,16.0,14.0,70.0,"(-63.24000168, -39.97999954)"
Alberdi,-26.75,-62.83330154,15.0,7.1,14.0,48.0,38.0,"(-62.83330154, -26.75)"
Alberdi,-26.75,-62.83330154,9.9,7.3,29.0,51.0,20.0,"(-62.83330154, -26.75)"
Alberdi,-26.75,-62.83330154,5.3,7.4,2.0,35.0,63.0,"(-62.83330154, -26.75)"
Tres Arroyos,-38.68999863,-59.86999893,12.9,6.3,23.0,25.0,52.0,"(-59.86999893, -38.68999863)"
Tres Arroyos,-38.68999863,-59.86999893,3.9,6.4,19.0,24.0,57.0,"(-59.86999893, -38.68999863)"
Tres Arroyos,-38.68999863,-59.86999893,1.7,6.7,12.0,24.0,64.0,"(-59.86999893, -38.68999863)"
Tres Arroyos,-38.68999863,-59.86999893,0.4,8.1,10.0,21.0,69.0,"(-59.86999893, -38.68999863)"
Dolores,-36.43360138,-57.42829895,106.7,6.5,51.0,36.0,13.0,"(-57.42829895, -36.43360138)"
Dolores,-36.43360138,-57.42829895,31.0,7.7,55.0,33.0,12.0,"(-57.42829895, -36.43360138)"
Dolores,-36.43360138,-57.42829895,17.0,8.6,43.0,38.0,19.0,"(-57.42829895, -36.43360138)"
Dolores,-36.43360138,-57.42829895,4.8,8.8,32.0,39.0,29.0,"(-57.42829895, -36.43360138)"
Dolores,-36.43360138,-57.42829895,4.0,8.9,43.0,47.0,10.0,"(-57.42829895, -36.43360138)"
Rojas,-34.22638889,-60.82222222,20.3,6.0,24.0,59.0,17.0,"(-60.82222222, -34.22638889)"
Rojas,-34.22638889,-60.82222222,10.5,6.1,27.0,57.0,16.0,"(-60.82222222, -34.22638889)"
Rojas,-34.22638889,-60.82222222,6.0,6.3,35.0,48.0,17.0,"(-60.82222222, -34.22638889)"
Rojas,-34.22638889,-60.82222222,4.5,6.4,31.0,49.0,20.0,"(-60.82222222, -34.22638889)"
Rojas,-34.22638889,-60.82222222,2.8,6.4,21.0,52.0,27.0,"(-60.82222222, -34.22638889)"
Rojas,-34.22638889,-60.82222222,1.1,6.5,12.0,60.0,28.0,"(-60.82222222, -34.22638889)"
Pergamino,-33.75416667,-60.80833333,12.9,6.0,38.0,56.0,6.0,"(-60.80833333, -33.75416667)"
Pergamino,-33.75416667,-60.80833333,6.9,6.4,33.0,62.0,5.0,"(-60.80833333, -33.75416667)"
Pergamino,-33.75416667,-60.80833333,4.6,6.7,52.0,45.0,3.0,"(-60.80833333, -33.75416667)"
Pergamino,-33.75416667,-60.80833333,2.7,6.9,48.0,47.0,5.0,"(-60.80833333, -33.75416667)"
Pergamino,-33.75416667,-60.80833333,2.2,7.8,41.0,53.0,6.0,"(-60.80833333, -33.75416667)"
Pergamino,-33.75416667,-60.80833333,2.2,8.2,30.0,58.0,12.0,"(-60.80833333, -33.75416667)"
Alberti,-34.89666667,-60.425,23.0,7.1,21.0,36.0,43.0,"(-60.425, -34.89666667)"
Alberti,-34.89666667,-60.425,6.4,7.2,23.0,38.0,39.0,"(-60.425, -34.89666667)"
Alberti,-34.89666667,-60.425,3.2,7.4,22.0,33.0,45.0,"(-60.425, -34.89666667)"
Alberti,-34.89666667,-60.425,1.6,7.5,21.0,32.0,47.0,"(-60.425, -34.89666667)"
Alberti,-34.89666667,-60.425,1.6,7.6,18.0,33.0,49.0,"(-60.425, -34.89666667)"
Pergamino,-33.89583333,-60.33611111,19.8,5.4,26.0,66.0,8.0,"(-60.33611111, -33.89583333)"
Pergamino,-33.89583333,-60.33611111,16.2,5.5,26.0,67.0,7.0,"(-60.33611111, -33.89583333)"
Pergamino,-33.89583333,-60.33611111,11.1,5.5,32.0,60.0,8.0,"(-60.33611111, -33.89583333)"
Pergamino,-33.89583333,-60.33611111,7.0,6.0,43.0,51.0,6.0,"(-60.33611111, -33.89583333)"
Pergamino,-33.89583333,-60.33611111,3.5,6.5,37.0,56.0,7.0,"(-60.33611111, -33.89583333)"
Pergamino,-33.89583333,-60.33611111,1.0,6.5,31.0,61.0,8.0,"(-60.33611111, -33.89583333)"
Ramallo,-33.68055556,-60.05277778,24.8,5.9,29.0,66.0,5.0,"(-60.05277778, -33.68055556)"
Ramallo,-33.68055556,-60.05277778,17.0,6.3,32.0,64.0,4.0,"(-60.05277778, -33.68055556)"
Ramallo,-33.68055556,-60.05277778,9.9,6.4,34.0,61.0,5.0,"(-60.05277778, -33.68055556)"
Ramallo,-33.68055556,-60.05277778,7.6,6.9,57.0,40.0,3.0,"(-60.05277778, -33.68055556)"
Ramallo,-33.68055556,-60.05277778,2.1,7.4,39.0,57.0,4.0,"(-60.05277778, -33.68055556)"
Ramallo,-33.68055556,-60.05277778,0.8,8.3,26.0,66.0,8.0,"(-60.05277778, -33.68055556)"
Baradero,-33.96944444,-59.53194444,21.5,5.8,26.0,60.0,14.0,"(-59.53194444, -33.96944444)"
Baradero,-33.96944444,-59.53194444,19.6,6.0,28.0,56.0,16.0,"(-59.53194444, -33.96944444)"
Baradero,-33.96944444,-59.53194444,10.7,6.2,58.0,36.0,6.0,"(-59.53194444, -33.96944444)"
Baradero,-33.96944444,-59.53194444,2.3,7.1,40.0,49.0,11.0,"(-59.53194444, -33.96944444)"
Baradero,-33.96944444,-59.53194444,1.6,8.1,29.0,56.0,15.0,"(-59.53194444, -33.96944444)"
Baradero,-33.96944444,-59.53194444,1.0,7.9,28.0,58.0,14.0,"(-59.53194444, -33.96944444)"
Capitán Sarmiento,-34.07833333,-59.78472222,20.2,6.1,24.0,63.0,13.0,"(-59.78472222, -34.07833333)"
Capitán Sarmiento,-34.07833333,-59.78472222,12.9,6.3,31.0,55.0,14.0,"(-59.78472222, -34.07833333)"
Capitán Sarmiento,-34.07833333,-59.78472222,7.0,6.9,48.0,42.0,10.0,"(-59.78472222, -34.07833333)"
Capitán Sarmiento,-34.07833333,-59.78472222,3.9,7.2,38.0,50.0,12.0,"(-59.78472222, -34.07833333)"
Capitán Sarmiento,-34.07833333,-59.78472222,2.7,7.3,30.0,56.0,14.0,"(-59.78472222, -34.07833333)"
Capitán Sarmiento,-34.07833333,-59.78472222,1.8,8.5,,,,"(-59.78472222, -34.07833333)"
Pergamino,-34.10277778,-60.41666667,22.6,6.2,21.0,64.0,15.0,"(-60.41666667, -34.10277778)"
Pergamino,-34.10277778,-60.41666667,19.2,6.2,25.0,63.0,12.0,"(-60.41666667, -34.10277778)"
Pergamino,-34.10277778,-60.41666667,9.2,6.5,27.0,58.0,15.0,"(-60.41666667, -34.10277778)"
Pergamino,-34.10277778,-60.41666667,5.4,6.6,32.0,53.0,15.0,"(-60.41666667, -34.10277778)"
Pergamino,-34.10277778,-60.41666667,5.1,6.7,40.0,48.0,12.0,"(-60.41666667, -34.10277778)"
Pergamino,-34.10277778,-60.41666667,2.4,6.9,26.0,54.0,20.0,"(-60.41666667, -34.10277778)"
Pergamino,-33.86388889,-60.66805556,16.9,5.9,23.0,65.0,12.0,"(-60.66805556, -33.86388889)"
Pergamino,-33.86388889,-60.66805556,14.8,6.1,23.0,65.0,12.0,"(-60.66805556, -33.86388889)"
Pergamino,-33.86388889,-60.66805556,8.7,6.2,30.0,57.0,13.0,"(-60.66805556, -33.86388889)"
Pergamino,-33.86388889,-60.66805556,6.4,6.3,44.0,48.0,8.0,"(-60.66805556, -33.86388889)"
Pergamino,-33.86388889,-60.66805556,2.4,6.4,17.0,66.0,17.0,"(-60.66805556, -33.86388889)"
Pergamino,-33.86388889,-60.66805556,1.5,7.3,7.0,70.0,23.0,"(-60.66805556, -33.86388889)"
Pergamino,-33.95138889,-60.55416667,16.0,6.2,22.0,62.0,16.0,"(-60.55416667, -33.95138889)"
Pergamino,-33.95138889,-60.55416667,7.2,6.8,20.0,63.0,17.0,"(-60.55416667, -33.95138889)"
Pergamino,-33.95138889,-60.55416667,5.0,7.3,33.0,53.0,14.0,"(-60.55416667, -33.95138889)"
Pergamino,-33.95138889,-60.55416667,2.7,8.0,35.0,48.0,17.0,"(-60.55416667, -33.95138889)"
Pergamino,-33.95138889,-60.55416667,1.0,8.8,21.0,64.0,15.0,"(-60.55416667, -33.95138889)"
Pergamino,-33.95138889,-60.55416667,1.0,8.5,20.0,59.0,21.0,"(-60.55416667, -33.95138889)"
Navarro,-34.97555556,-59.12527778,27.5,5.2,22.0,64.0,14.0,"(-59.12527778, -34.97555556)"
Navarro,-34.97555556,-59.12527778,7.7,6.2,17.0,65.0,18.0,"(-59.12527778, -34.97555556)"
Navarro,-34.97555556,-59.12527778,4.6,7.3,,,,"(-59.12527778, -34.97555556)"
Navarro,-34.97555556,-59.12527778,2.6,7.7,43.0,43.0,14.0,"(-59.12527778, -34.97555556)"
Navarro,-34.97555556,-59.12527778,2.4,7.3,27.0,59.0,14.0,"(-59.12527778, -34.97555556)"
Pergamino,-33.63472222,-60.45833333,7.5,9.5,25.0,63.0,12.0,"(-60.45833333, -33.63472222)"
Pergamino,-33.63472222,-60.45833333,3.3,9.4,59.0,34.0,7.0,"(-60.45833333, -33.63472222)"
Pergamino,-33.63472222,-60.45833333,2.3,9.1,36.0,54.0,10.0,"(-60.45833333, -33.63472222)"
Pergamino,-33.79305556,-60.28333333,9.4,9.1,18.0,75.0,7.0,"(-60.28333333, -33.79305556)"
Pergamino,-33.79305556,-60.28333333,6.8,9.9,27.0,67.0,6.0,"(-60.28333333, -33.79305556)"
Pergamino,-33.79305556,-60.28333333,5.4,9.8,44.0,53.0,3.0,"(-60.28333333, -33.79305556)"
Pergamino,-33.79305556,-60.28333333,3.2,9.5,36.0,59.0,5.0,"(-60.28333333, -33.79305556)"
Pergamino,-33.79305556,-60.28333333,1.8,9.0,20.0,73.0,7.0,"(-60.28333333, -33.79305556)"
Pergamino,-33.79305556,-60.28333333,1.2,8.6,16.0,79.0,5.0,"(-60.28333333, -33.79305556)"
Rosario,-33.26944444,-60.85,17.5,5.6,24.0,70.0,6.0,"(-60.85, -33.26944444)"
Rosario,-33.26944444,-60.85,13.0,6.6,24.0,68.0,8.0,"(-60.85, -33.26944444)"
Rosario,-33.26944444,-60.85,4.0,8.5,49.0,47.0,4.0,"(-60.85, -33.26944444)"
Rosario,-33.26944444,-60.85,1.7,8.7,34.0,61.0,5.0,"(-60.85, -33.26944444)"
Rosario,-33.26944444,-60.85,1.1,8.4,28.0,67.0,5.0,"(-60.85, -33.26944444)"
Rosario,-33.26944444,-60.85,0.9,8.0,23.0,71.0,6.0,"(-60.85, -33.26944444)"
Pergamino,-33.55833333,-60.81666667,15.0,6.2,19.0,73.0,8.0,"(-60.81666667, -33.55833333)"
Pergamino,-33.55833333,-60.81666667,11.1,7.5,15.0,79.0,6.0,"(-60.81666667, -33.55833333)"
Pergamino,-33.55833333,-60.81666667,7.1,8.6,41.0,54.0,5.0,"(-60.81666667, -33.55833333)"
Pergamino,-33.55833333,-60.81666667,2.5,9.2,21.0,74.0,5.0,"(-60.81666667, -33.55833333)"
Pergamino,-33.55833333,-60.81666667,1.0,8.6,17.0,74.0,9.0,"(-60.81666667, -33.55833333)"
Pergamino,-33.55833333,-60.81666667,1.0,8.3,15.0,77.0,8.0,"(-60.81666667, -33.55833333)"
Concordia,-31.5,-58.16666667,20.0,6.0,23.0,37.0,40.0,"(-58.16666667, -31.5)"
Concordia,-31.5,-58.16666667,17.0,6.2,24.0,35.0,41.0,"(-58.16666667, -31.5)"
Concordia,-31.5,-58.16666667,10.0,6.4,44.0,25.0,31.0,"(-58.16666667, -31.5)"
Concordia,-31.5,-58.16666667,6.0,7.2,44.0,26.0,30.0,"(-58.16666667, -31.5)"
Concordia,-31.5,-58.16666667,5.0,8.0,41.0,28.0,31.0,"(-58.16666667, -31.5)"
Concordia,-31.5,-58.16666667,1.0,7.8,37.0,32.0,31.0,"(-58.16666667, -31.5)"
Utracán,-37.28333333,-65.45,4.0,8.1,6.0,16.0,78.0,"(-65.45, -37.28333333)"
Utracán,-37.28333333,-65.45,3.0,8.2,6.0,15.0,79.0,"(-65.45, -37.28333333)"
Loventué,-36.7,-65.28333333,3.6,8.0,6.0,12.0,82.0,"(-65.28333333, -36.7)"
Loventué,-36.7,-65.28333333,3.1,8.3,5.0,11.0,84.0,"(-65.28333333, -36.7)"
Loventué,-36.7,-65.28333333,2.5,8.5,5.0,11.0,84.0,"(-65.28333333, -36.7)"
Utracán,-37.05,-65.16666667,3.4,7.1,8.0,19.0,73.0,"(-65.16666667, -37.05)"
Utracán,-37.05,-65.16666667,1.1,7.3,4.0,7.0,89.0,"(-65.16666667, -37.05)"
Avellaneda,-39.31666667,-66.26666667,,7.5,3.0,2.0,95.0,"(-66.26666667, -39.31666667)"
Caleu Caleu,-38.78333333,-63.76666667,15.7,8.2,20.0,29.0,51.0,"(-63.76666667, -38.78333333)"
Caleu Caleu,-38.78333333,-63.76666667,10.4,8.2,20.0,27.0,53.0,"(-63.76666667, -38.78333333)"
Caleu Caleu,-38.78333333,-63.76666667,8.7,8.3,,,,"(-63.76666667, -38.78333333)"
Rancul,-35.26666667,-64.86666667,15.0,6.7,20.0,37.0,43.0,"(-64.86666667, -35.26666667)"
Rancul,-35.26666667,-64.86666667,6.0,7.5,18.0,35.0,47.0,"(-64.86666667, -35.26666667)"
Rancul,-35.26666667,-64.86666667,4.4,7.7,15.0,35.0,50.0,"(-64.86666667, -35.26666667)"
Rancul,-35.26666667,-64.86666667,3.5,8.4,15.0,35.0,50.0,"(-64.86666667, -35.26666667)"
Rancul,-35.76666667,-64.85,10.4,7.0,13.0,25.0,62.0,"(-64.85, -35.76666667)"
Rancul,-35.76666667,-64.85,6.7,7.4,12.0,24.0,64.0,"(-64.85, -35.76666667)"
Rancul,-35.76666667,-64.85,4.2,8.3,12.0,23.0,65.0,"(-64.85, -35.76666667)"
Trenel,-35.46666667,-64.18333333,11.2,6.6,15.0,30.0,55.0,"(-64.18333333, -35.46666667)"
Trenel,-35.46666667,-64.18333333,7.5,7.4,19.0,26.0,55.0,"(-64.18333333, -35.46666667)"
Trenel,-35.46666667,-64.18333333,4.7,7.6,17.0,26.0,57.0,"(-64.18333333, -35.46666667)"
Trenel,-35.8,-64.16666667,10.5,7.0,13.0,29.0,58.0,"(-64.16666667, -35.8)"
Trenel,-35.8,-64.16666667,7.5,7.0,14.0,29.0,57.0,"(-64.16666667, -35.8)"
Trenel,-35.8,-64.16666667,4.5,7.5,12.0,27.0,61.0,"(-64.16666667, -35.8)"
Rancul,-35.7,-65.1,13.1,6.7,11.0,40.0,49.0,"(-65.1, -35.7)"
Rancul,-35.7,-65.1,5.0,7.1,12.0,21.0,67.0,"(-65.1, -35.7)"
Rancul,-35.7,-65.1,4.8,7.3,11.0,23.0,66.0,"(-65.1, -35.7)"
Rancul,-35.7,-65.1,2.9,7.4,10.0,23.0,67.0,"(-65.1, -35.7)"
Hucal,-38.05,-63.51666667,13.0,,20.0,25.0,55.0,"(-63.51666667, -38.05)"
Hucal,-38.05,-63.51666667,11.8,,16.0,30.0,54.0,"(-63.51666667, -38.05)"
Hucal,-38.05,-63.51666667,10.9,,17.0,33.0,50.0,"(-63.51666667, -38.05)"
Balcarce,-37.85,-58.26666667,26.4,8.4,19.0,34.0,47.0,"(-58.26666667, -37.85)"
Balcarce,-37.85,-58.26666667,32.1,8.1,25.0,40.0,35.0,"(-58.26666667, -37.85)"
Chapaleufú,-35.18333333,-63.81666667,16.8,6.4,11.0,21.0,68.0,"(-63.81666667, -35.18333333)"
Chapaleufú,-35.18333333,-63.81666667,8.4,6.8,11.0,17.0,72.0,"(-63.81666667, -35.18333333)"
Chapaleufú,-35.18333333,-63.81666667,2.6,7.5,10.0,15.0,75.0,"(-63.81666667, -35.18333333)"
Chapaleufú,-35.18333333,-63.81666667,0.8,8.9,8.0,14.0,78.0,"(-63.81666667, -35.18333333)"
Baradero,-33.96666667,-59.37638889,19.5,6.6,26.0,57.0,17.0,"(-59.37638889, -33.96666667)"
Baradero,-33.96666667,-59.37638889,15.3,5.9,35.0,50.0,15.0,"(-59.37638889, -33.96666667)"
Baradero,-33.96666667,-59.37638889,8.7,6.2,51.0,39.0,10.0,"(-59.37638889, -33.96666667)"
Baradero,-33.96666667,-59.37638889,6.7,5.7,49.0,40.0,11.0,"(-59.37638889, -33.96666667)"
Baradero,-33.96666667,-59.37638889,3.7,7.2,35.0,52.0,13.0,"(-59.37638889, -33.96666667)"
Baradero,-33.96666667,-59.37638889,2.5,8.3,,,,"(-59.37638889, -33.96666667)"
Balcarce,-37.85,-58.26666667,32.8,6.7,21.0,40.0,39.0,"(-58.26666667, -37.85)"
Balcarce,-37.85,-58.26666667,14.7,6.7,22.0,36.0,42.0,"(-58.26666667, -37.85)"
Balcarce,-37.85,-58.26666667,6.2,7.0,38.0,33.0,29.0,"(-58.26666667, -37.85)"
Balcarce,-37.85,-58.26666667,3.4,7.2,28.0,43.0,29.0,"(-58.26666667, -37.85)"
Balcarce,-37.85,-58.26666667,0.9,7.5,23.0,38.0,39.0,"(-58.26666667, -37.85)"
Balcarce,-37.85,-58.26666667,0.4,7.5,16.0,37.0,47.0,"(-58.26666667, -37.85)"
Balcarce,-37.85,-58.26666667,35.3,7.0,20.0,54.0,26.0,"(-58.26666667, -37.85)"
Balcarce,-37.85,-58.26666667,32.2,7.1,23.0,43.0,34.0,"(-58.26666667, -37.85)"
Balcarce,-37.85,-58.26666667,22.1,7.3,30.0,34.0,36.0,"(-58.26666667, -37.85)"
Balcarce,-37.85,-58.26666667,9.9,7.5,40.0,35.0,25.0,"(-58.26666667, -37.85)"
San Vicente,-35.0,-58.45,25.0,6.1,20.0,57.0,23.0,"(-58.45, -35.0)"
San Vicente,-35.0,-58.45,19.2,5.8,20.0,58.0,22.0,"(-58.45, -35.0)"
San Vicente,-35.0,-58.45,4.5,6.2,15.0,63.0,22.0,"(-58.45, -35.0)"
San Vicente,-35.0,-58.45,4.3,6.7,40.0,46.0,14.0,"(-58.45, -35.0)"
San Vicente,-35.0,-58.45,1.4,7.3,43.0,45.0,12.0,"(-58.45, -35.0)"
San Vicente,-35.0,-58.45,1.2,7.4,38.0,53.0,9.0,"(-58.45, -35.0)"
Lihuel Calel,-38.6,-64.88333333,5.8,8.5,7.0,15.0,78.0,"(-64.88333333, -38.6)"
Chalileo,-36.33333333,-66.03333333,2.0,8.0,6.0,14.0,80.0,"(-66.03333333, -36.33333333)"
Chalileo,-36.33333333,-66.03333333,2.0,8.3,6.0,15.0,79.0,"(-66.03333333, -36.33333333)"
Chalileo,-36.33333333,-66.03333333,1.6,8.3,6.0,16.0,78.0,"(-66.03333333, -36.33333333)"
Lihuel Calel,-38.61666667,-65.15,4.3,7.4,7.0,13.0,80.0,"(-65.15, -38.61666667)"
Lihuel Calel,-38.61666667,-65.15,2.5,8.1,9.0,13.0,78.0,"(-65.15, -38.61666667)"
Lihuel Calel,-38.61666667,-65.15,0.9,8.9,16.0,13.0,71.0,"(-65.15, -38.61666667)"
Curacó,-37.75,-65.81666667,2.4,7.1,7.0,6.0,87.0,"(-65.81666667, -37.75)"
Curacó,-37.75,-65.81666667,1.4,8.5,8.0,7.0,85.0,"(-65.81666667, -37.75)"
Curacó,-37.75,-65.81666667,1.4,8.7,14.0,11.0,75.0,"(-65.81666667, -37.75)"
Pila,-36.26666667,-58.53333333,27.2,7.5,21.0,53.0,26.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,7.1,8.5,55.0,28.0,17.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,1.8,8.4,31.0,49.0,20.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,0.2,8.7,31.0,49.0,20.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,26.1,8.0,21.0,42.0,37.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,8.7,8.6,23.0,36.0,41.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,4.9,9.1,41.0,26.0,33.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,2.2,8.8,32.0,29.0,39.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,0.4,8.5,31.0,42.0,27.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,41.5,6.7,32.0,43.0,25.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,7.5,8.0,65.0,23.0,12.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,0.8,8.5,34.0,39.0,27.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,,8.5,26.0,29.0,45.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,20.1,9.1,22.0,55.0,23.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,8.7,9.3,52.0,29.0,19.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,2.2,9.4,37.0,33.0,30.0,"(-58.53333333, -36.26666667)"
Pila,-36.26666667,-58.53333333,1.4,9.5,36.0,39.0,25.0,"(-58.53333333, -36.26666667)"
Balcarce,-37.85,-58.25,,7.4,17.0,25.0,58.0,"(-58.25, -37.85)"
Balcarce,-37.85,-58.25,,7.5,16.0,25.0,59.0,"(-58.25, -37.85)"
Balcarce,-37.85,-58.25,,7.9,10.0,26.0,64.0,"(-58.25, -37.85)"
Balcarce,-37.85,-58.25,,8.3,24.0,23.0,53.0,"(-58.25, -37.85)"
Balcarce,-37.85,-58.25,,8.8,18.0,23.0,59.0,"(-58.25, -37.85)"
Balcarce,-37.85,-58.25,,9.0,14.0,24.0,62.0,"(-58.25, -37.85)"
Villarino,-39.41666667,-62.75,10.0,7.2,10.0,18.0,72.0,"(-62.75, -39.41666667)"
Villarino,-39.41666667,-62.75,6.0,8.1,9.0,17.0,74.0,"(-62.75, -39.41666667)"
Villarino,-39.41666667,-62.75,4.0,8.8,12.0,16.0,72.0,"(-62.75, -39.41666667)"
Villarino,-39.41666667,-62.75,2.0,8.8,11.0,17.0,72.0,"(-62.75, -39.41666667)"
Villarino,-39.41666667,-62.75,,8.8,10.0,16.0,74.0,"(-62.75, -39.41666667)"
Villarino,-39.41666667,-62.75,,9.0,9.0,16.0,75.0,"(-62.75, -39.41666667)"
Villarino,-39.41666667,-62.75,,9.2,14.0,13.0,73.0,"(-62.75, -39.41666667)"
General Roca,-34.55,-64.38333333,4.0,7.3,8.0,14.0,78.0,"(-64.38333333, -34.55)"
General Roca,-34.55,-64.38333333,2.5,7.5,7.0,13.0,80.0,"(-64.38333333, -34.55)"
General Roca,-34.55,-64.38333333,1.5,7.8,7.0,13.0,80.0,"(-64.38333333, -34.55)"
General Roca,-34.55,-64.38333333,1.0,8.2,5.0,11.0,84.0,"(-64.38333333, -34.55)"
Junín,-34.65,-60.83333333,10.0,6.6,17.0,36.0,47.0,"(-60.83333333, -34.65)"
Junín,-34.65,-60.83333333,5.0,6.7,18.0,33.0,49.0,"(-60.83333333, -34.65)"
Junín,-34.65,-60.83333333,4.0,6.8,20.0,32.0,48.0,"(-60.83333333, -34.65)"
Junín,-34.65,-60.83333333,2.5,6.8,19.0,34.0,47.0,"(-60.83333333, -34.65)"
Junín,-34.65,-60.83333333,2.0,6.9,16.0,33.0,51.0,"(-60.83333333, -34.65)"
Junín,-34.65,-60.83333333,1.5,7.0,11.0,36.0,53.0,"(-60.83333333, -34.65)"
Junín,-34.65,-60.83333333,1.0,7.1,10.0,33.0,57.0,"(-60.83333333, -34.65)"
Cerrillos,-25.06972222,-65.3,66.0,5.2,15.0,35.0,50.0,"(-65.3, -25.06972222)"
Cerrillos,-25.06972222,-65.3,6.0,5.5,8.0,50.0,42.0,"(-65.3, -25.06972222)"
Cerrillos,-25.06972222,-65.3,5.0,4.9,37.0,17.0,46.0,"(-65.3, -25.06972222)"
Cerrillos,-25.06972222,-65.3,2.0,4.6,25.0,25.0,50.0,"(-65.3, -25.06972222)"
La Caldera,-24.6,-65.3,13.0,,28.0,41.0,31.0,"(-65.3, -24.6)"
La Caldera,-24.6,-65.3,8.0,,33.0,34.0,33.0,"(-65.3, -24.6)"
La Caldera,-24.6,-65.3,10.0,,32.0,36.0,32.0,"(-65.3, -24.6)"
La Caldera,-24.6,-65.3,,,,,,"(-65.3, -24.6)"
Caleu Caleu,-38.95,-64.12,7.0,8.0,10.0,20.0,70.0,"(-64.12, -38.95)"
Caleu Caleu,-38.95,-64.12,5.0,8.1,9.0,21.0,70.0,"(-64.12, -38.95)"
Confluencia,-39.0,-68.94972222,2.0,7.3,17.0,25.0,58.0,"(-68.94972222, -39.0)"
Confluencia,-39.0,-68.94972222,2.0,7.4,14.0,39.0,47.0,"(-68.94972222, -39.0)"
Confluencia,-39.0,-68.94972222,,7.5,12.0,50.0,38.0,"(-68.94972222, -39.0)"
General Güemes,-24.7,-65.09972222,15.0,7.4,21.0,38.0,41.0,"(-65.09972222, -24.7)"
General Güemes,-24.7,-65.09972222,8.0,7.3,28.0,34.0,38.0,"(-65.09972222, -24.7)"
Loventué,-36.7,-65.27972222,3.0,8.0,6.0,12.0,82.0,"(-65.27972222, -36.7)"
Loventué,-36.7,-65.27972222,3.0,8.3,6.0,10.0,84.0,"(-65.27972222, -36.7)"
Loventué,-36.7,-65.27972222,2.0,8.5,6.0,13.0,81.0,"(-65.27972222, -36.7)"
San Pedro,-24.2,-64.8,11.0,7.5,8.0,20.0,72.0,"(-64.8, -24.2)"
San Pedro,-24.2,-64.8,3.0,8.2,5.0,20.0,75.0,"(-64.8, -24.2)"
San Pedro,-24.2,-64.8,1.0,8.4,3.0,12.0,85.0,"(-64.8, -24.2)"
