latitude,longitude,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
-27.032778,-65.435,,,,,,6.0,5.5,2.0,20.0,78.0,
-27.032778,-65.435,,,,,,0.4,5.8,0.0,13.0,87.0,
-27.032778,-65.435,,,,,,0.5,5.9,0.0,19.0,81.0,
-27.373611,-65.5725,,,,,,11.6,6.0,11.0,40.0,50.0,
-27.373611,-65.5725,,,,,,9.6,6.3,10.0,39.0,51.0,
-27.373611,-65.5725,,,,,,2.8,6.2,8.0,31.0,62.0,
-27.373611,-65.5725,,,,,,1.4,6.4,3.0,14.0,82.0,
-27.373611,-65.5725,,,,,,0.2,6.5,0.0,7.0,93.0,
-27.373611,-65.5725,,,,,,,6.4,0.0,4.0,96.0,
-27.308333,-65.367778,,,,,,12.0,8.5,25.0,48.0,27.0,
-27.308333,-65.367778,,,,,,2.4,8.6,25.0,32.0,43.0,
-27.308333,-65.367778,,,,,,2.0,8.5,9.0,28.0,62.0,
-27.308333,-65.367778,,,,,,0.9,8.4,3.0,20.0,77.0,
-33.453131,-60.203001,,,,,,,10.0,32.0,65.0,3.0,
-33.453131,-60.203001,,,,,,,9.7,19.0,69.0,13.0,
-33.453131,-60.203001,,,,,,3.9,9.2,19.0,70.0,12.0,
-33.453131,-60.203001,,,,,,6.8,8.7,25.0,72.0,4.0,
-33.453131,-60.203001,,,,,,6.8,8.5,28.0,69.0,3.0,
-33.453131,-60.203001,,,,,,3.1,8.2,40.0,56.0,5.0,
-27.183333,-65.449722,,,,,,18.8,6.1,27.0,59.0,14.0,
-27.183333,-65.449722,,,,,,2.4,7.2,10.0,34.0,57.0,
-27.183333,-65.449722,,,,,,4.0,7.2,17.0,51.0,32.0,
-27.183333,-65.449722,,,,,,7.6,6.9,21.0,53.0,26.0,
-27.183333,-65.449722,,,,,,1.6,7.0,5.0,36.0,58.0,
-27.183333,-65.449722,,,,,,1.0,7.1,2.0,24.0,73.0,
-27.241944,-65.366111,,,,,,10.4,8.3,5.0,43.0,52.0,
-27.241944,-65.366111,,,,,,3.6,8.6,4.0,31.0,65.0,
-27.241944,-65.366111,,,,,,1.4,8.6,2.0,26.0,72.0,
-27.241944,-65.366111,,,,,,1.0,8.6,1.0,29.0,70.0,
-27.241944,-65.366111,,,,,,3.8,7.9,11.0,83.0,6.0,
-27.379167,-65.388611,,,,,,5.2,6.3,21.0,12.0,67.0,
-27.379167,-65.388611,,,,,,4.0,6.1,4.0,35.0,61.0,
-27.379167,-65.388611,,,,,,1.8,6.0,3.0,39.0,58.0,
-27.379167,-65.388611,,,,,,1.0,6.9,3.0,29.0,68.0,
-27.379167,-65.388611,,,,,,0.2,7.0,0.0,6.0,94.0,
-27.319444,-65.488889,,,,,,9.2,6.1,,,,
-27.319444,-65.488889,,,,,,2.4,6.3,4.0,20.0,76.0,
-27.319444,-65.488889,,,,,,7.4,6.3,,,,
-27.319444,-65.488889,,,,,,3.6,6.4,13.0,50.0,37.0,
-27.319444,-65.488889,,,,,,1.4,6.5,5.0,21.0,74.0,
-27.319444,-65.488889,,,,,,0.6,6.7,4.0,9.0,87.0,
-27.116389,-65.4925,,,,,,16.8,5.9,9.0,63.0,28.0,
-27.116389,-65.4925,,,,,,7.2,7.0,15.0,64.0,22.0,
-27.116389,-65.4925,,,,,,3.4,7.2,14.0,61.0,25.0,
-27.116389,-65.4925,,,,,,2.4,7.3,10.0,65.0,26.0,
-27.116389,-65.4925,,,,,,1.2,7.4,5.0,54.0,42.0,
-27.116389,-65.4925,,,,,,0.7,6.7,4.0,65.0,32.0,
-26.971111,-65.463333,,,,,,20.4,5.9,13.0,59.0,29.0,
-26.971111,-65.463333,,,,,,10.4,6.2,11.0,60.0,28.0,
-26.971111,-65.463333,,,,,,5.0,6.3,9.0,62.0,29.0,
-26.971111,-65.463333,,,,,,3.7,6.4,9.0,62.0,30.0,
-27.152139,-65.606306,,,,,,18.4,5.8,12.0,59.0,30.0,
-27.152139,-65.606306,,,,,,4.4,5.9,7.0,61.0,31.0,
-27.152139,-65.606306,,,,,,3.4,5.3,42.0,49.0,9.0,
-27.152139,-65.606306,,,,,,3.0,5.2,46.0,47.0,7.0,
-27.152139,-65.606306,,,,,,1.8,5.5,30.0,57.0,13.0,
-27.11275,-65.50675,,,,,,31.6,7.2,15.0,63.0,22.0,
-27.11275,-65.50675,,,,,,8.4,6.6,22.0,72.0,6.0,
-27.11275,-65.50675,,,,,,3.0,6.7,19.0,79.0,3.0,
-27.11275,-65.50675,,,,,,2.2,6.7,14.0,62.0,24.0,
-27.11275,-65.50675,,,,,,1.2,6.8,5.0,42.0,53.0,
-27.213167,-65.471333,,,,,,13.2,5.8,11.0,30.0,59.0,
-27.213167,-65.471333,,,,,,4.6,6.6,6.0,20.0,75.0,
-27.213167,-65.471333,,,,,,2.1,6.5,2.0,15.0,83.0,
-27.213167,-65.471333,,,,,,0.4,6.7,0.0,2.0,98.0,
-32.758889,-65.986667,,,,,,28.3,5.99,22.0,55.0,24.0,
-32.758889,-65.986667,,,,,,16.2,6.31,15.0,49.0,37.0,
-32.758889,-65.986667,,,,,,7.6,6.76,25.0,45.0,30.0,
-32.758889,-65.986667,,,,,,2.8,7.06,13.0,21.0,66.0,
-33.365754,-60.337955,,,,,,29.9,5.0,35.0,59.0,6.0,
-33.365754,-60.337955,,,,,,11.0,6.1,28.0,66.0,6.0,
-33.365754,-60.337955,,,,,,5.9,7.8,37.0,57.0,6.0,
-33.365754,-60.337955,,,,,,2.1,8.2,17.0,76.0,7.0,
-33.365754,-60.337955,,,,,,1.5,7.8,15.0,78.0,7.0,
-32.455833,-65.149444,,,,,,21.3,6.4,23.0,61.0,16.0,
-32.455833,-65.149444,,,,,,12.8,8.2,22.0,61.0,17.0,
-32.455833,-65.149444,,,,,,7.5,8.0,22.0,62.0,16.0,
-32.455833,-65.149444,,,,,,4.3,8.0,23.0,62.0,15.0,
-33.197222,-66.351111,,,,,,8.3,7.45,17.0,22.0,61.0,
-33.197222,-66.351111,,,,,,7.5,8.02,17.0,22.0,61.0,
-33.197222,-66.351111,,,,,,5.3,8.33,14.0,30.0,55.0,
-33.197222,-66.351111,,,,,,4.2,8.39,15.0,28.0,57.0,
-32.966667,-66.701944,,,,,,13.9,7.9,,,,
-32.966667,-66.701944,,,,,,6.2,8.2,,,,
-32.369444,-66.853889,,,,,,2.1,7.5,15.0,24.0,61.0,
-32.369444,-66.853889,,,,,,1.8,8.4,18.0,27.0,56.0,
-32.369444,-66.853889,,,,,,0.3,8.5,19.0,25.0,56.0,
-31.952778,-66.463611,,,,,,14.6,6.7,19.0,53.0,28.0,
-31.952778,-66.463611,,,,,,8.0,7.08,,,,
-31.952778,-66.463611,,,,,,4.0,7.82,,,,
-31.952778,-66.463611,,,,,,1.5,8.55,19.0,52.0,29.0,
-32.848889,-65.7525,,,,,,22.4,7.01,12.0,47.0,41.0,
-32.848889,-65.7525,,,,,,11.9,7.58,19.0,49.0,32.0,
-32.848889,-65.7525,,,,,,7.6,8.36,15.0,46.0,39.0,
-25.1088,-64.1351,,,,,,22.9,,39.0,58.0,3.0,
-25.1088,-64.1351,,,,,,0.1,,34.0,67.0,,
-25.1088,-64.1351,,,,,,0.1,,44.0,57.0,,
-34.159167,-66.4025,,,,,,5.3,8.18,12.0,27.0,61.0,
-34.159167,-66.4025,,,,,,3.6,8.26,12.0,27.0,61.0,
-34.159167,-66.4025,,,,,,3.2,8.32,12.0,26.0,62.0,
-34.159167,-66.4025,,,,,,2.8,8.47,11.0,26.0,63.0,
-32.311667,-67.05,,,,,,3.7,7.2,18.0,19.0,63.0,
-32.311667,-67.05,,,,,,1.4,8.2,20.0,19.0,61.0,
-32.311667,-67.05,,,,,,2.9,8.8,23.0,25.0,53.0,
-32.311667,-67.05,,,,,,1.4,8.6,16.0,20.0,64.0,
-33.651386,-60.205332,,,,,,19.7,5.7,27.0,67.0,5.0,
-33.651386,-60.205332,,,,,,13.4,5.7,32.0,62.0,6.0,
-33.651386,-60.205332,,,,,,8.0,6.2,52.0,44.0,4.0,
-33.651386,-60.205332,,,,,,3.7,6.5,37.0,59.0,4.0,
-33.651386,-60.205332,,,,,,3.2,6.9,43.0,53.0,5.0,
-33.651386,-60.205332,,,,,,1.9,8.0,36.0,60.0,4.0,
-33.651386,-60.205332,,,,,,1.7,8.1,29.0,69.0,3.0,
-32.617778,-64.960556,,,,,,37.3,6.4,21.0,47.0,32.0,
-32.617778,-64.960556,,,,,,21.7,6.4,16.0,27.0,57.0,
-53.583333,-68.016667,,,,,,55.4,,5.0,12.0,83.0,
-53.583333,-68.016667,,,,,,16.5,,4.0,6.0,90.0,
-53.583333,-68.016667,,,,,,10.5,,3.0,7.0,90.0,
-53.583333,-68.016667,,,,,,7.2,,2.0,8.0,90.0,
-33.367056,-60.338331,,,,,,6.4,9.4,18.0,76.0,6.0,
-33.367056,-60.338331,,,,,,6.2,9.6,16.0,79.0,5.0,
-33.367056,-60.338331,,,,,,2.6,9.3,46.0,50.0,4.0,
-33.367056,-60.338331,,,,,,1.6,8.9,32.0,63.0,5.0,
-33.367056,-60.338331,,,,,,1.3,8.8,17.0,74.0,9.0,
-34.838889,-65.558611,,,,,,3.7,6.8,4.0,10.0,85.0,
-34.838889,-65.558611,,,,,,0.9,7.62,3.0,6.0,91.0,
-33.666944,-65.375278,,,,,,5.3,7.7,,,,
-33.666944,-65.375278,,,,,,3.4,8.0,,,,
-33.666944,-65.375278,,,,,,2.3,8.2,,,,
-33.666944,-65.375278,,,,,,1.6,9.2,,,,
-33.666944,-65.375278,,,,,,1.2,9.4,,,,
-33.123056,-65.2325,,,,,,14.1,7.72,10.0,29.0,60.0,
-33.123056,-65.2325,,,,,,6.7,7.97,10.0,35.0,55.0,
-33.123056,-65.2325,,,,,,4.4,8.04,11.0,31.0,58.0,
-33.572222,-66.8875,,,,,,5.3,8.22,12.0,21.0,67.0,
-33.572222,-66.8875,,,,,,4.4,8.12,12.0,29.0,59.0,
-33.572222,-66.8875,,,,,,1.3,7.86,12.0,22.0,66.0,
-33.268056,-66.006667,,,,,,4.9,8.4,6.0,25.0,70.0,
-33.268056,-66.006667,,,,,,4.3,8.45,7.0,27.0,66.0,
-33.268056,-66.006667,,,,,,4.8,8.62,8.0,24.0,68.0,
-33.010833,-65.5775,,,,,,19.9,6.99,19.0,53.0,27.0,
-33.010833,-65.5775,,,,,,12.3,7.35,20.0,53.0,26.0,
-33.010833,-65.5775,,,,,,7.4,8.07,16.0,51.0,33.0,
-33.010833,-65.5775,,,,,,4.8,8.15,14.0,51.0,35.0,
-31.924167,-66.970833,,,,,,1.8,8.3,11.0,17.0,73.0,
-31.924167,-66.970833,,,,,,1.6,8.6,4.0,14.0,82.0,
-31.924167,-66.970833,,,,,,1.0,8.2,2.0,15.0,83.0,
-33.244444,-66.9275,,,,,,3.6,8.2,8.0,21.0,71.0,
-33.244444,-66.9275,,,,,,2.9,8.35,10.0,20.0,70.0,
-33.244444,-66.9275,,,,,,2.2,8.74,11.0,23.0,66.0,
-32.317222,-65.175,,,,,,9.6,7.1,18.0,31.0,51.0,
-32.317222,-65.175,,,,,,6.4,8.3,21.0,32.0,48.0,
-32.317222,-65.175,,,,,,3.0,8.4,21.0,31.0,48.0,
-33.033056,-65.259167,,,,,,8.4,7.93,4.0,30.0,66.0,
-33.033056,-65.259167,,,,,,6.3,8.03,12.0,33.0,55.0,
-33.033056,-65.259167,,,,,,4.8,8.08,11.0,30.0,59.0,
-33.598107,-60.224549,,,,,,7.0,6.9,13.0,80.0,7.0,
-33.598107,-60.224549,,,,,,15.9,5.7,21.0,71.0,8.0,
-33.598107,-60.224549,,,,,,4.5,8.7,38.0,56.0,6.0,
-33.598107,-60.224549,,,,,,2.8,9.0,41.0,54.0,6.0,
-33.598107,-60.224549,,,,,,2.2,8.7,,,,
-32.439444,-65.665,,,,,,27.7,7.9,21.0,58.0,22.0,
-32.439444,-65.665,,,,,,9.6,7.7,22.0,49.0,29.0,
-32.439444,-65.665,,,,,,6.4,7.2,22.0,59.0,20.0,
-32.439444,-65.665,,,,,,3.2,7.2,21.0,54.0,25.0,
-32.334444,-67.266389,,,,,,5.6,8.2,11.0,47.0,43.0,
-32.334444,-67.266389,,,,,,3.6,9.0,12.0,48.0,39.0,
-32.334444,-67.266389,,,,,,1.7,8.3,13.0,49.0,39.0,
-32.334444,-67.266389,,,,,,1.4,8.8,13.0,65.0,22.0,
-32.334444,-67.266389,,,,,,0.4,8.5,13.0,62.0,25.0,
-32.334444,-67.266389,,,,,,,8.7,13.0,41.0,46.0,
-35.303056,-66.454722,,,,,,4.5,7.0,4.0,13.0,83.0,
-35.303056,-66.454722,,,,,,1.6,8.0,7.0,10.0,83.0,
-35.303056,-66.454722,,,,,,1.4,8.8,5.0,11.0,84.0,
-32.736389,-65.452778,,,,,,16.4,7.49,12.0,50.0,39.0,
-32.736389,-65.452778,,,,,,13.9,7.99,13.0,53.0,35.0,
-32.736389,-65.452778,,,,,,5.8,8.35,14.0,48.0,38.0,
-32.679444,-65.109722,,,,,,11.7,7.8,16.0,48.0,36.0,
-32.679444,-65.109722,,,,,,8.7,8.4,15.0,58.0,27.0,
-32.679444,-65.109722,,,,,,4.0,8.7,18.0,49.0,34.0,
-34.693056,-65.275833,,,,,,4.7,6.7,4.0,13.0,84.0,
-34.693056,-65.275833,,,,,,2.6,6.9,4.0,11.0,85.0,
-34.693056,-65.275833,,,,,,1.3,7.7,4.0,9.0,88.0,
-34.693056,-65.275833,,,,,,1.3,9.2,3.0,8.0,89.0,
-35.323333,-65.710556,,,,,,1.3,8.7,6.0,64.0,30.0,
-35.323333,-65.710556,,,,,,0.9,8.52,10.0,58.0,32.0,
-35.323333,-65.710556,,,,,,0.4,8.73,4.0,19.0,77.0,
-35.323333,-65.710556,,,,,,0.2,8.92,6.0,25.0,69.0,
-35.323333,-65.710556,,,,,,1.7,9.03,3.0,20.0,77.0,
-35.323333,-65.710556,,,,,,0.2,9.03,5.0,20.0,75.0,
-35.661389,-65.705833,,,,,,21.2,7.57,19.0,61.0,20.0,
-35.661389,-65.705833,,,,,,14.9,7.26,22.0,55.0,23.0,
-35.661389,-65.705833,,,,,,3.8,7.2,21.0,62.0,17.0,
-35.661389,-65.705833,,,,,,3.8,7.05,15.0,60.0,25.0,
-33.860278,-66.655,,,,,,41.1,7.73,,,,
-33.860278,-66.655,,,,,,23.1,7.8,,,,
-33.860278,-66.655,,,,,,15.6,7.9,,,,
-33.593056,-65.260278,,,,,,6.9,8.88,8.0,28.0,64.0,
-33.593056,-65.260278,,,,,,3.7,8.82,7.0,23.0,70.0,
-33.593056,-65.260278,,,,,,2.9,8.9,6.0,24.0,70.0,
-33.60423,-60.102352,,,,,,16.4,5.5,20.0,73.0,7.0,
-33.60423,-60.102352,,,,,,15.7,5.6,23.0,71.0,6.0,
-33.60423,-60.102352,,,,,,9.5,5.8,28.0,65.0,7.0,
-33.60423,-60.102352,,,,,,6.8,6.0,46.0,48.0,6.0,
-33.60423,-60.102352,,,,,,3.6,6.2,37.0,55.0,8.0,
-33.60423,-60.102352,,,,,,2.1,6.3,27.0,65.0,8.0,
-33.60423,-60.102352,,,,,,1.8,7.9,25.0,69.0,6.0,
-32.175833,-65.233333,,,,,,20.2,7.8,24.0,73.0,3.0,
-32.175833,-65.233333,,,,,,18.1,8.0,26.0,71.0,3.0,
-32.175833,-65.233333,,,,,,16.0,8.2,22.0,74.0,4.0,
-32.175833,-65.233333,,,,,,14.9,8.2,26.0,64.0,10.0,
-33.907222,-65.164722,,,,,,14.2,7.2,17.0,43.0,40.0,
-33.907222,-65.164722,,,,,,7.5,8.1,20.0,39.0,41.0,
-33.907222,-65.164722,,,,,,4.7,9.1,24.0,51.0,26.0,
-33.642654,-60.421302,,,,,,17.0,6.0,22.0,58.0,20.0,
-33.642654,-60.421302,,,,,,15.5,6.0,25.0,56.0,19.0,
-33.642654,-60.421302,,,,,,6.4,6.0,45.0,45.0,11.0,
-33.642654,-60.421302,,,,,,4.3,6.2,36.0,48.0,15.0,
-33.642654,-60.421302,,,,,,2.2,6.5,28.0,51.0,20.0,
-33.642654,-60.421302,,,,,,1.6,6.5,27.0,53.0,19.0,
-33.642654,-60.421302,,,,,,1.4,7.9,17.0,63.0,20.0,
-25.2608,-64.02,,,,,,16.5,,26.0,61.0,13.0,
-25.2608,-64.02,,,,,,5.4,,30.0,57.0,12.0,
-25.2608,-64.02,,,,,,4.5,,36.0,58.0,6.0,
-31.1524,-68.6174,,,,,,3.0,8.2,11.0,24.0,65.0,
-31.1524,-68.6174,,,,,,0.5,8.4,3.0,3.0,94.0,
-31.1524,-68.6174,,,,,,0.9,7.8,7.0,34.0,59.0,
-31.1524,-68.6174,,,,,,0.4,7.9,3.0,3.0,93.0,
-30.3241,-69.2475,,,,,,1.2,8.5,7.0,11.0,83.0,
-30.6834,-68.3483,,,,,,5.4,8.6,15.0,70.0,15.0,
-30.6834,-68.3483,,,,,,2.9,8.5,23.0,67.0,11.0,
-33.507326,-60.345842,,,,,,19.5,6.0,23.0,66.0,11.0,
-33.507326,-60.345842,,,,,,15.2,6.2,26.0,64.0,11.0,
-33.507326,-60.345842,,,,,,8.1,6.7,43.0,46.0,11.0,
-33.507326,-60.345842,,,,,,5.3,7.1,31.0,53.0,16.0,
-33.507326,-60.345842,,,,,,2.1,7.0,37.0,51.0,13.0,
-33.507326,-60.345842,,,,,,1.1,7.0,29.0,64.0,7.0,
-33.507326,-60.345842,,,,,,0.6,8.0,24.0,72.0,4.0,
-31.4538,-67.2368,,,,,,1.3,8.6,4.0,2.0,94.0,
-31.4538,-67.2368,,,,,,0.9,8.9,7.0,3.0,90.0,
-31.4538,-67.2368,,,,,,0.5,9.8,11.0,6.0,82.0,
-31.4538,-67.2368,,,,,,0.6,9.5,14.0,6.0,80.0,
-31.6259,-67.5339,,,,,,0.6,8.6,8.0,64.0,28.0,
-31.6259,-67.5339,,,,,,0.4,8.5,9.0,45.0,47.0,
-31.6259,-67.5339,,,,,,1.2,8.2,23.0,73.0,4.0,
-31.6259,-67.5339,,,,,,0.5,8.4,7.0,16.0,77.0,
-31.5661,-67.4305,,,,,,2.3,9.8,17.0,49.0,34.0,
-31.5661,-67.4305,,,,,,8.1,8.3,39.0,50.0,12.0,
-31.5661,-67.4305,,,,,,2.0,8.0,28.0,70.0,2.0,
-31.5661,-67.4305,,,,,,3.4,8.0,30.0,68.0,2.0,
-32.1932,-67.7753,,,,,,3.6,9.1,15.0,42.0,42.0,
-32.1932,-67.7753,,,,,,1.5,9.0,7.0,33.0,60.0,
-32.1932,-67.7753,,,,,,0.9,9.0,7.0,24.0,70.0,
-32.1932,-67.7753,,,,,,0.5,9.0,7.0,27.0,66.0,
-32.1932,-67.7753,,,,,,1.2,9.2,18.0,66.0,16.0,
-31.928,-68.1368,,,,,,1.3,9.0,19.0,25.0,56.0,
-31.928,-68.1368,,,,,,2.3,8.5,34.0,29.0,37.0,
-31.928,-68.1368,,,,,,,8.7,7.0,4.0,89.0,
-31.928,-68.1368,,,,,,,9.0,7.0,7.0,86.0,
-31.9424,-68.6077,,,,,,0.2,8.4,5.0,1.0,95.0,
-31.9424,-68.6077,,,,,,3.7,8.6,20.0,60.0,20.0,
-31.9424,-68.6077,,,,,,0.4,8.7,7.0,12.0,81.0,
-30.6997,-68.3309,,,,,,2.2,8.9,11.0,68.0,20.0,
-30.6997,-68.3309,,,,,,1.7,9.0,17.0,72.0,11.0,
-30.6997,-68.3309,,,,,,2.6,8.7,31.0,63.0,6.0,
-30.6997,-68.3309,,,,,,2.3,8.7,19.0,51.0,30.0,
-31.3829,-67.2739,,,,,,1.5,8.7,7.0,17.0,77.0,
-31.3829,-67.2739,,,,,,1.0,8.5,6.0,6.0,88.0,
-31.3829,-67.2739,,,,,,1.9,7.9,12.0,12.0,76.0,
-30.7409,-67.2974,,,,,,1.9,8.3,7.0,22.0,71.0,
-30.7409,-67.2974,,,,,,4.3,7.7,11.0,38.0,51.0,
-30.7409,-67.2974,,,,,,2.2,7.9,9.0,53.0,38.0,
-30.1163,-69.1359,,,,,,10.1,7.5,10.0,19.0,71.0,
-30.1163,-69.1359,,,,,,1.3,8.3,9.0,10.0,82.0,
-30.1163,-69.1359,,,,,,1.9,8.3,9.0,14.0,77.0,
-30.1163,-69.1359,,,,,,2.0,8.4,7.0,9.0,84.0,
-33.579374,-60.312348,,,,,,23.4,6.9,27.0,66.0,8.0,
-33.579374,-60.312348,,,,,,19.4,6.9,31.0,65.0,5.0,
-33.579374,-60.312348,,,,,,8.5,7.2,35.0,61.0,5.0,
-33.579374,-60.312348,,,,,,5.4,7.2,52.0,44.0,4.0,
-33.579374,-60.312348,,,,,,3.5,7.5,35.0,61.0,5.0,
-33.579374,-60.312348,,,,,,2.0,7.9,39.0,58.0,4.0,
-33.579374,-60.312348,,,,,,1.5,7.5,46.0,51.0,3.0,
-33.579374,-60.312348,,,,,,1.4,8.5,,,,
-30.6792,-69.4066,,,,,,1.8,8.6,11.0,8.0,81.0,
-30.6792,-69.4066,,,,,,1.6,8.5,13.0,13.0,75.0,
-31.2156,-68.3878,,,,,,1.3,8.5,7.0,6.0,87.0,
-31.2156,-68.3878,,,,,,1.5,8.4,9.0,3.0,88.0,
-30.5901,-67.3701,,,,,,2.7,8.5,7.0,39.0,54.0,
-30.5901,-67.3701,,,,,,2.2,8.3,8.0,34.0,57.0,
-30.5901,-67.3701,,,,,,2.0,8.3,13.0,46.0,41.0,
-34.670556,-65.495556,,,,,,4.9,,,,,
-34.670556,-65.495556,,,,,,2.0,,,,,
-34.698056,-65.513889,,,,,,3.6,,,,,
-34.698056,-65.513889,,,,,,2.9,,,,,
-34.698056,-65.513889,,,,,,2.0,,,,,
-33.657274,-60.288329,,,,,,18.1,6.4,25.0,69.0,6.0,
-33.657274,-60.288329,,,,,,14.2,6.5,32.0,63.0,5.0,
-33.657274,-60.288329,,,,,,8.3,6.4,35.0,60.0,6.0,
-33.657274,-60.288329,,,,,,6.4,6.7,54.0,41.0,5.0,
-33.657274,-60.288329,,,,,,3.2,7.7,46.0,49.0,5.0,
-33.657274,-60.288329,,,,,,2.3,7.4,44.0,51.0,5.0,
-33.657274,-60.288329,,,,,,1.6,8.4,28.0,65.0,7.0,
-54.01,-67.983333,,,,,,105.9,,,,,
-54.01,-67.983333,,,,,,96.3,,,,,
-54.01,-67.983333,,,,,,6.9,,,,,
-54.01,-67.983333,,,,,,3.4,,,,,
-39.033333,-70.116667,,,,,,7.8,,4.0,12.0,84.0,
-39.033333,-70.116667,,,,,,13.0,,7.0,14.0,80.0,
-39.033333,-70.116667,,,,,,18.0,,38.0,16.0,46.0,
-28.974797,-62.14945,,,,,,28.3,,,,,
-28.974797,-62.14945,,,,,,15.8,,,,,
-30.403771,-61.921658,,,,,,29.3,,27.0,66.0,7.0,
-30.403771,-61.921658,,,,,,17.3,,29.0,66.0,5.0,
-30.403771,-61.921658,,,,,,10.2,,23.0,67.0,10.0,
-30.403771,-61.921658,,,,,,8.6,,40.0,52.0,9.0,
-30.403771,-61.921658,,,,,,4.4,,44.0,52.0,5.0,
-28.274876,-61.454591,,,,,,18.1,,23.0,60.0,17.0,
-28.274876,-61.454591,,,,,,16.5,,29.0,60.0,12.0,
-28.274876,-61.454591,,,,,,9.4,,28.0,62.0,10.0,
-28.274876,-61.454591,,,,,,8.2,,36.0,54.0,11.0,
-28.274876,-61.454591,,,,,,4.0,,42.0,46.0,12.0,
-28.274876,-61.454591,,,,,,2.2,,49.0,43.0,9.0,
-28.898387,-61.574289,,,,,,29.2,,,,,
-28.898387,-61.574289,,,,,,17.8,,,,,
-28.898387,-61.574289,,,,,,7.0,,,,,
-29.161203,-61.303539,,,,,,16.9,,17.0,70.0,13.0,
-29.161203,-61.303539,,,,,,5.6,,20.0,69.0,11.0,
-29.161203,-61.303539,,,,,,4.2,,30.0,60.0,10.0,
-29.161203,-61.303539,,,,,,3.5,,39.0,51.0,10.0,
-29.161203,-61.303539,,,,,,1.5,,44.0,44.0,11.0,
-28.633156,-60.051605,,,,,,27.2,,25.0,63.0,12.0,
-28.633156,-60.051605,,,,,,23.4,,26.0,64.0,11.0,
-28.633156,-60.051605,,,,,,45.1,,36.0,55.0,9.0,
-28.633156,-60.051605,,,,,,6.2,,53.0,43.0,5.0,
-28.633156,-60.051605,,,,,,2.2,,41.0,51.0,9.0,
-29.559739,-60.226439,,,,,,25.8,,,,,
-29.559739,-60.226439,,,,,,21.2,,,,,
-29.559739,-60.226439,,,,,,16.3,,,,,
-39.233333,-71.25,,,,,,467.8,,,,,
-39.233333,-71.25,,,,,,419.8,,,,,
-39.233333,-71.25,,,,,,101.2,,8.0,29.0,63.0,
-39.233333,-71.25,,,,,,66.6,,6.0,33.0,62.0,
-39.233333,-71.25,,,,,,,,3.0,40.0,58.0,
-33.195556,-61.4375,,,,,,19.0,5.2,26.0,70.0,4.0,
-33.195556,-61.4375,,,,,,11.8,5.4,29.0,66.0,5.0,
-33.195556,-61.4375,,,,,,7.0,5.8,31.0,66.0,4.0,
-33.195556,-61.4375,,,,,,4.6,6.5,45.0,52.0,4.0,
-33.195556,-61.4375,,,,,,3.5,6.6,21.0,72.0,7.0,
-33.195556,-61.4375,,,,,,1.8,7.8,15.0,80.0,5.0,
-33.195556,-61.4375,,,,,,1.4,8.3,15.0,83.0,3.0,
-33.195556,-61.4375,,,,,,1.6,8.0,18.0,80.0,2.0,
-26.602226,-54.086312,,,,,,52.9,,,,,
-26.602226,-54.086312,,,,,,30.9,,,,,
-26.545427,-53.945001,,,,,,31.4,,,,,
-26.545427,-53.945001,,,,,,9.6,,,,,
-26.326487,-53.757548,,,,,,24.1,,,,,
-26.326487,-53.757548,,,,,,23.1,,,,,
-26.086251,-54.588062,,,,,,27.6,,,,,
-26.086251,-54.588062,,,,,,34.1,,,,,
-26.086251,-54.588062,,,,,,13.4,,,,,
-26.086251,-54.588062,,,,,,7.5,,,,,
-26.086251,-54.588062,,,,,,5.6,,,,,
-26.921653,-55.058515,,,,,,11.2,,,,,
-26.921653,-55.058515,,,,,,36.3,,,,,
-26.921653,-55.058515,,,,,,10.0,,,,,
-26.921653,-55.058515,,,,,,11.4,,,,,
-26.921653,-55.058515,,,,,,5.5,,,,,
-54.583333,-67.266667,,,,,,328.4,,,,,
-54.583333,-67.266667,,,,,,37.4,,16.0,43.0,41.0,
-54.583333,-67.266667,,,,,,108.3,,17.0,29.0,54.0,
-54.583333,-67.266667,,,,,,11.5,,7.0,14.0,79.0,
-54.583333,-67.266667,,,,,,2.0,,2.0,2.0,96.0,
-54.583333,-67.266667,,,,,,1.6,,2.0,1.0,97.0,
-39.233333,-71.233333,,,,,,124.7,,6.0,43.0,51.0,
-39.233333,-71.233333,,,,,,77.5,,10.0,60.0,30.0,
-26.40348,-54.634422,,,,,,3.4,,,,,
-26.40348,-54.634422,,,,,,2.8,,,,,
-25.967461,-54.579693,,,,,,30.0,,,,,
-25.967461,-54.579693,,,,,,12.8,,,,,
-27.372611,-65.628917,,,,,,8.0,5.6,4.0,19.0,77.0,
-27.372611,-65.628917,,,,,,5.2,6.1,3.0,16.0,80.0,
-27.372611,-65.628917,,,,,,2.2,6.3,2.0,10.0,89.0,
-27.372611,-65.628917,,,,,,0.6,6.6,1.0,9.0,90.0,
-31.5707,-67.6357,,,,,,0.5,7.9,2.0,1.0,98.0,
-31.7122,-69.4357,,,,,,19.9,7.6,23.0,41.0,37.0,
-31.7122,-69.4357,,,,,,8.2,7.6,20.0,42.0,38.0,
-31.7122,-69.4357,,,,,,6.7,7.7,15.0,34.0,51.0,
-31.6176,-69.4851,,,,,,6.9,7.6,17.0,37.0,46.0,
