layer_id,profile_identifier,layer_identifier,top,bottom,designation,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
382,65417,70884,0,27,S/D,,,,,,9.7,7.3,38,28,34,
383,65417,70885,27,48,S/D,,,,,,2.4,7.8,40,30,30,
384,65417,70886,48,90,S/D,,,,,,3,7.8,38,30,32,
385,65417,70887,90,140,S/D,,,,,,1.4,7.8,34,28,38,
386,65418,70888,0,35,S/D,,,,,,14,7.8,45,24,31,
387,65418,70889,35,93,S/D,,,,,,3.9,7.9,43,20,37,
388,65418,70890,93,140,S/D,,,,,,1.8,8.3,46,28,26,
389,65419,70891,0,23,S/D,,,,,,11,7.5,31,26,43,
390,65419,70892,23,51,S/D,,,,,,5.7,7.8,38,24,38,
391,65419,70893,51,90,S/D,,,,,,3,8,29,24,47,
392,65419,70894,90,140,S/D,,,,,,1.9,8,27,26,47,
394,65538,70896,0,26,S/D,,,,,,22,8.1,28,34,38,
395,65538,70897,26,40,S/D,,,,,,9,8,34,32,34,
396,65538,70898,40,60,S/D,,,,,,4,8.2,30,34,36,
398,65541,70900,0,33,S/D,,,,,,24.3,6.7,43,47,10,31
399,65541,70901,33,58,S/D,,,,,,7.8,6.9,49,37,14,36
400,65541,70902,58,93,S/D,,,,,,5.4,6.7,59,28,13,39.5
401,65541,70903,93,127,S/D,,,,,,4.1,7.3,56,29,15,40
402,65542,70904,0,37,S/D,,,,,,17.8,6.1,27,40,33,20.5
403,65542,70905,37,55,S/D,,,,,,5.1,6.1,16,24,60,14
404,65542,70906,55,76,S/D,,,,,,3.8,6.1,18,24,58,13.5
405,65542,70907,76,114,S/D,,,,,,3.9,6.2,21,22,57,18.5
406,65543,70908,0,11,S/D,,,,,,22.3,6.3,31,36,33,24.5
407,65543,70909,11,29,S/D,,,,,,21.5,6.4,44,38,18,35.5
408,65543,70910,29,43,S/D,,,,,,24.1,6.5,48,37,15,35
409,65543,70911,43,72,S/D,,,,,,25,6.6,53,38,9,34.5
410,65543,70912,72,90,S/D,,,,,,11.5,6.4,61,28,11,37.5
411,65544,70914,0,6,S/D,,,,,,33.6,7,18,44,38,26.5
412,65544,70915,6,28,S/D,,,,,,14,6.6,17,43,40,26.5
413,65544,70916,28,54,S/D,,,,,,4.3,6.1,17,37,46,15
414,65544,70917,54,150,S/D,,,,,,3.2,6.2,23,32,45,18
415,65545,70918,0,20,S/D,,,,,,46.7,6.9,48,33,19,32
416,65545,70919,20,36,S/D,,,,,,23.6,6.2,67,25,8,43.5
417,65545,70920,36,51,S/D,,,,,,13.1,7,86,12,2,51.5
418,65545,70921,51,102,S/D,,,,,,7.2,7,27,30,43,42.5
419,65702,70922,0,36,S/D,,,,,,41,5.4,5,28,67,
420,65702,70923,36,62,S/D,,,,,,53,5.8,4,46,50,
421,65702,70924,62,89,S/D,,,,,,28,6,3,47,50,
422,65702,70925,89,110,S/D,,,,,,25,6,3,33,64,
423,65702,70926,110,144,S/D,,,,,,37,6,3,18,79,
424,65702,70927,144,180,S/D,,,,,,23,6.1,3,31,66,
425,65703,70928,0,13,S/D,,,,5.5,,61.6,5.4,11,56,33,39.5
426,65703,70929,13,27,S/D,,,,4.4,,65.7,5.5,4,57,39,50.5
427,65703,70930,27,45,S/D,,,,6.2,,43.5,5.9,2,50,48,51
428,65703,70931,45,68,S/D,,,,,,24.5,6.5,2,38,60,31
429,65703,70932,68,90,S/D,,,,1.8,,4.2,6.4,5,12,83,19
430,65703,70933,90,115,S/D,,,,1.4,,2.7,6.3,3,9,88,16
431,65704,70934,0,10,S/D,,,,,,46,4.7,58,31,11,
432,65704,70935,10,25,S/D,,,,,,17,5.2,49,36,15,
433,65704,70936,25,60,S/D,,,,,,13,5.1,48,36,16,
434,65704,70937,60,108,S/D,,,,,,5,5,33,35,32,
435,65705,70938,0,12,S/D,,,,16,,23.7,5.1,65,29,6,29.5
436,65705,70939,12,42,S/D,,,,,,10.1,5.9,70,25,5,44.5
437,65705,70940,42,78,S/D,,,,12.6,,6.1,5.1,54,30,16,39
438,65705,70941,78,112,S/D,,,,15.7,,3.6,5.1,43,41,16,51
439,65705,70942,112,154,S/D,,,,18.6,,2.4,5.1,41,43,16,49
440,65705,70943,154,165,S/D,,,,20.7,,2.6,5,38,46,16,51.5
441,65706,70944,0,13,S/D,,,,,,13,5,20,20,60,
442,65706,70945,13,31,S/D,,,,,,7,5.9,34,28,38,
443,65706,70946,31,68,S/D,,,,,,4,5.3,32,43,25,
444,65706,70947,68,115,S/D,,,,,,3,5.2,25,41,34,
445,65706,70948,115,138,S/D,,,,,,2,5.2,23,41,36,
446,65707,70949,0,15,S/D,,,,,,24,3.9,36,47,17,
447,65707,70950,15,30,S/D,,,,,,20,4.2,38,44,18,
448,65707,70951,30,51,S/D,,,,,,9,4.3,40,42,18,
449,65707,70952,51,91,S/D,,,,,,3,4.8,26,28,46,
450,65707,70953,91,110,S/D,,,,,,2,4.8,27,42,31,
451,65708,70954,0,16,S/D,,,,,,20,5.6,40,52,8,
452,65708,70955,16,30,S/D,,,,,,12,6.4,43,49,8,
453,65708,70956,30,43,S/D,,,,,,6,6.5,39,53,8,
454,65708,70957,43,63,S/D,,,,,,5,6.8,33,46,21,
455,65708,70958,63,84,S/D,,,,,,3,6.7,28,41,31,
456,65708,70959,84,123,S/D,,,,,,1,6.6,43,38,19,
457,65708,70960,123,136,S/D,,,,,,1,6.7,45,45,10,
458,65709,70961,0,22,S/D,,,,,,17,6.5,31,50,19,
459,65709,70962,22,40,S/D,,,,,,11,6.5,31,51,18,
460,65709,70963,40,67,S/D,,,,,,5,6.7,28,49,23,
461,65709,70964,67,91,S/D,,,,,,3,6.8,27,49,24,
462,65709,70965,91,103,S/D,,,,,,3,6.6,26,50,24,
463,65710,70966,0,17,S/D,,,,,,10,6,16,24,60,
464,65710,70967,17,29,S/D,,,,,,7,6,33,21,46,
465,65710,70968,29,50,S/D,,,,,,6,5.7,61,22,17,
466,65710,70969,50,94,S/D,,,,,,3,5.8,54,26,20,
467,65710,70970,94,138,S/D,,,,,,1,6.6,45,28,27,
468,65710,70971,138,180,S/D,,,,,,1,6.9,37,28,35,
469,65711,70972,0,20,S/D,,,,,,10,6.5,21,35,44,
470,65711,70973,20,50,S/D,,,,,,8,6.9,24,44,32,
471,65711,70974,50,88,S/D,,,,,,9,6.8,26,47,27,
472,65711,70975,88,109,S/D,,,,,,7,7,24,43,33,
473,65711,70976,109,147,S/D,,,,,,9,6.7,34,56,10,
474,65711,70977,147,161,S/D,,,,,,7,6.9,30,57,13,
475,65711,70978,161,182,S/D,,,,,,7,6.9,32,62,6,
476,65712,70979,0,16,S/D,,,,,,17,5.9,55,28,17,
477,65712,70980,16,41,S/D,,,,,,8,6.4,54,34,12,
478,65712,70981,41,76,S/D,,,,,,3,6.6,41,41,18,
479,65712,70982,76,121,S/D,,,,,,2,8.1,23,47,30,
480,65712,70983,121,153,S/D,,,,,,1,8.5,15,49,36,
481,65712,70984,153,180,S/D,,,,,,1,8.3,12,57,31,
482,65713,70985,0,10,S/D,,2.8,,,1.2,1.6,8.3,4,2,94,
483,65713,70986,10,40,S/D,,1.2,,,0.3,1.2,8.8,2,2,96,
484,65713,70987,40,90,S/D,,0.9,,,0.5,0.6,8.5,2,8,90,
485,65713,70988,90,130,S/D,,1.2,,,0.7,0.6,8.3,2,6,92,
486,65714,70989,0,15,S/D,,47.6,,,1.2,1.2,8.6,1,5,94,
487,65714,70990,15,80,S/D,,476,,,5.5,1.2,7.7,8,26,66,
488,65715,70991,0,30,S/D,,,,,,18,5.6,44,32,24,
489,65715,70992,30,40,S/D,,,,,,14.8,5.5,50,26,24,
490,65715,70993,40,80,S/D,,,,,,4.4,5.4,30,26,44,
491,65715,70994,80,140,S/D,,,,,,4,5.1,44,36,20,
492,65716,70995,0,30,S/D,,,,,,34.1,6,22,44,34,
493,65716,70996,30,55,S/D,,,,,,22.4,6.4,32,30,38,
494,65716,70997,55,85,S/D,,,,,,1.6,6.4,36,28,36,
495,65716,70998,85,110,S/D,,,,,,12,6.4,42,30,28,
496,65717,71000,0,20,S/D,,142.8,,,,16,7.7,28,34,38,
497,65717,71001,20,60,S/D,,128.5,,,,8,8,28,34,38,
498,65717,71002,60,120,S/D,,109.4,,,,6,8,32,34,34,
499,65718,71003,0,20,S/D,,,,,,32.9,6,34,36,30,
500,65718,71004,20,45,S/D,,,,,,30.9,5.9,32,42,26,
501,65718,71005,45,65,S/D,,,,,,22.4,5.7,42,32,26,
502,65718,71006,65,90,S/D,,,,,,13.2,5.6,50,34,16,
503,65718,71007,90,130,S/D,,,,,,3,5.6,54,32,14,
504,65719,71008,0,25,S/D,,390.3,,,,21.2,7.8,42,40,18,
505,65719,71009,25,45,S/D,,509.3,,,,10.4,8.1,44,40,16,
506,65719,71010,45,85,S/D,,695,,,,3.2,7.8,34,34,32,
507,65720,71012,0,25,S/D,,0.9,,,,15.6,7.5,60,14,26,
508,65720,71013,25,60,S/D,,34.2,,,,7.6,7.8,64,10,26,
509,65720,71014,60,110,S/D,,38,,,,6.8,7.5,60,14,26,
510,65720,71015,110,140,S/D,,27.6,,,,7.6,7.6,60,14,26,
511,65721,71016,0,15,S/D,,,,,,27.6,6.4,14,30,56,
512,65722,71018,0,20,S/D,,1.8,,,,6.4,7.4,18,22,60,
513,65722,71019,20,65,S/D,,1.8,,,,4,7.3,16,20,64,
514,65722,71020,65,120,S/D,,4.7,,,,3.6,7.2,24,20,56,
515,65723,71021,0,15,S/D,,1.9,,,,18,7.2,48,32,20,
516,65723,71022,15,35,S/D,,11.4,,,,4.4,7.9,66,26,8,
517,65723,71023,35,65,S/D,,7.6,,,,2.8,7.8,62,18,20,
518,65723,71024,65,120,S/D,,5.7,,,,0.8,7.8,60,20,20,
519,65724,71025,0,25,S/D,,,,,,6.8,5.6,10,14,76,
520,65724,71026,25,40,S/D,,,,,,4.4,6.1,14,10,74,
521,65724,71027,40,80,S/D,,,,,,0.8,6.4,26,14,60,
522,65725,71029,0,20,S/D,,,,,,32,5.4,14,32,54,
523,65726,71031,0,20,S/D,,,,6.8,,27.2,5,28,46,26,
524,65726,71032,20,50,S/D,,,,8.4,,16,5.2,36,38,26,
525,65726,71033,50,95,S/D,,,,,,12,5.6,50,24,26,
526,65727,71035,0,15,S/D,,,,3.2,,18.4,4.4,10,20,70,
527,65727,71036,15,35,S/D,,,,3.3,,11.2,4.8,12,20,68,
528,65727,71037,35,55,S/D,,,,2.3,,7.2,4.7,12,16,72,
529,65727,71038,55,115,S/D,,,,3.1,,6.8,4.9,14,12,74,
530,65728,71040,0,25,S/D,,,,6.8,,27.1,4.9,8,40,52,
531,65729,71042,0,25,S/D,,,,5.4,,20.1,5,14,30,56,
532,65729,71043,25,60,S/D,,,,4.3,,6,5.2,28,22,50,
533,65729,71044,60,90,S/D,,,,4.5,,4.4,4.8,32,16,52,
534,65729,71045,90,130,S/D,,,,4.9,,2.8,5.5,36,16,48,
535,65730,71046,0,20,S/D,,0.9,,,,35.7,7,16,44,40,
536,65730,71047,20,30,S/D,,0,,,,14.4,6.9,24,46,30,
537,65731,71049,-30,15,S/D,,,,,,49.7,3.2,4,22,74,
538,65731,71050,15,20,S/D,,,,,,30,3.2,4,32,64,
539,65731,71051,20,45,S/D,,,,,,5.5,4.7,10,28,62,
540,65731,71052,45,65,S/D,,,,,,15.6,4,6,20,74,
541,65731,71053,65,80,S/D,,,,,,36,4.7,8,16,76,
542,65732,71054,0,20,S/D,,,,,,26.1,6.8,28,44,28,
543,65732,71055,20,40,S/D,,,,,,12.5,6.4,26,44,30,
544,65732,71056,40,70,S/D,,,,,,10.4,6.9,20,48,32,
545,65732,71057,70,105,S/D,,,,,,7.2,6.5,26,48,26,
546,65733,71058,0,10,S/D,,,,,,28,4.4,4,6,90,
547,65734,71060,0,20,S/D,,,,,,24.1,5.3,28,50,22,
548,65734,71061,20,30,S/D,,,,,,9.6,5.5,44,40,16,
549,65734,71062,30,55,S/D,,,,,,8.8,5.1,66,20,14,
550,65734,71063,55,100,S/D,,,,,,8.4,5.7,58,24,18,
551,65735,71064,0,10,S/D,,24.8,,,1.1,45.6,7.4,10,40,50,
552,65735,71065,10,25,S/D,,54.4,,,0.9,18,7.6,12,50,38,
553,65735,71066,25,55,S/D,,82.8,,,0.7,18,7.9,20,44,36,
554,65736,71068,0,15,S/D,,,,,0.2,40.8,5.8,8,72,20,
555,65736,71069,15,35,S/D,,,,,0.1,16.1,6,10,86,4,
556,65736,71070,35,50,S/D,,,,,0.1,25.4,5.9,10,82,8,
557,65737,71071,0,10,S/D,,,,,0.9,57.9,3.5,22,24,54,
558,65737,71072,10,35,S/D,,,,,0.4,22.8,4.2,38,24,38,
559,65737,71073,35,60,S/D,,,,,0.4,20.8,4.6,42,18,40,
560,65737,71074,60,80,S/D,,,,,0.2,9.6,4.7,42,18,40,
561,65737,71075,80,125,S/D,,,,,0.2,8.8,4.7,40,16,44,
562,65738,71076,0,10,S/D,,,,,0.4,28.4,3.7,24,40,36,
563,65738,71077,10,25,S/D,,,,,0.2,10.8,3.5,34,34,32,
564,65738,71078,25,50,S/D,,,,,0.1,9.2,4.7,46,30,24,
565,65738,71079,50,75,S/D,,,,,0.2,3.6,4.9,54,28,18,
566,65738,71080,75,95,S/D,,,,,0.3,4.8,4.9,56,30,14,
567,65738,71081,95,120,S/D,,,,,0.2,3.2,5,52,38,10,
568,65739,71083,0,20,S/D,,328,,,,32.7,7.8,16,52,32,
569,65740,71085,0,10,S/D,,0,,,0.7,22.4,6,22,30,48,
570,65740,71086,10,25,S/D,,0,,,0.3,16.8,5.9,26,24,50,
571,65741,71088,0,15,S/D,,,,,0.4,24.4,5.4,44,30,26,
572,65741,71089,15,35,S/D,,,,,0.4,7.6,5.5,62,22,16,
573,65741,71090,35,50,S/D,,,,,0.4,7.6,6.1,68,14,18,
574,65741,71091,50,70,S/D,,,,,0.5,5.2,6.1,76,12,12,
575,65741,71092,70,120,S/D,,,,,,,6.1,76,12,12,
576,65742,71093,0,10,S/D,,,,,,31.4,4.5,41,19,40,
577,65742,71094,10,40,S/D,,,,,,13.4,4.3,52,16,32,
578,65742,71095,40,100,S/D,,,,,,5.8,4.8,54,14,32,
579,65743,71096,0,20,S/D,,,,,,17.6,6.4,50,38,12,
580,65743,71097,20,50,S/D,,,,,,4.4,6.5,36,54,10,
581,65743,71098,50,95,S/D,,,,,,4.4,6.6,42,46,12,
582,65743,71099,95,140,S/D,,,,,,2.3,6.8,58,30,12,
583,65744,71100,0,5,S/D,,0,,28.5,,60.1,4.6,44,22,34,
584,65744,71101,5,45,S/D,,0,,20.1,,4.8,4.6,52,40,8,
585,65744,71102,45,80,S/D,,0,,21.4,,4.4,4.7,50,38,12,
586,65745,71103,0,15,S/D,,,,5.1,,11.2,4.6,14,32,54,
587,65745,71104,15,35,S/D,,,,3.2,,4.8,5,22,24,54,
588,65745,71105,35,55,S/D,,,,5.9,,3.2,4.8,32,22,46,
589,65745,71106,55,75,S/D,,,,7.4,,3.1,4.8,38,20,42,
590,65745,71107,75,120,S/D,,,,6.6,,2.4,4.8,40,20,40,
591,65746,71108,0,10,S/D,,,,,,10.5,3.8,,,,
592,65746,71109,10,40,S/D,,,,,,4.7,4.4,,,,
593,65746,71110,40,70,S/D,,,,,,3.5,4.6,,,,
594,65747,71112,0,30,S/D,,,,2.6,,11.1,3.1,7,8,85,
595,65747,71113,30,50,S/D,,,,3.1,,7,3.5,11,14,75,
596,65747,71114,50,70,S/D,,,,2.8,,5.8,3.5,13,10,77,
597,65747,71115,70,100,S/D,,,,1.9,,4.1,3.6,11,12,77,
598,65748,71116,0,10,S/D,,,,8.6,,19.7,4.3,28,46,26,
599,65748,71117,10,25,S/D,,,,10.1,,8.4,4.4,34,40,26,
600,65748,71118,25,50,S/D,,,,10.6,,8,4.4,40,42,18,
601,65748,71119,50,70,S/D,,,,15.4,,7.6,4.4,54,26,20,
602,65748,71120,70,120,S/D,,,,16.2,,4.8,4.4,54,24,22,
603,65749,71121,0,5,S/D,,,,,,17.1,4,18,34,48,
604,65749,71122,5,20,S/D,,,,,,9.3,3.9,28,28,44,
605,65749,71123,20,35,S/D,,,,,,4.4,4.3,34,38,28,
606,65749,71124,35,55,S/D,,,,,,4.1,4.6,30,30,40,
607,65749,71125,55,80,S/D,,,,,,4,4.7,44,18,38,
608,65749,71126,80,95,S/D,,,,,,2.4,4.5,52,18,30,
609,65750,71127,0,10,S/D,,,,10.3,,36.5,4.2,25,43,32,42.8
610,65750,71128,10,30,S/D,,,,8.5,,10.7,4.5,31,45,24,45.2
611,65750,71129,30,50,S/D,,,,9.6,,6.2,4.5,37,38,25,46.2
612,65750,71130,50,80,S/D,,,,13.3,,4,4.6,49,32,19,50
613,65750,71131,80,150,S/D,,,,16.9,,1.7,5.1,45,34,22,47.6
614,65751,71132,0,40,S/D,,,,,,,4.2,,,,
615,65751,71133,40,60,S/D,,,,,,,3.8,,,,
616,65752,71136,0,5,S/D,,,,5,,11.6,,44,14,42,36.8
617,65752,71137,5,35,S/D,,,,4.4,,4.5,,50,12,39,41.6
618,65752,71138,35,70,S/D,,,,3.9,,3.7,,52,11,37,43.8
619,65752,71139,70,100,S/D,,,,3,,2.3,,51,11,38,43.4
620,65752,71140,100,140,S/D,,,,,,,,,,,43.2
621,65753,71141,0,20,S/D,,20,,,0.4,4.8,8.1,18,28,56,
622,65753,71142,20,45,S/D,,4.7,,,0.3,2.8,8.2,6,16,78,
623,65753,71143,45,120,S/D,,3.8,,,0.5,2,8,6,22,72,
624,65754,71144,0,15,S/D,,0,,,,2.9,7.9,12,52,36,
625,65754,71145,15,40,S/D,,0,,,,5.2,6.8,4,26,70,
626,65754,71146,40,100,S/D,,0,,,,2.3,7.8,2,20,78,
627,65755,71147,0,20,S/D,,,,,,6.7,4,10,40,50,
628,65755,71148,20,30,S/D,,,,,,5.5,3.9,18,38,44,
629,65755,71149,30,45,S/D,,,,,,4.8,3.9,30,34,36,
630,65755,71150,45,70,S/D,,,,,,3.1,3.7,48,26,26,
631,65755,71151,70,110,S/D,,,,,,1.6,3.9,48,26,26,
632,65756,71152,0,20,S/D,,0,,,0.7,22,4.9,24,21,55,
633,65756,71153,20,30,S/D,,0.4,,,,12,5.3,24,6,70,
634,65757,71154,0,15,S/D,,,,3.6,,35.6,4.4,20,68,12,
635,65757,71155,15,100,S/D,,,,4.8,,4,4.8,32,54,14,
636,65757,71156,100,160,S/D,,,,5.4,,1.2,5.1,16,34,50,
637,65758,71157,0,20,S/D,,,,8.8,,13.9,4.8,30,40,30,
638,65758,71158,20,45,S/D,,,,8.5,,5.8,4.8,38,36,26,
639,65758,71159,45,65,S/D,,,,9,,3.5,5,32,38,30,
640,65758,71160,65,120,S/D,,,,9.5,,2.3,5,36,26,38,
641,65759,71161,0,7,S/D,,,,5.1,,32,3.4,,,,
642,65759,71162,7,45,S/D,,,,4.3,,16.5,4.1,25,31,44,
643,65760,71164,0,30,S/D,,,,,,5.6,4.1,,,,
644,65760,71165,30,70,S/D,,,,,,3.2,4.7,,,,
645,65760,71166,70,120,S/D,,,,,,2.8,4.7,,,,
646,65760,71167,120,210,S/D,,,,,,3.2,4.5,,,,
647,65761,71168,0,25,S/D,,,,,,19.2,4.1,,,,
648,65761,71169,25,60,S/D,,,,,,7.7,4.2,,,,
649,65761,71170,60,90,S/D,,,,,,5.9,4.6,,,,
650,65761,71171,90,180,S/D,,,,,,2,4.9,,,,
651,65761,71172,180,210,S/D,,,,,,3,5,,,,
652,65762,71173,0,20,S/D,,,,,,14,6.5,27,40,33,23
653,65762,71174,20,43,S/D,,,,,,16.3,6.6,30,41,29,23.5
654,65762,71175,43,74,S/D,,,,,,12.3,6.8,39,52,9,24
655,65762,71176,74,109,S/D,,,,,,6.9,6.9,42,49,9,28.5
656,65762,71177,109,163,S/D,,,,,,4.7,7,40,48,12,25
657,65763,71178,0,5,S/D,,390,,,1.2,50,8,54,27,19,24
658,65763,71179,5,28,S/D,,570,,,0.9,20,8.2,51,24,25,21
659,65763,71180,28,54,S/D,,880,,,0.8,,8.1,34,30,36,14
660,65763,71181,54,68,S/D,,970,,,,,8.3,20,31,49,9
661,65764,71183,0,18,S/D,,,,,,16.4,5.8,52,30,18,26
662,65764,71184,18,36,S/D,,,,,,12.9,5.9,55,28,17,32.5
663,65764,71185,36,58,S/D,,,,,,6.3,6.3,62,25,13,34
664,65764,71186,58,86,S/D,,,,,,3.7,6.8,63,25,12,32.5
665,65764,71187,86,130,S/D,,10,,,,1.2,7.8,58,29,13,31
666,65764,71188,130,150,S/D,,,,,,0.7,7.8,57,28,15,24
667,65765,71189,0,15,S/D,,,,,,26.7,5.8,41,36,23,31
668,65765,71190,15,30,S/D,,,,,,14.4,6.4,44,35,21,32.5
669,65765,71191,30,51,S/D,,,,,,1,6.6,,,,11
670,65766,71192,0,36,S/D,,10,,,,28.4,7.4,52,36,12,26
671,65766,71193,36,69,S/D,,0,,,,10.3,7.5,83,13,4,27
672,65766,71194,69,99,S/D,,,,,,5.5,7.4,87,10,3,28
673,65767,71195,0,15,S/D,,,,11.2,,22.8,4.2,40,40,20,27.5
674,65767,71196,15,33,S/D,,,,10.7,,13.5,4.6,38,40,22,26.5
675,65767,71197,33,69,S/D,,,,14.4,,2.6,4.5,14,42,44,18
676,65767,71198,69,100,S/D,,,,13.8,,0.5,4.6,7,40,53,17
677,65768,71199,0,13,S/D,,,,5.6,,24.4,4.8,71,7,22,23.5
678,65768,71200,13,25,S/D,,,,4.2,,16.9,4.5,71,7,22,25.5
679,65768,71201,25,43,S/D,,,,3.4,,9.9,4.5,76,5,19,28
680,65768,71202,43,64,S/D,,,,5.4,,6.2,4.6,80,6,14,28.5
681,65768,71203,64,91,S/D,,,,,,4.6,5.9,82,7,11,30
682,65768,71204,91,127,S/D,,,,,,2.5,6.3,76,11,13,26
683,65768,71205,127,163,S/D,,,,,,1.9,6,68,16,16,24
684,65768,71206,163,305,S/D,,,,,,1.5,5.5,70,15,15,23
685,65768,71207,305,366,S/D,,,,2.8,,1.1,4.9,70,16,14,23
686,65769,71208,0,23,S/D,,10,,,,17.6,7.6,70,24,6,28
687,65769,71209,23,46,S/D,,90,,,,6.8,7.9,57,25,18,25
688,65769,71210,46,69,S/D,,90,,,,4.4,7.9,58,27,15,25
689,65769,71211,69,89,S/D,,140,,,,4,7.9,60,28,12,25
690,65769,71212,89,122,S/D,,90,,,,2.4,7.8,61,30,9,26
691,65769,71213,122,152,S/D,,70,,,,1.1,7.9,64,29,7,27
692,65769,71214,152,183,S/D,,80,,,,0.7,7.9,65,28,7,28
693,65770,71215,0,20,S/D,,,,,5.7,328,6.2,,,,57
694,65770,71216,20,41,S/D,,,,,7,177,4.6,,,,53
695,65770,71217,41,69,S/D,,,,,7.3,256,2.7,,,,35
696,65770,71218,69,117,S/D,,,,,,89,3.5,,,,41
697,65770,71220,119,142,S/D,,,,,,298,3.9,,,,
698,65771,71221,0,15,S/D,,,,7.3,,24,4.7,48,27,25,21
699,65771,71222,15,41,S/D,,,,8.1,,6.7,4.6,55,25,20,24
700,65771,71223,41,56,S/D,,,,8.7,,5,4.5,58,30,12,27
701,65771,71224,56,76,S/D,,,,9.1,,3.8,4.5,52,33,15,25
702,65771,71225,76,89,S/D,,,,9.2,,3.2,4.4,46,36,18,24
703,65771,71226,89,115,S/D,,,,8.3,,2.5,4.4,39,36,25,22
704,65771,71227,115,135,S/D,,,,9.9,,3.4,4.4,33,45,22,22
705,65771,71228,135,180,S/D,,,,8.6,,2.5,4.4,25,47,28,17
706,65772,71229,0,23,S/D,,,,13.6,,12.1,5.3,27,33,40,19
707,65772,71230,23,38,S/D,,,,,,6.6,6.1,26,36,38,18.5
708,65772,71231,38,63,S/D,,,,,,4.1,6.5,31,50,19,24.5
709,65772,71232,63,86,S/D,,,,,,3.2,6.3,32,55,14,25
710,65772,71233,86,102,S/D,,,,,,4.5,6.3,37,38,25,21
711,65772,71234,102,150,S/D,,,,,,1.2,6.4,15,30,55,12
712,65772,71235,150,178,S/D,,,,,,2.8,6.2,55,32,13,30.5
713,65773,71236,0,18,S/D,,,,6.4,,20.8,4.8,35,30,35,22.5
714,65773,71237,18,38,S/D,,,,6,,7.8,4.6,45,34,21,25.5
715,65773,71238,38,79,S/D,,,,7.3,,3.4,4.6,33,46,21,22.5
716,65773,71239,79,102,S/D,,,,7.6,,2.5,4.7,24,50,26,21
717,65773,71240,102,130,S/D,,,,7.2,,1.7,4.7,18,52,30,20.5
718,65773,71241,130,193,S/D,,,,6.4,,1,4.7,17,54,29,10
719,65773,71242,193,279,S/D,,,,7.4,,0.5,4.7,15,53,32,10
720,65774,71243,0,18,S/D,,,,,,17,5.6,37,26,37,
721,65774,71244,18,32,S/D,,,,,,8,5.5,70,15,15,
722,65774,71245,32,54,S/D,,,,,,5,5.5,63,22,15,
723,65774,71246,54,71,S/D,,,,,,3,5.7,50,18,32,
724,65774,71247,71,103,S/D,,,,,,2,5.7,43,11,46,
725,65775,71249,0,26,S/D,,,,,,53,5.7,55,28,17,
726,65775,71250,26,40,S/D,,,,,,13,6,84,12,4,
727,65775,71251,40,63,S/D,,,,,,7,5.7,77,17,6,
728,65775,71252,63,80,S/D,,,,,,6,5.6,69,20,11,
729,65775,71253,80,90,S/D,,,,,,1,6.5,4,29,67,
730,65776,71255,0,25,S/D,,,,,,15,5.3,40,31,29,
731,65776,71256,25,60,S/D,,,,,,7,5.7,57,30,13,
732,65776,71257,60,78,S/D,,,,,,3,6.3,37,34,29,
733,65776,71258,78,120,S/D,,,,,,1,6.6,16,39,45,
734,65777,71259,0,8,S/D,,,,,,11,5.7,18,42,40,
735,65777,71260,8,28,S/D,,,,,,8,6.3,25,45,30,
736,65777,71261,28,50,S/D,,,,,,3,6.7,11,41,48,
737,65777,71262,50,66,S/D,,,,,,3,5.6,72,22,6,
738,65834,71264,0,10,S/D,,,,,,,,,,,
739,65835,71266,0,25,S/D,,,,,,,,,,,
741,65838,71271,0,15,S/D,,,,,,36.8,6.1,38,32,30,19
742,65838,71272,15,28,S/D,,,,,,17,6.1,39,31,30,18
743,65838,71273,28,48,S/D,,,,,,7.7,6.1,47,26,27,20
744,65839,71276,0,25,S/D,,,,,,11.8,7.7,28,39,33,17
745,65839,71277,25,38,S/D,,,,,,8.7,7.7,33,38,29,17.5
746,65839,71278,38,66,S/D,,,,,,4.7,7.5,52,32,16,26
747,65839,71279,66,94,S/D,,,,,,2,7.7,39,26,35,17
748,65839,71280,94,127,S/D,,,,,,0.8,7.6,36,31,33,17
749,65839,71281,127,150,S/D,,,,,,0.8,7.8,42,34,24,19
750,65839,71282,150,173,S/D,,,,,,0.6,7.8,37,40,23,17.5
751,65839,71283,173,203,S/D,,,,,,0.4,8,23,23,54,12
752,65840,71284,0,10,S/D,,,,,,29.9,7.2,33,29,38,20
753,65840,71285,10,25,S/D,,,,,,19,6.5,37,29,34,15
754,65840,71286,25,36,S/D,,,,,,7.8,6.4,57,24,19,27.5
755,65840,71287,36,46,S/D,,,,,,4.2,6.4,58,23,19,28
756,66765,27779,0,68,S/D,,0,,8.4,0.1,60,5.2,37,34,29,
757,66765,27780,68,88,S/D,,0,,8.6,0.1,22,5.8,39,33,28,
758,66765,27781,88,115,S/D,,0,,5.3,0.1,16,5.9,33,41,26,
759,66765,27782,115,130,S/D,,0,,6,0.1,12,5.9,26,43,31,
760,66766,27783,0,16,S/D,,0,,,0,32,5.6,22,32,46,
761,66766,27784,16,39,S/D,,0,,10.1,0,25,5.6,26,32,42,
762,66766,27785,39,50,S/D,,0,,11.6,0,8,5.2,48,16,36,
763,66766,27786,50,85,S/D,,0,,5,0,6,4.6,44,14,42,
