cultivo_nombre,anio,departamento_nombre,coords,organic_carbon,ph,clay,silt,sand,Nino_lag1,Nino_lag2,Nino_lag3,Nino_lag4,Nino_lag5,Nino_lag6,Nino_lag7,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tn,rendimiento_kgxha
cebada,1992,Arrecifes,"(-60.05501823014284, -33.99178255571427)",8.405755395683453,7.063214285714285,29.40944881889764,58.24409448818898,12.48031496062992,0,0,0,0,1,1,1,1500.0,1500.0,5700.0,3800.0
girasol,1992,Arrecifes,"(-60.05501823014284, -33.99178255571427)",8.405755395683453,7.063214285714285,29.40944881889764,58.24409448818898,12.48031496062992,1,1,1,1,1,1,1,1400.0,1200.0,1800.0,1500.0
soja,1992,Arrecifes,"(-60.05501823014284, -33.99178255571427)",8.405755395683453,7.063214285714285,29.40944881889764,58.24409448818898,12.48031496062992,1,1,1,1,1,1,1,54650.0,52650.0,113100.0,2148.0
trigo,1992,Arrecifes,"(-60.05501823014284, -33.99178255571427)",8.405755395683453,7.063214285714285,29.40944881889764,58.24409448818898,12.48031496062992,0,0,0,0,1,1,1,6000.0,6000.0,15300.0,2550.0
soja,1992,Atamisqui,"(-64.01, -28.783333333333328)",7.633333333333334,6.6000000000000005,22.11111111111111,26.11111111111111,51.77777777777778,1,1,1,1,1,1,1,3700.0,3200.0,6400.0,2000.0
cebada,1992,Atreucó,"(-63.695238142857136, -37.12619028571429)",4.871428571428572,7.266666666666667,12.666666666666666,19.0,68.33333333333333,0,0,0,0,1,1,1,450.0,50.0,60.0,1200.0
girasol,1992,Atreucó,"(-63.695238142857136, -37.12619028571429)",4.871428571428572,7.266666666666667,12.666666666666666,19.0,68.33333333333333,1,1,1,1,1,1,1,35700.0,31600.0,37900.0,1199.0
soja,1992,Atreucó,"(-63.695238142857136, -37.12619028571429)",4.871428571428572,7.266666666666667,12.666666666666666,19.0,68.33333333333333,1,1,1,1,1,1,1,600.0,600.0,1000.0,1667.0
trigo,1992,Atreucó,"(-63.695238142857136, -37.12619028571429)",4.871428571428572,7.266666666666667,12.666666666666666,19.0,68.33333333333333,0,0,0,0,1,1,1,46000.0,34700.0,38200.0,1101.0
cebada,1992,Ayacucho,"(-63.42857571237114, -34.07297686597939)",5.851648351648351,8.311752577319588,21.666666666666668,32.34615384615385,46.1025641025641,0,0,0,0,1,1,1,100.0,0.0,0.0,0.0
girasol,1992,Ayacucho,"(-63.42857571237114, -34.07297686597939)",5.851648351648351,8.311752577319588,21.666666666666668,32.34615384615385,46.1025641025641,1,1,1,1,1,1,1,1000.0,900.0,1000.0,1111.0
girasol,1992,Ayacucho,"(-63.42857571237114, -34.07297686597939)",5.851648351648351,8.311752577319588,21.666666666666668,32.34615384615385,46.1025641025641,1,1,1,1,1,1,1,600.0,500.0,500.0,1000.0
soja,1992,Ayacucho,"(-63.42857571237114, -34.07297686597939)",5.851648351648351,8.311752577319588,21.666666666666668,32.34615384615385,46.1025641025641,1,1,1,1,1,1,1,600.0,400.0,500.0,1250.0
trigo,1992,Ayacucho,"(-63.42857571237114, -34.07297686597939)",5.851648351648351,8.311752577319588,21.666666666666668,32.34615384615385,46.1025641025641,0,0,0,0,1,1,1,3500.0,3400.0,6500.0,1912.0
girasol,1992,Azul,"(-59.748236599999984, -36.93456029999999)",15.677777777777775,7.609999999999999,29.94736842105263,32.473684210526315,37.8421052631579,1,1,1,1,1,1,1,10000.0,9000.0,11700.0,1300.0
soja,1992,Azul,"(-59.748236599999984, -36.93456029999999)",15.677777777777775,7.609999999999999,29.94736842105263,32.473684210526315,37.8421052631579,1,1,1,1,1,1,1,17000.0,15000.0,24000.0,1600.0
trigo,1992,Azul,"(-59.748236599999984, -36.93456029999999)",15.677777777777775,7.609999999999999,29.94736842105263,32.473684210526315,37.8421052631579,0,0,0,0,1,1,1,52100.0,49500.0,128700.0,2600.0
cebada,1992,Bahía Blanca,"(-62.14805553846155, -38.73302107692308)",8.023076923076923,8.615384615384615,23.3,25.8,50.9,0,0,0,0,1,1,1,400.0,400.0,900.0,2250.0
girasol,1992,Bahía Blanca,"(-62.14805553846155, -38.73302107692308)",8.023076923076923,8.615384615384615,23.3,25.8,50.9,1,1,1,1,1,1,1,2500.0,2200.0,2200.0,1000.0
trigo,1992,Bahía Blanca,"(-62.14805553846155, -38.73302107692308)",8.023076923076923,8.615384615384615,23.3,25.8,50.9,0,0,0,0,1,1,1,38000.0,36000.0,72000.0,2000.0
girasol,1992,Balcarce,"(-58.23503358799999, -37.81833295846153)",14.89298245614035,7.418461538461538,24.87692307692308,32.6,42.69230769230769,1,1,1,1,1,1,1,11000.0,10000.0,13000.0,1300.0
soja,1992,Balcarce,"(-58.23503358799999, -37.81833295846153)",14.89298245614035,7.418461538461538,24.87692307692308,32.6,42.69230769230769,1,1,1,1,1,1,1,6000.0,5000.0,7500.0,1500.0
trigo,1992,Balcarce,"(-58.23503358799999, -37.81833295846153)",14.89298245614035,7.418461538461538,24.87692307692308,32.6,42.69230769230769,0,0,0,0,1,1,1,55300.0,52500.0,136500.0,2600.0
cebada,1992,Baradero,"(-59.55112921326316, -34.02387045578948)",8.727368421052631,6.741052631578947,35.42696629213483,55.674157303370784,8.944444444444445,0,0,0,0,1,1,1,3200.0,3200.0,11200.0,3500.0
girasol,1992,Baradero,"(-59.55112921326316, -34.02387045578948)",8.727368421052631,6.741052631578947,35.42696629213483,55.674157303370784,8.944444444444445,1,1,1,1,1,1,1,4000.0,3800.0,7200.0,1895.0
soja,1992,Baradero,"(-59.55112921326316, -34.02387045578948)",8.727368421052631,6.741052631578947,35.42696629213483,55.674157303370784,8.944444444444445,1,1,1,1,1,1,1,44100.0,39100.0,95500.0,2442.0
trigo,1992,Baradero,"(-59.55112921326316, -34.02387045578948)",8.727368421052631,6.741052631578947,35.42696629213483,55.674157303370784,8.944444444444445,0,0,0,0,1,1,1,3000.0,3000.0,8100.0,2700.0
girasol,1992,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,1,1,1,1,1,1,1,500.0,500.0,500.0,1000.0
girasol,1992,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,1,1,1,1,1,1,1,1100.0,1100.0,1500.0,1364.0
girasol,1992,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,1,1,1,1,1,1,1,200.0,50.0,100.0,2000.0
soja,1992,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,1,1,1,1,1,1,1,125300.0,124900.0,318700.0,2552.0
soja,1992,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,1,1,1,1,1,1,1,12300.0,12100.0,29000.0,2397.0
trigo,1992,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,0,0,0,0,1,1,1,40000.0,40000.0,112000.0,2800.0
trigo,1992,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,0,0,0,0,1,1,1,600.0,550.0,1200.0,2182.0
trigo,1992,Bermejo,"(-61.76613280769229, -23.95158646153846)",8.688235294117646,6.961538461538462,25.307692307692307,37.80769230769231,37.0,0,0,0,0,1,1,1,100.0,100.0,100.0,1000.0
girasol,1992,Bolívar,"(-61.59, -36.4)",1.0,8.15,9.5,9.5,81.0,1,1,1,1,1,1,1,15000.0,12000.0,19200.0,1600.0
soja,1992,Bolívar,"(-61.59, -36.4)",1.0,8.15,9.5,9.5,81.0,1,1,1,1,1,1,1,1500.0,750.0,1200.0,1600.0
trigo,1992,Bolívar,"(-61.59, -36.4)",1.0,8.15,9.5,9.5,81.0,0,0,0,0,1,1,1,14700.0,14400.0,34600.0,2403.0
cebada,1992,Bragado,"(-60.54881245454546, -35.218236318181816)",8.227272727272727,6.898636363636364,21.05555555555556,29.33333333333333,49.833333333333336,0,0,0,0,1,1,1,24000.0,24000.0,72000.0,3000.0
girasol,1992,Bragado,"(-60.54881245454546, -35.218236318181816)",8.227272727272727,6.898636363636364,21.05555555555556,29.33333333333333,49.833333333333336,1,1,1,1,1,1,1,24200.0,23800.0,38100.0,1601.0
soja,1992,Bragado,"(-60.54881245454546, -35.218236318181816)",8.227272727272727,6.898636363636364,21.05555555555556,29.33333333333333,49.833333333333336,1,1,1,1,1,1,1,52000.0,49000.0,66600.0,1359.0
trigo,1992,Bragado,"(-60.54881245454546, -35.218236318181816)",8.227272727272727,6.898636363636364,21.05555555555556,29.33333333333333,49.833333333333336,0,0,0,0,1,1,1,26000.0,26000.0,75400.0,2900.0
soja,1992,Burruyacú,"(-64.5, -26.283333)",5.75,,28.5,36.25,35.5,1,1,1,1,1,1,1,39000.0,38500.0,84700.0,2200.0
soja,1992,Cainguás,"(-54.71941163636364, -27.10824309090909)",7.254545454545454,4.460909090909091,75.54545454545455,16.0,8.636363636363637,1,1,1,1,1,1,1,200.0,0.0,0.0,0.0
soja,1992,Calamuchita,"(-64.531875, -32.29545)",23.73333333333333,7.116666666666667,11.0,44.875,44.25,1,1,1,1,1,1,1,10000.0,9000.0,20700.0,2300.0
trigo,1992,Calamuchita,"(-64.531875, -32.29545)",23.73333333333333,7.116666666666667,11.0,44.875,44.25,0,0,0,0,1,1,1,2500.0,2500.0,3800.0,1520.0
trigo,1992,Caleu Caleu,"(-63.88470448543861, -38.75275799771933)",8.22962962962963,8.121081081081082,16.533333333333335,24.6,59.0,0,0,0,0,1,1,1,5500.0,3800.0,4500.0,1184.0
soja,1992,Capayán,"(-65.62, -29.5)",1.6666666666666667,7.2,22.0,45.333333333333336,32.666666666666664,1,1,1,1,1,1,1,1700.0,1700.0,3400.0,2000.0
cebada,1992,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,0,0,0,0,1,1,1,320.0,40.0,50.0,1250.0
girasol,1992,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,1,1,1,1,1,1,1,22800.0,19700.0,23600.0,1198.0
soja,1992,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,1,1,1,1,1,1,1,3000.0,2000.0,4600.0,2300.0
soja,1992,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,1,1,1,1,1,1,1,100.0,100.0,200.0,2000.0
soja,1992,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,1,1,1,1,1,1,1,2000.0,1700.0,2800.0,1647.0
trigo,1992,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,0,0,0,0,1,1,1,1000.0,700.0,1600.0,2286.0
trigo,1992,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,0,0,0,0,1,1,1,42900.0,31000.0,37200.0,1200.0
cebada,1992,Capitán Sarmiento,"(-59.882769732999996, -34.15669584950001)",8.8425,7.2,31.72222222222222,57.333333333333336,11.083333333333334,0,0,0,0,1,1,1,600.0,600.0,2000.0,3333.0
girasol,1992,Capitán Sarmiento,"(-59.882769732999996, -34.15669584950001)",8.8425,7.2,31.72222222222222,57.333333333333336,11.083333333333334,1,1,1,1,1,1,1,3500.0,3300.0,6600.0,2000.0
soja,1992,Capitán Sarmiento,"(-59.882769732999996, -34.15669584950001)",8.8425,7.2,31.72222222222222,57.333333333333336,11.083333333333334,1,1,1,1,1,1,1,28450.0,23500.0,31300.0,1332.0
cebada,1992,Carlos Casares,"(-61.047639, -35.758889)",5.5,9.0,,,,0,0,0,0,1,1,1,3500.0,3200.0,8300.0,2594.0
girasol,1992,Carlos Casares,"(-61.047639, -35.758889)",5.5,9.0,,,,1,1,1,1,1,1,1,22500.0,21500.0,40900.0,1902.0
soja,1992,Carlos Casares,"(-61.047639, -35.758889)",5.5,9.0,,,,1,1,1,1,1,1,1,10600.0,10200.0,18400.0,1804.0
trigo,1992,Carlos Casares,"(-61.047639, -35.758889)",5.5,9.0,,,,0,0,0,0,1,1,1,20600.0,20100.0,56300.0,2801.0
cebada,1992,Carmen de Areco,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332,0,0,0,0,1,1,1,1500.0,1500.0,3800.0,2533.0
girasol,1992,Carmen de Areco,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332,1,1,1,1,1,1,1,1500.0,1500.0,2400.0,1600.0
soja,1992,Carmen de Areco,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332,1,1,1,1,1,1,1,9600.0,9600.0,18400.0,1917.0
trigo,1992,Carmen de Areco,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332,0,0,0,0,1,1,1,4200.0,4200.0,12600.0,3000.0
cebada,1992,Caseros,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222,0,0,0,0,1,1,1,3500.0,3500.0,9100.0,2600.0
girasol,1992,Caseros,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222,1,1,1,1,1,1,1,3500.0,3500.0,4900.0,1400.0
soja,1992,Caseros,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222,1,1,1,1,1,1,1,245000.0,231500.0,485200.0,2096.0
trigo,1992,Caseros,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222,0,0,0,0,1,1,1,73000.0,72000.0,165600.0,2300.0
cebada,1992,Castellanos,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334,0,0,0,0,1,1,1,700.0,0.0,0.0,0.0
girasol,1992,Castellanos,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334,1,1,1,1,1,1,1,7000.0,6300.0,7600.0,1206.0
soja,1992,Castellanos,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334,1,1,1,1,1,1,1,56000.0,55500.0,119300.0,2150.0
trigo,1992,Castellanos,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334,0,0,0,0,1,1,1,71000.0,71000.0,227200.0,3200.0
girasol,1992,Castelli,"(-57.839197091111096, -36.12718597777778)",11.61470588235294,7.788888888888889,30.066666666666663,31.244444444444444,38.86666666666667,1,1,1,1,1,1,1,1000.0,900.0,900.0,1000.0
trigo,1992,Castelli,"(-57.839197091111096, -36.12718597777778)",11.61470588235294,7.788888888888889,30.066666666666663,31.244444444444444,38.86666666666667,0,0,0,0,1,1,1,1300.0,1200.0,2000.0,1667.0
cebada,1992,Catriló,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,,0,0,0,0,1,1,1,500.0,30.0,40.0,1333.0
girasol,1992,Catriló,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,,1,1,1,1,1,1,1,33100.0,30500.0,53400.0,1751.0
soja,1992,Catriló,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,,1,1,1,1,1,1,1,2000.0,2000.0,3200.0,1600.0
trigo,1992,Catriló,"(-63.46428557142858, -36.464285714285715)",5.985714285714286,,,,,0,0,0,0,1,1,1,41500.0,27000.0,31300.0,1159.0
girasol,1992,Cañuelas,"(-58.7, -35.016667)",6.625,9.075,30.75,50.25,19.25,1,1,1,1,1,1,1,2000.0,2000.0,2600.0,1300.0
soja,1992,Cañuelas,"(-58.7, -35.016667)",6.625,9.075,30.75,50.25,19.25,1,1,1,1,1,1,1,500.0,450.0,700.0,1556.0
trigo,1992,Cañuelas,"(-58.7, -35.016667)",6.625,9.075,30.75,50.25,19.25,0,0,0,0,1,1,1,1800.0,1800.0,4300.0,2389.0
cebada,1992,Chacabuco,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515,0,0,0,0,1,1,1,1000.0,1000.0,2600.0,2600.0
cebada,1992,Chacabuco,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515,0,0,0,0,1,1,1,200.0,0.0,0.0,0.0
girasol,1992,Chacabuco,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515,1,1,1,1,1,1,1,2000.0,2000.0,3000.0,1500.0
girasol,1992,Chacabuco,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515,1,1,1,1,1,1,1,16200.0,13200.0,19800.0,1500.0
girasol,1992,Chacabuco,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515,1,1,1,1,1,1,1,2400.0,2160.0,2200.0,1019.0
soja,1992,Chacabuco,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515,1,1,1,1,1,1,1,62800.0,57800.0,99800.0,1727.0
soja,1992,Chacabuco,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515,1,1,1,1,1,1,1,36000.0,36000.0,64800.0,1800.0
trigo,1992,Chacabuco,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515,0,0,0,0,1,1,1,38000.0,38000.0,112100.0,2950.0
trigo,1992,Chacabuco,"(-61.40576648275851, -34.17867342528738)",9.575478927203063,7.025363984674329,22.49344978165939,53.51528384279476,24.12663755458515,0,0,0,0,1,1,1,6000.0,6000.0,15000.0,2500.0
cebada,1992,Chapaleufú,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667,0,0,0,0,1,1,1,1220.0,920.0,1430.0,1554.0
girasol,1992,Chapaleufú,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667,1,1,1,1,1,1,1,32800.0,31800.0,50900.0,1601.0
soja,1992,Chapaleufú,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667,1,1,1,1,1,1,1,6100.0,5900.0,14800.0,2508.0
trigo,1992,Chapaleufú,"(-63.716666890000006, -35.18333311)",6.366666666666667,7.458333333333333,10.083333333333334,18.416666666666668,71.66666666666667,0,0,0,0,1,1,1,27000.0,23600.0,47200.0,2000.0
girasol,1992,Chascomús,"(-57.84511121338584, -35.523078354173244)",10.412903225806453,8.163779527559054,32.733333333333334,46.88333333333333,20.591666666666665,1,1,1,1,1,1,1,2000.0,1900.0,2500.0,1316.0
soja,1992,Chascomús,"(-57.84511121338584, -35.523078354173244)",10.412903225806453,8.163779527559054,32.733333333333334,46.88333333333333,20.591666666666665,1,1,1,1,1,1,1,900.0,800.0,1300.0,1625.0
trigo,1992,Chascomús,"(-57.84511121338584, -35.523078354173244)",10.412903225806453,8.163779527559054,32.733333333333334,46.88333333333333,20.591666666666665,0,0,0,0,1,1,1,2000.0,2000.0,5200.0,2600.0
soja,1992,Chicligasta,"(-65.63449391666668, -27.34576302777778)",6.12,6.158620689655172,9.676470588235292,33.588235294117645,56.794117647058826,1,1,1,1,1,1,1,2700.0,2700.0,5500.0,2037.0
cebada,1992,Chivilcoy,"(-59.92064349999995, -34.85732974025973)",8.361073825503356,7.186948051948051,23.98639455782313,52.1156462585034,24.027210884353742,0,0,0,0,1,1,1,2500.0,2500.0,7500.0,3000.0
girasol,1992,Chivilcoy,"(-59.92064349999995, -34.85732974025973)",8.361073825503356,7.186948051948051,23.98639455782313,52.1156462585034,24.027210884353742,1,1,1,1,1,1,1,15400.0,15400.0,24600.0,1597.0
soja,1992,Chivilcoy,"(-59.92064349999995, -34.85732974025973)",8.361073825503356,7.186948051948051,23.98639455782313,52.1156462585034,24.027210884353742,1,1,1,1,1,1,1,44000.0,41700.0,55600.0,1333.0
trigo,1992,Chivilcoy,"(-59.92064349999995, -34.85732974025973)",8.361073825503356,7.186948051948051,23.98639455782313,52.1156462585034,24.027210884353742,0,0,0,0,1,1,1,34000.0,34000.0,98600.0,2900.0
girasol,1992,Colón,"(-60.70948861333329, -33.56080636799994)",9.594594594594597,6.930066666666667,26.163265306122447,54.46938775510204,19.53061224489796,1,1,1,1,1,1,1,2000.0,1700.0,2900.0,1706.0
girasol,1992,Colón,"(-60.70948861333329, -33.56080636799994)",9.594594594594597,6.930066666666667,26.163265306122447,54.46938775510204,19.53061224489796,1,1,1,1,1,1,1,1500.0,1500.0,2100.0,1400.0
soja,1992,Colón,"(-60.70948861333329, -33.56080636799994)",9.594594594594597,6.930066666666667,26.163265306122447,54.46938775510204,19.53061224489796,1,1,1,1,1,1,1,45700.0,45100.0,94100.0,2086.0
soja,1992,Colón,"(-60.70948861333329, -33.56080636799994)",9.594594594594597,6.930066666666667,26.163265306122447,54.46938775510204,19.53061224489796,1,1,1,1,1,1,1,17000.0,16500.0,33000.0,2000.0
soja,1992,Colón,"(-60.70948861333329, -33.56080636799994)",9.594594594594597,6.930066666666667,26.163265306122447,54.46938775510204,19.53061224489796,1,1,1,1,1,1,1,300.0,300.0,500.0,1667.0
trigo,1992,Colón,"(-60.70948861333329, -33.56080636799994)",9.594594594594597,6.930066666666667,26.163265306122447,54.46938775510204,19.53061224489796,0,0,0,0,1,1,1,24000.0,24000.0,72000.0,3000.0
trigo,1992,Colón,"(-60.70948861333329, -33.56080636799994)",9.594594594594597,6.930066666666667,26.163265306122447,54.46938775510204,19.53061224489796,0,0,0,0,1,1,1,2000.0,2000.0,5000.0,2500.0
trigo,1992,Colón,"(-60.70948861333329, -33.56080636799994)",9.594594594594597,6.930066666666667,26.163265306122447,54.46938775510204,19.53061224489796,0,0,0,0,1,1,1,1000.0,1000.0,1800.0,1800.0
girasol,1992,Concordia,"(-58.22707381854551, -31.327446727272722)",8.954716981132076,6.406,27.604166666666668,32.3125,40.25,1,1,1,1,1,1,1,600.0,400.0,500.0,1250.0
soja,1992,Concordia,"(-58.22707381854551, -31.327446727272722)",8.954716981132076,6.406,27.604166666666668,32.3125,40.25,1,1,1,1,1,1,1,450.0,400.0,700.0,1750.0
trigo,1992,Concordia,"(-58.22707381854551, -31.327446727272722)",8.954716981132076,6.406,27.604166666666668,32.3125,40.25,0,0,0,0,1,1,1,500.0,300.0,500.0,1667.0
cebada,1992,Conhelo,"(-64.67777799999999, -36.12222233333333)",8.833333333333334,,,,,0,0,0,0,1,1,1,4110.0,3060.0,5470.0,1788.0
girasol,1992,Conhelo,"(-64.67777799999999, -36.12222233333333)",8.833333333333334,,,,,1,1,1,1,1,1,1,26900.0,25800.0,36100.0,1399.0
soja,1992,Conhelo,"(-64.67777799999999, -36.12222233333333)",8.833333333333334,,,,,1,1,1,1,1,1,1,1500.0,1400.0,3200.0,2286.0
trigo,1992,Conhelo,"(-64.67777799999999, -36.12222233333333)",8.833333333333334,,,,,0,0,0,0,1,1,1,57000.0,46100.0,59900.0,1299.0
girasol,1992,Copo,"(-62.73833333333336, -25.968333299999983)",9.313333333333333,,18.655172413793103,38.206896551724135,43.13793103448276,1,1,1,1,1,1,1,200.0,150.0,200.0,1333.0
cebada,1992,Coronel Dorrego,"(-61.04771799999999, -38.418606999999994)",11.873333333333331,7.206666666666666,40.642857142857146,31.357142857142858,28.071428571428573,0,0,0,0,1,1,1,37000.0,37000.0,103600.0,2800.0
girasol,1992,Coronel Dorrego,"(-61.04771799999999, -38.418606999999994)",11.873333333333331,7.206666666666666,40.642857142857146,31.357142857142858,28.071428571428573,1,1,1,1,1,1,1,24800.0,24050.0,24100.0,1002.0
soja,1992,Coronel Dorrego,"(-61.04771799999999, -38.418606999999994)",11.873333333333331,7.206666666666666,40.642857142857146,31.357142857142858,28.071428571428573,1,1,1,1,1,1,1,2000.0,1400.0,800.0,571.0
trigo,1992,Coronel Dorrego,"(-61.04771799999999, -38.418606999999994)",11.873333333333331,7.206666666666666,40.642857142857146,31.357142857142858,28.071428571428573,0,0,0,0,1,1,1,149000.0,149000.0,357600.0,2400.0
cebada,1992,Coronel Pringles,"(-65.31176915423731, -33.79166944576271)",10.221610169491528,7.839527896995707,17.27710843373494,38.036144578313255,44.7710843373494,0,0,0,0,1,1,1,4000.0,4000.0,12000.0,3000.0
cebada,1992,Coronel Pringles,"(-65.31176915423731, -33.79166944576271)",10.221610169491528,7.839527896995707,17.27710843373494,38.036144578313255,44.7710843373494,0,0,0,0,1,1,1,500.0,0.0,0.0,0.0
girasol,1992,Coronel Pringles,"(-65.31176915423731, -33.79166944576271)",10.221610169491528,7.839527896995707,17.27710843373494,38.036144578313255,44.7710843373494,1,1,1,1,1,1,1,19800.0,19200.0,21100.0,1099.0
girasol,1992,Coronel Pringles,"(-65.31176915423731, -33.79166944576271)",10.221610169491528,7.839527896995707,17.27710843373494,38.036144578313255,44.7710843373494,1,1,1,1,1,1,1,1600.0,1440.0,1400.0,972.0
soja,1992,Coronel Pringles,"(-65.31176915423731, -33.79166944576271)",10.221610169491528,7.839527896995707,17.27710843373494,38.036144578313255,44.7710843373494,1,1,1,1,1,1,1,2500.0,1750.0,1200.0,686.0
trigo,1992,Coronel Pringles,"(-65.31176915423731, -33.79166944576271)",10.221610169491528,7.839527896995707,17.27710843373494,38.036144578313255,44.7710843373494,0,0,0,0,1,1,1,68200.0,68200.0,163300.0,2394.0
cebada,1992,Coronel de Marina Leonardo Rosales,"(-62.00113077272727, -38.777697999999994)",7.042857142857143,7.977272727272727,19.57894736842105,23.73684210526316,57.0,0,0,0,0,1,1,1,300.0,300.0,700.0,2333.0
trigo,1992,Coronel de Marina Leonardo Rosales,"(-62.00113077272727, -38.777697999999994)",7.042857142857143,7.977272727272727,19.57894736842105,23.73684210526316,57.0,0,0,0,0,1,1,1,26000.0,24500.0,36800.0,1502.0
girasol,1992,Daireaux,"(-61.90186133333333, -36.56371008333333)",5.9750000000000005,8.799999999999999,16.5,29.5,54.083333333333336,1,1,1,1,1,1,1,17000.0,16200.0,21100.0,1302.0
soja,1992,Daireaux,"(-61.90186133333333, -36.56371008333333)",5.9750000000000005,8.799999999999999,16.5,29.5,54.083333333333336,1,1,1,1,1,1,1,1000.0,500.0,800.0,1600.0
trigo,1992,Daireaux,"(-61.90186133333333, -36.56371008333333)",5.9750000000000005,8.799999999999999,16.5,29.5,54.083333333333336,0,0,0,0,1,1,1,13700.0,13400.0,29500.0,2201.0
girasol,1992,Diamante,"(-60.456486400000045, -32.13530008275863)",9.444827586206896,7.2764827586206895,35.53900709219858,55.94285714285714,8.428571428571429,1,1,1,1,1,1,1,5800.0,5000.0,8000.0,1600.0
