cultivo_nombre,anio,departamento_nombre,coords,organic_carbon,ph,clay,silt,sand,Nino_lag1,Nino_lag2,Nino_lag3,Nino_lag4,Nino_lag5,Nino_lag6,Nino_lag7,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tn,rendimiento_kgxha
soja,1983,Atreucó,"(-63.695238142857136, -37.12619028571429)",4.871428571428572,7.266666666666667,12.666666666666666,19.0,68.33333333333333,1,1,1,1,1,1,1,50.0,50.0,80.0,1600.0
trigo,1983,Atreucó,"(-63.695238142857136, -37.12619028571429)",4.871428571428572,7.266666666666667,12.666666666666666,19.0,68.33333333333333,0,0,0,0,1,1,1,68000.0,64600.0,77500.0,1200.0
cebada,1983,Avellaneda,"(-66.02814601914288, -37.70580970485714)",3.767647058823529,7.720000000000001,12.911764705882351,24.352941176470587,62.794117647058826,0,0,0,0,1,1,1,680.0,120.0,119.0,992.0
cebada,1983,Avellaneda,"(-66.02814601914288, -37.70580970485714)",3.767647058823529,7.720000000000001,12.911764705882351,24.352941176470587,62.794117647058826,0,0,0,0,1,1,1,550.0,0.0,0.0,0.0
trigo,1983,Avellaneda,"(-66.02814601914288, -37.70580970485714)",3.767647058823529,7.720000000000001,12.911764705882351,24.352941176470587,62.794117647058826,0,0,0,0,1,1,1,360.0,360.0,1096.0,3044.0
trigo,1983,Avellaneda,"(-66.02814601914288, -37.70580970485714)",3.767647058823529,7.720000000000001,12.911764705882351,24.352941176470587,62.794117647058826,0,0,0,0,1,1,1,980.0,980.0,1372.0,1400.0
cebada,1983,Ayacucho,"(-63.42857571237114, -34.07297686597939)",5.851648351648351,8.311752577319588,21.666666666666668,32.34615384615385,46.1025641025641,0,0,0,0,1,1,1,300.0,0.0,0.0,0.0
girasol,1983,Ayacucho,"(-63.42857571237114, -34.07297686597939)",5.851648351648351,8.311752577319588,21.666666666666668,32.34615384615385,46.1025641025641,1,1,1,1,1,1,1,22000.0,22000.0,17600.0,800.0
trigo,1983,Ayacucho,"(-63.42857571237114, -34.07297686597939)",5.851648351648351,8.311752577319588,21.666666666666668,32.34615384615385,46.1025641025641,0,0,0,0,1,1,1,2500.0,2500.0,5750.0,2300.0
cebada,1983,Azul,"(-59.748236599999984, -36.93456029999999)",15.677777777777775,7.609999999999999,29.94736842105263,32.473684210526315,37.8421052631579,0,0,0,0,1,1,1,700.0,0.0,0.0,0.0
girasol,1983,Azul,"(-59.748236599999984, -36.93456029999999)",15.677777777777775,7.609999999999999,29.94736842105263,32.473684210526315,37.8421052631579,1,1,1,1,1,1,1,25000.0,25000.0,25000.0,1000.0
soja,1983,Azul,"(-59.748236599999984, -36.93456029999999)",15.677777777777775,7.609999999999999,29.94736842105263,32.473684210526315,37.8421052631579,1,1,1,1,1,1,1,100.0,100.0,180.0,1800.0
trigo,1983,Azul,"(-59.748236599999984, -36.93456029999999)",15.677777777777775,7.609999999999999,29.94736842105263,32.473684210526315,37.8421052631579,0,0,0,0,1,1,1,60000.0,58000.0,144000.0,2483.0
cebada,1983,Añelo,"(-68.28467416666666, -38.627206666666666)",19.6,7.899999999999999,21.666666666666668,26.5,51.833333333333336,0,0,0,0,1,1,1,180.0,20.0,21.0,1050.0
cebada,1983,Bahía Blanca,"(-62.14805553846155, -38.73302107692308)",8.023076923076923,8.615384615384615,23.3,25.8,50.9,0,0,0,0,1,1,1,8000.0,4500.0,6450.0,1433.0
girasol,1983,Bahía Blanca,"(-62.14805553846155, -38.73302107692308)",8.023076923076923,8.615384615384615,23.3,25.8,50.9,1,1,1,1,1,1,1,500.0,500.0,350.0,700.0
trigo,1983,Bahía Blanca,"(-62.14805553846155, -38.73302107692308)",8.023076923076923,8.615384615384615,23.3,25.8,50.9,0,0,0,0,1,1,1,92000.0,91000.0,139100.0,1529.0
girasol,1983,Balcarce,"(-58.23503358799999, -37.81833295846153)",14.89298245614035,7.418461538461538,24.87692307692308,32.6,42.69230769230769,1,1,1,1,1,1,1,35000.0,31500.0,40000.0,1270.0
soja,1983,Balcarce,"(-58.23503358799999, -37.81833295846153)",14.89298245614035,7.418461538461538,24.87692307692308,32.6,42.69230769230769,1,1,1,1,1,1,1,300.0,300.0,540.0,1800.0
trigo,1983,Balcarce,"(-58.23503358799999, -37.81833295846153)",14.89298245614035,7.418461538461538,24.87692307692308,32.6,42.69230769230769,0,0,0,0,1,1,1,48250.0,48000.0,98970.0,2062.0
cebada,1983,Baradero,"(-59.55112921326316, -34.02387045578948)",8.727368421052631,6.741052631578947,35.42696629213483,55.674157303370784,8.944444444444445,0,0,0,0,1,1,1,700.0,0.0,0.0,0.0
girasol,1983,Baradero,"(-59.55112921326316, -34.02387045578948)",8.727368421052631,6.741052631578947,35.42696629213483,55.674157303370784,8.944444444444445,1,1,1,1,1,1,1,3000.0,3000.0,3000.0,1000.0
soja,1983,Baradero,"(-59.55112921326316, -34.02387045578948)",8.727368421052631,6.741052631578947,35.42696629213483,55.674157303370784,8.944444444444445,1,1,1,1,1,1,1,27800.0,27700.0,64300.0,2321.0
trigo,1983,Baradero,"(-59.55112921326316, -34.02387045578948)",8.727368421052631,6.741052631578947,35.42696629213483,55.674157303370784,8.944444444444445,0,0,0,0,1,1,1,17000.0,16700.0,28390.0,1700.0
cebada,1983,Bariloche,"(-71.56149923255812, -41.51544530232556)",31.60238095238095,6.425,9.578947368421051,34.973684210526315,55.60526315789474,0,0,0,0,1,1,1,170.0,60.0,76.0,1267.0
trigo,1983,Bariloche,"(-71.56149923255812, -41.51544530232556)",31.60238095238095,6.425,9.578947368421051,34.973684210526315,55.60526315789474,0,0,0,0,1,1,1,40.0,40.0,64.0,1600.0
cebada,1983,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,0,0,0,0,1,1,1,550.0,100.0,115.0,1150.0
cebada,1983,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,0,0,0,0,1,1,1,850.0,0.0,0.0,0.0
girasol,1983,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,1,1,1,1,1,1,1,300.0,300.0,420.0,1400.0
girasol,1983,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,1,1,1,1,1,1,1,250.0,250.0,195.0,780.0
soja,1983,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,1,1,1,1,1,1,1,97000.0,97000.0,250500.0,2582.0
trigo,1983,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,0,0,0,0,1,1,1,75000.0,75000.0,187500.0,2500.0
trigo,1983,Belgrano,"(-63.81863469005838, -31.910643976608256)",6.998245614035088,7.78144,22.675925925925927,51.44444444444444,26.07407407407408,0,0,0,0,1,1,1,1176.0,1176.0,1646.0,1400.0
girasol,1983,Bella Vista,"(-58.92553320720725, -28.507356927927955)",4.036111111111111,5.7657657657657655,18.65137614678899,17.394495412844037,64.11009174311927,1,1,1,1,1,1,1,90.0,80.0,52.0,650.0
cebada,1983,Belén,"(-66.45972222, -26.39972222)",8.0,7.933333333333333,7.0,42.66666666666666,50.333333333333336,0,0,0,0,1,1,1,114.0,0.0,0.0,0.0
cebada,1983,Bolívar,"(-61.59, -36.4)",1.0,8.15,9.5,9.5,81.0,0,0,0,0,1,1,1,3500.0,1000.0,1300.0,1300.0
girasol,1983,Bolívar,"(-61.59, -36.4)",1.0,8.15,9.5,9.5,81.0,1,1,1,1,1,1,1,50000.0,34000.0,44150.0,1299.0
trigo,1983,Bolívar,"(-61.59, -36.4)",1.0,8.15,9.5,9.5,81.0,0,0,0,0,1,1,1,60000.0,59000.0,112000.0,1898.0
cebada,1983,Bragado,"(-60.54881245454546, -35.218236318181816)",8.227272727272727,6.898636363636364,21.05555555555556,29.33333333333333,49.833333333333336,0,0,0,0,1,1,1,2100.0,2000.0,4000.0,2000.0
girasol,1983,Bragado,"(-60.54881245454546, -35.218236318181816)",8.227272727272727,6.898636363636364,21.05555555555556,29.33333333333333,49.833333333333336,1,1,1,1,1,1,1,16000.0,16000.0,17600.0,1100.0
soja,1983,Bragado,"(-60.54881245454546, -35.218236318181816)",8.227272727272727,6.898636363636364,21.05555555555556,29.33333333333333,49.833333333333336,1,1,1,1,1,1,1,19700.0,19700.0,44000.0,2234.0
trigo,1983,Bragado,"(-60.54881245454546, -35.218236318181816)",8.227272727272727,6.898636363636364,21.05555555555556,29.33333333333333,49.833333333333336,0,0,0,0,1,1,1,40000.0,40000.0,104000.0,2600.0
cebada,1983,Brandsen,"(-58.159286586206875, -35.339527724137945)",11.384,7.899999999999999,32.07142857142857,49.67857142857143,18.642857142857142,0,0,0,0,1,1,1,50.0,0.0,0.0,0.0
girasol,1983,Brandsen,"(-58.159286586206875, -35.339527724137945)",11.384,7.899999999999999,32.07142857142857,49.67857142857143,18.642857142857142,1,1,1,1,1,1,1,430.0,430.0,390.0,907.0
soja,1983,Brandsen,"(-58.159286586206875, -35.339527724137945)",11.384,7.899999999999999,32.07142857142857,49.67857142857143,18.642857142857142,1,1,1,1,1,1,1,250.0,250.0,450.0,1800.0
trigo,1983,Brandsen,"(-58.159286586206875, -35.339527724137945)",11.384,7.899999999999999,32.07142857142857,49.67857142857143,18.642857142857142,0,0,0,0,1,1,1,50.0,50.0,85.0,1700.0
cebada,1983,Burruyacú,"(-64.5, -26.283333)",5.75,,28.5,36.25,35.5,0,0,0,0,1,1,1,250.0,0.0,0.0,0.0
soja,1983,Burruyacú,"(-64.5, -26.283333)",5.75,,28.5,36.25,35.5,1,1,1,1,1,1,1,48000.0,47770.0,99000.0,2072.0
soja,1983,Cainguás,"(-54.71941163636364, -27.10824309090909)",7.254545454545454,4.460909090909091,75.54545454545455,16.0,8.636363636363637,1,1,1,1,1,1,1,3300.0,3300.0,5900.0,1788.0
girasol,1983,Calamuchita,"(-64.531875, -32.29545)",23.73333333333333,7.116666666666667,11.0,44.875,44.25,1,1,1,1,1,1,1,1000.0,1000.0,1100.0,1100.0
soja,1983,Calamuchita,"(-64.531875, -32.29545)",23.73333333333333,7.116666666666667,11.0,44.875,44.25,1,1,1,1,1,1,1,20000.0,20000.0,44000.0,2200.0
trigo,1983,Calamuchita,"(-64.531875, -32.29545)",23.73333333333333,7.116666666666667,11.0,44.875,44.25,0,0,0,0,1,1,1,6000.0,6000.0,9900.0,1650.0
cebada,1983,Caleu Caleu,"(-63.88470448543861, -38.75275799771933)",8.22962962962963,8.121081081081082,16.533333333333335,24.6,59.0,0,0,0,0,1,1,1,50.0,0.0,0.0,0.0
trigo,1983,Caleu Caleu,"(-63.88470448543861, -38.75275799771933)",8.22962962962963,8.121081081081082,16.533333333333335,24.6,59.0,0,0,0,0,1,1,1,6000.0,5700.0,6000.0,1053.0
cebada,1983,Calingasta,"(-69.48213333285713, -31.524399999999996)",3.7857142857142856,7.871428571428572,11.25,23.5,65.5,0,0,0,0,1,1,1,100.0,0.0,0.0,0.0
soja,1983,Candelaria,"(-55.75219092307694, -27.481151153846156)",8.453846153846154,4.493846153846154,46.5,23.416666666666668,30.08333333333333,1,1,1,1,1,1,1,180.0,180.0,220.0,1222.0
cebada,1983,Capayán,"(-65.62, -29.5)",1.6666666666666667,7.2,22.0,45.333333333333336,32.666666666666664,0,0,0,0,1,1,1,240.0,0.0,0.0,0.0
soja,1983,Capayán,"(-65.62, -29.5)",1.6666666666666667,7.2,22.0,45.333333333333336,32.666666666666664,1,1,1,1,1,1,1,100.0,100.0,100.0,1000.0
cebada,1983,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,0,0,0,0,1,1,1,350.0,130.0,146.0,1123.0
cebada,1983,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,0,0,0,0,1,1,1,50.0,0.0,0.0,0.0
cebada,1983,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,0,0,0,0,1,1,1,370.0,0.0,0.0,0.0
girasol,1983,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,1,1,1,1,1,1,1,4000.0,3770.0,3393.0,900.0
soja,1983,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,1,1,1,1,1,1,1,50.0,50.0,75.0,1500.0
soja,1983,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,1,1,1,1,1,1,1,3400.0,3400.0,6400.0,1882.0
trigo,1983,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,0,0,0,0,1,1,1,44000.0,39600.0,51400.0,1298.0
trigo,1983,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,0,0,0,0,1,1,1,20.0,0.0,0.0,0.0
trigo,1983,Capital,"(-61.45928630154752, -27.79206652976191)",6.935329341317366,6.226355140186916,20.59006211180124,30.453416149068325,49.08695652173913,0,0,0,0,1,1,1,118.0,118.0,177.0,1500.0
cebada,1983,Capitán Sarmiento,"(-59.882769732999996, -34.15669584950001)",8.8425,7.2,31.72222222222222,57.333333333333336,11.083333333333334,0,0,0,0,1,1,1,100.0,0.0,0.0,0.0
girasol,1983,Capitán Sarmiento,"(-59.882769732999996, -34.15669584950001)",8.8425,7.2,31.72222222222222,57.333333333333336,11.083333333333334,1,1,1,1,1,1,1,1000.0,1000.0,1000.0,1000.0
soja,1983,Capitán Sarmiento,"(-59.882769732999996, -34.15669584950001)",8.8425,7.2,31.72222222222222,57.333333333333336,11.083333333333334,1,1,1,1,1,1,1,11500.0,11500.0,30400.0,2643.0
cebada,1983,Carlos Casares,"(-61.047639, -35.758889)",5.5,9.0,,,,0,0,0,0,1,1,1,800.0,400.0,780.0,1950.0
girasol,1983,Carlos Casares,"(-61.047639, -35.758889)",5.5,9.0,,,,1,1,1,1,1,1,1,25150.0,22350.0,20000.0,895.0
soja,1983,Carlos Casares,"(-61.047639, -35.758889)",5.5,9.0,,,,1,1,1,1,1,1,1,2400.0,2400.0,4300.0,1792.0
trigo,1983,Carlos Casares,"(-61.047639, -35.758889)",5.5,9.0,,,,0,0,0,0,1,1,1,30000.0,30000.0,72000.0,2400.0
cebada,1983,Carmen de Areco,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332,0,0,0,0,1,1,1,250.0,0.0,0.0,0.0
girasol,1983,Carmen de Areco,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332,1,1,1,1,1,1,1,1000.0,1000.0,1300.0,1300.0
soja,1983,Carmen de Areco,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332,1,1,1,1,1,1,1,8000.0,7950.0,20500.0,2579.0
trigo,1983,Carmen de Areco,"(-59.9100142894737, -34.401702157894725)",8.678807947019868,7.314473684210526,30.16,58.04666666666667,11.853333333333332,0,0,0,0,1,1,1,6500.0,6300.0,11970.0,1900.0
cebada,1983,Caseros,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222,0,0,0,0,1,1,1,155.0,65.0,61.0,938.0
girasol,1983,Caseros,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222,1,1,1,1,1,1,1,200.0,200.0,280.0,1400.0
soja,1983,Caseros,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222,1,1,1,1,1,1,1,195000.0,192500.0,495400.0,2574.0
trigo,1983,Caseros,"(-61.60967386814161, -33.14279163805309)",6.627027027027027,7.107407407407408,27.74074074074074,65.14814814814815,7.222222222222222,0,0,0,0,1,1,1,145000.0,145000.0,290000.0,2000.0
cebada,1983,Castellanos,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334,0,0,0,0,1,1,1,3600.0,350.0,300.0,857.0
girasol,1983,Castellanos,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334,1,1,1,1,1,1,1,4000.0,4000.0,3600.0,900.0
soja,1983,Castellanos,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334,1,1,1,1,1,1,1,3500.0,3500.0,7000.0,2000.0
trigo,1983,Castellanos,"(-61.70638617460316, -31.183212222222235)",5.819999999999999,7.327301587301587,30.383333333333333,64.51666666666667,5.183333333333334,0,0,0,0,1,1,1,36500.0,36000.0,72000.0,2000.0
