,cultivo_nombre,anio,departamento_nombre,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tn,rendimiento_kgxha,coords,organic_carbon,ph,clay,silt,sand
15500,maíz,1987,Mercedes,3000.0,2500.0,9750.0,3900.0,"(-59.10558356310681, -33.42720989320394)",8.814563106796117,7.533398058252427,29.35,55.22,15.58
15501,soja,1987,Mercedes,3400.0,3400.0,6700.0,1971.0,"(-59.10558356310681, -33.42720989320394)",8.814563106796117,7.533398058252427,29.35,55.22,15.58
15502,trigo,1987,Mercedes,3200.0,3200.0,4950.0,1547.0,"(-59.10558356310681, -33.42720989320394)",8.814563106796117,7.533398058252427,29.35,55.22,15.58
15503,cebada,1987,Metán,150.0,0.0,0.0,0.0,"(-64.40989874590163, -25.336853581967244)",7.979338842975206,7.653571428571428,19.59633027522936,40.04587155963303,42.932038834951456
15504,soja,1987,Metán,20000.0,20000.0,50000.0,2500.0,"(-64.40989874590163, -25.336853581967244)",7.979338842975206,7.653571428571428,19.59633027522936,40.04587155963303,42.932038834951456
15505,Avena,1987,Minas,110.0,45.0,37.0,822.0,"(-70.76385283116889, -36.94783558441561)",19.225,5.25,22.75,30.93421052631579,46.23684210526316
15506,Cebada forrajera,1987,Minas,110.0,20.0,17.0,850.0,"(-70.76385283116889, -36.94783558441561)",19.225,5.25,22.75,30.93421052631579,46.23684210526316
15507,Maíz,1987,Minas,500.0,500.0,1200.0,2400.0,"(-70.76385283116889, -36.94783558441561)",19.225,5.25,22.75,30.93421052631579,46.23684210526316
15508,Maíz,1987,Minas,33.0,25.0,70.0,2800.0,"(-70.76385283116889, -36.94783558441561)",19.225,5.25,22.75,30.93421052631579,46.23684210526316
15509,Trigo total,1987,Minas,30.0,30.0,30.0,1000.0,"(-70.76385283116889, -36.94783558441561)",19.225,5.25,22.75,30.93421052631579,46.23684210526316
15510,avena,1987,Minas,110.0,45.0,37.0,822.0,"(-70.76385283116889, -36.94783558441561)",19.225,5.25,22.75,30.93421052631579,46.23684210526316
15511,cebada,1987,Minas,110.0,20.0,17.0,850.0,"(-70.76385283116889, -36.94783558441561)",19.225,5.25,22.75,30.93421052631579,46.23684210526316
15512,maíz,1987,Minas,500.0,500.0,1200.0,2400.0,"(-70.76385283116889, -36.94783558441561)",19.225,5.25,22.75,30.93421052631579,46.23684210526316
15513,maíz,1987,Minas,33.0,25.0,70.0,2800.0,"(-70.76385283116889, -36.94783558441561)",19.225,5.25,22.75,30.93421052631579,46.23684210526316
15514,trigo,1987,Minas,30.0,30.0,30.0,1000.0,"(-70.76385283116889, -36.94783558441561)",19.225,5.25,22.75,30.93421052631579,46.23684210526316
15515,Maíz,1987,Mitre,200.0,200.0,580.0,2900.0,"(-62.8666665, -29.483333500000004)",4.6875,,16.0,36.5,47.5
15516,maíz,1987,Mitre,200.0,200.0,580.0,2900.0,"(-62.8666665, -29.483333500000004)",4.6875,,16.0,36.5,47.5
15517,Avena,1987,Monte,4600.0,0.0,0.0,0.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15518,Cebada forrajera,1987,Monte,450.0,0.0,0.0,0.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15519,Girasol,1987,Monte,3100.0,3100.0,3000.0,968.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15520,Lino,1987,Monte,4000.0,3300.0,3630.0,1100.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15521,Maíz,1987,Monte,6000.0,5000.0,21000.0,4200.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15522,Papa total,1987,Monte,100.0,100.0,3000.0,30000.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15523,Trigo total,1987,Monte,6400.0,6400.0,10900.0,1703.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15524,avena,1987,Monte,4600.0,,,,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15525,cebada,1987,Monte,450.0,0.0,0.0,0.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15526,girasol,1987,Monte,3100.0,3100.0,3000.0,968.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15527,maíz,1987,Monte,6000.0,5000.0,21000.0,4200.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15528,trigo,1987,Monte,6400.0,6400.0,10900.0,1703.0,"(-58.83304954545454, -35.47178727272727)",12.2,7.954545454545454,27.818181818181817,43.81818181818182,29.0
15529,Ajo,1987,Monte Caseros,47.0,38.0,97.0,2553.0,"(-57.97052742857142, -30.065008142857142)",12.585714285714284,6.317142857142857,50.2,40.8,9.2
15530,Avena,1987,Monte Caseros,360.0,0.0,0.0,0.0,"(-57.97052742857142, -30.065008142857142)",12.585714285714284,6.317142857142857,50.2,40.8,9.2
15531,Limón,1987,Monte Caseros,230.0,220.0,2298.0,10445.0,"(-57.97052742857142, -30.065008142857142)",12.585714285714284,6.317142857142857,50.2,40.8,9.2
15532,Mandarina,1987,Monte Caseros,2810.0,2780.0,22520.0,8101.0,"(-57.97052742857142, -30.065008142857142)",12.585714285714284,6.317142857142857,50.2,40.8,9.2
15533,Maíz,1987,Monte Caseros,35.0,35.0,45.0,1286.0,"(-57.97052742857142, -30.065008142857142)",12.585714285714284,6.317142857142857,50.2,40.8,9.2
15534,Naranja,1987,Monte Caseros,6040.0,6010.0,75520.0,12566.0,"(-57.97052742857142, -30.065008142857142)",12.585714285714284,6.317142857142857,50.2,40.8,9.2
15535,Papa total,1987,Monte Caseros,18.0,18.0,126.0,7000.0,"(-57.97052742857142, -30.065008142857142)",12.585714285714284,6.317142857142857,50.2,40.8,9.2
15536,Pomelo,1987,Monte Caseros,400.0,394.0,7358.0,18675.0,"(-57.97052742857142, -30.065008142857142)",12.585714285714284,6.317142857142857,50.2,40.8,9.2
15537,avena,1987,Monte Caseros,360.0,,,,"(-57.97052742857142, -30.065008142857142)",12.585714285714284,6.317142857142857,50.2,40.8,9.2
15538,maíz,1987,Monte Caseros,35.0,35.0,45.0,1286.0,"(-57.97052742857142, -30.065008142857142)",12.585714285714284,6.317142857142857,50.2,40.8,9.2
15539,Ajo,1987,Montecarlo,1.0,1.0,1.0,1000.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15540,Algodón,1987,Montecarlo,28.0,28.0,28.0,1000.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15541,Avena,1987,Montecarlo,120.0,0.0,0.0,0.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15542,Banana,1987,Montecarlo,14.0,14.0,129.0,9214.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15543,Caña de azúcar,1987,Montecarlo,130.0,130.0,2600.0,20000.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15544,Limón,1987,Montecarlo,337.0,262.0,4586.0,17504.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15545,Mandarina,1987,Montecarlo,244.0,174.0,1695.0,9741.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15546,Maní,1987,Montecarlo,8.0,6.0,4.0,667.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15547,Maíz,1987,Montecarlo,560.0,400.0,720.0,1800.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15548,Naranja,1987,Montecarlo,820.0,750.0,4891.0,6521.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15549,Pomelo,1987,Montecarlo,289.0,289.0,4028.0,13938.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15550,Sorgo,1987,Montecarlo,40.0,40.0,20.0,500.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15551,Tung,1987,Montecarlo,2838.0,2838.0,5108.0,1800.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15552,Yerba mate,1987,Montecarlo,7150.0,5352.0,6710.0,1254.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15553,avena,1987,Montecarlo,120.0,,,,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15554,maní,1987,Montecarlo,8.0,6.0,4.0,667.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15555,maíz,1987,Montecarlo,560.0,400.0,720.0,1800.0,"(-54.62337434375002, -26.63077087499999)",9.2875,5.3359375,62.24,20.84,17.04
15556,Ajo,1987,Monteros,6.0,6.0,28.0,4667.0,"(-65.51336731481481, -27.177955833333332)",5.653703703703704,6.496,10.6,43.66,45.82
15557,Caña de azúcar,1987,Monteros,28987.0,21827.0,936000.0,42883.0,"(-65.51336731481481, -27.177955833333332)",5.653703703703704,6.496,10.6,43.66,45.82
15558,Limón,1987,Monteros,645.0,600.0,14000.0,23333.0,"(-65.51336731481481, -27.177955833333332)",5.653703703703704,6.496,10.6,43.66,45.82
15559,Mandarina,1987,Monteros,9.0,5.0,60.0,12000.0,"(-65.51336731481481, -27.177955833333332)",5.653703703703704,6.496,10.6,43.66,45.82
15560,Maíz,1987,Monteros,420.0,400.0,1000.0,2500.0,"(-65.51336731481481, -27.177955833333332)",5.653703703703704,6.496,10.6,43.66,45.82
15561,Naranja,1987,Monteros,78.0,75.0,1185.0,15800.0,"(-65.51336731481481, -27.177955833333332)",5.653703703703704,6.496,10.6,43.66,45.82
15562,Papa total,1987,Monteros,520.0,515.0,10250.0,19903.0,"(-65.51336731481481, -27.177955833333332)",5.653703703703704,6.496,10.6,43.66,45.82
15563,Pomelo,1987,Monteros,45.0,43.0,580.0,13488.0,"(-65.51336731481481, -27.177955833333332)",5.653703703703704,6.496,10.6,43.66,45.82
15564,maíz,1987,Monteros,420.0,400.0,1000.0,2500.0,"(-65.51336731481481, -27.177955833333332)",5.653703703703704,6.496,10.6,43.66,45.82
15565,Algodón,1987,Moreno,3900.0,3700.0,5070.0,1370.0,"(-61.93116980722888, -27.12473961445784)",8.053012048192771,7.889642857142857,25.27710843373494,55.40963855421687,19.397590361445783
15566,Maíz,1987,Moreno,2200.0,2050.0,7200.0,3512.0,"(-61.93116980722888, -27.12473961445784)",8.053012048192771,7.889642857142857,25.27710843373494,55.40963855421687,19.397590361445783
15567,Soja total,1987,Moreno,10200.0,10000.0,18000.0,1800.0,"(-61.93116980722888, -27.12473961445784)",8.053012048192771,7.889642857142857,25.27710843373494,55.40963855421687,19.397590361445783
15568,Trigo total,1987,Moreno,250.0,250.0,400.0,1600.0,"(-61.93116980722888, -27.12473961445784)",8.053012048192771,7.889642857142857,25.27710843373494,55.40963855421687,19.397590361445783
15569,maíz,1987,Moreno,2200.0,2050.0,7200.0,3512.0,"(-61.93116980722888, -27.12473961445784)",8.053012048192771,7.889642857142857,25.27710843373494,55.40963855421687,19.397590361445783
15570,soja,1987,Moreno,10200.0,10000.0,18000.0,1800.0,"(-61.93116980722888, -27.12473961445784)",8.053012048192771,7.889642857142857,25.27710843373494,55.40963855421687,19.397590361445783
15571,trigo,1987,Moreno,250.0,250.0,400.0,1600.0,"(-61.93116980722888, -27.12473961445784)",8.053012048192771,7.889642857142857,25.27710843373494,55.40963855421687,19.397590361445783
15572,Avena,1987,Navarro,3000.0,1500.0,2250.0,1500.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15573,Girasol,1987,Navarro,2800.0,2800.0,3350.0,1196.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15574,Lino,1987,Navarro,1800.0,1800.0,1800.0,1000.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15575,Maíz,1987,Navarro,8000.0,7000.0,23100.0,3300.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15576,Soja total,1987,Navarro,1600.0,1600.0,3100.0,1938.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15577,Sorgo,1987,Navarro,1000.0,950.0,2375.0,2500.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15578,Trigo total,1987,Navarro,2500.0,2500.0,5700.0,2280.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15579,avena,1987,Navarro,3000.0,1500.0,2250.0,1500.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15580,girasol,1987,Navarro,2800.0,2800.0,3350.0,1196.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15581,maíz,1987,Navarro,8000.0,7000.0,23100.0,3300.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15582,soja,1987,Navarro,1600.0,1600.0,3100.0,1938.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15583,trigo,1987,Navarro,2500.0,2500.0,5700.0,2280.0,"(-59.46361649891304, -35.042372584782626)",8.592307692307692,7.518478260869566,24.802197802197803,51.252747252747255,24.0989010989011
15584,Alpiste,1987,Necochea,1200.0,1200.0,1200.0,1000.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15585,Avena,1987,Necochea,30000.0,15000.0,28500.0,1900.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15586,Girasol,1987,Necochea,74500.0,74500.0,96900.0,1301.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15587,Lino,1987,Necochea,18000.0,17400.0,15500.0,891.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15588,Maíz,1987,Necochea,14000.0,11000.0,35200.0,3200.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15589,Papa total,1987,Necochea,600.0,600.0,12000.0,20000.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15590,Sorgo,1987,Necochea,1000.0,1000.0,2500.0,2500.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15591,Trigo candeal,1987,Necochea,8000.0,8000.0,20800.0,2600.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15592,Trigo total,1987,Necochea,97000.0,97000.0,212600.0,2192.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15593,avena,1987,Necochea,30000.0,15000.0,28500.0,1900.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15594,girasol,1987,Necochea,74500.0,74500.0,96900.0,1301.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15595,maíz,1987,Necochea,14000.0,11000.0,35200.0,3200.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15596,trigo,1987,Necochea,97000.0,97000.0,212600.0,2192.0,"(-59.10970649999999, -38.48122209761904)",14.431707317073172,7.161904761904762,23.10810810810811,27.27027027027027,50.0
15597,girasol,1987,Nogoyá,3500.0,3450.0,5525.0,1601.0,"(-59.89205580645159, -32.27103524193547)",11.024193548387096,7.296612903225806,41.440677966101696,55.03389830508475,3.559322033898305
15598,soja,1987,Nogoyá,3000.0,2850.0,5100.0,1789.0,"(-59.89205580645159, -32.27103524193547)",11.024193548387096,7.296612903225806,41.440677966101696,55.03389830508475,3.559322033898305
15599,trigo,1987,Nogoyá,2500.0,2500.0,4500.0,1800.0,"(-59.89205580645159, -32.27103524193547)",11.024193548387096,7.296612903225806,41.440677966101696,55.03389830508475,3.559322033898305
15600,avena,1987,Nogoyá,5200.0,200.0,340.0,1700.0,"(-59.89205580645159, -32.27103524193547)",11.024193548387096,7.296612903225806,41.440677966101696,55.03389830508475,3.559322033898305
15601,maíz,1987,Nogoyá,8700.0,8300.0,35690.0,4300.0,"(-59.89205580645159, -32.27103524193547)",11.024193548387096,7.296612903225806,41.440677966101696,55.03389830508475,3.559322033898305
15602,soja,1987,Oberá,200.0,200.0,380.0,1900.0,"(-55.02940533333333, -27.43638033333333)",11.533333333333331,4.828888888888889,68.0,21.0,11.428571428571429
15603,Maíz,1987,Ojo de Agua,200.0,200.0,500.0,2500.0,"(-63.84641030769232, -29.26019235846155)",10.553846153846154,7.58,4.615384615384615,39.38461538461539,56.0
15604,maíz,1987,Ojo de Agua,200.0,200.0,500.0,2500.0,"(-63.84641030769232, -29.26019235846155)",10.553846153846154,7.58,4.615384615384615,39.38461538461539,56.0
15605,cebada,1987,Olavarría,200.0,200.0,400.0,2000.0,"(-60.3723192, -36.96402198266667)",17.31590909090909,7.831333333333332,33.69047619047619,36.0,30.547619047619047
15606,girasol,1987,Olavarría,16000.0,16000.0,17600.0,1100.0,"(-60.3723192, -36.96402198266667)",17.31590909090909,7.831333333333332,33.69047619047619,36.0,30.547619047619047
15607,soja,1987,Olavarría,1100.0,1100.0,2090.0,1900.0,"(-60.3723192, -36.96402198266667)",17.31590909090909,7.831333333333332,33.69047619047619,36.0,30.547619047619047
15608,trigo,1987,Olavarría,45000.0,45000.0,104500.0,2322.0,"(-60.3723192, -36.96402198266667)",17.31590909090909,7.831333333333332,33.69047619047619,36.0,30.547619047619047
15609,avena,1987,Olavarría,32000.0,6000.0,11000.0,1833.0,"(-60.3723192, -36.96402198266667)",17.31590909090909,7.831333333333332,33.69047619047619,36.0,30.547619047619047
15610,maíz,1987,Olavarría,10000.0,9000.0,37800.0,4200.0,"(-60.3723192, -36.96402198266667)",17.31590909090909,7.831333333333332,33.69047619047619,36.0,30.547619047619047
15611,soja,1987,Orán,4000.0,4000.0,10000.0,2500.0,"(-64.37437657142861, -23.38990759523809)",8.402777777777779,7.672000000000001,16.5625,31.125,56.1
15612,cebada,1987,Paraná,100.0,0.0,0.0,0.0,"(-60.127665397351045, -31.65052430463576)",11.444370860927153,7.276275862068965,40.035714285714285,57.25714285714286,2.8642857142857143
15613,girasol,1987,Paraná,6000.0,5950.0,9280.0,1560.0,"(-60.127665397351045, -31.65052430463576)",11.444370860927153,7.276275862068965,40.035714285714285,57.25714285714286,2.8642857142857143
15614,soja,1987,Paraná,7000.0,6700.0,11420.0,1704.0,"(-60.127665397351045, -31.65052430463576)",11.444370860927153,7.276275862068965,40.035714285714285,57.25714285714286,2.8642857142857143
15615,trigo,1987,Paraná,21000.0,21000.0,39900.0,1900.0,"(-60.127665397351045, -31.65052430463576)",11.444370860927153,7.276275862068965,40.035714285714285,57.25714285714286,2.8642857142857143
15616,avena,1987,Paraná,6600.0,600.0,1020.0,1700.0,"(-60.127665397351045, -31.65052430463576)",11.444370860927153,7.276275862068965,40.035714285714285,57.25714285714286,2.8642857142857143
15617,maíz,1987,Paraná,26000.0,22000.0,90200.0,4100.0,"(-60.127665397351045, -31.65052430463576)",11.444370860927153,7.276275862068965,40.035714285714285,57.25714285714286,2.8642857142857143
15618,Avena,1987,Patagones,15000.0,3000.0,3600.0,1200.0,"(-62.91745163436619, -40.11545219323945)",5.803030303030303,8.188732394366196,15.548387096774194,19.370967741935484,64.98387096774194
15619,Cebada forrajera,1987,Patagones,500.0,0.0,0.0,0.0,"(-62.91745163436619, -40.11545219323945)",5.803030303030303,8.188732394366196,15.548387096774194,19.370967741935484,64.98387096774194
15620,Maíz,1987,Patagones,2000.0,2000.0,6000.0,3000.0,"(-62.91745163436619, -40.11545219323945)",5.803030303030303,8.188732394366196,15.548387096774194,19.370967741935484,64.98387096774194
15621,Sorgo,1987,Patagones,3000.0,1000.0,1500.0,1500.0,"(-62.91745163436619, -40.11545219323945)",5.803030303030303,8.188732394366196,15.548387096774194,19.370967741935484,64.98387096774194
15622,Trigo total,1987,Patagones,180000.0,180000.0,166100.0,923.0,"(-62.91745163436619, -40.11545219323945)",5.803030303030303,8.188732394366196,15.548387096774194,19.370967741935484,64.98387096774194
15623,avena,1987,Patagones,15000.0,3000.0,3600.0,1200.0,"(-62.91745163436619, -40.11545219323945)",5.803030303030303,8.188732394366196,15.548387096774194,19.370967741935484,64.98387096774194
15624,cebada,1987,Patagones,500.0,0.0,0.0,0.0,"(-62.91745163436619, -40.11545219323945)",5.803030303030303,8.188732394366196,15.548387096774194,19.370967741935484,64.98387096774194
15625,maíz,1987,Patagones,2000.0,2000.0,6000.0,3000.0,"(-62.91745163436619, -40.11545219323945)",5.803030303030303,8.188732394366196,15.548387096774194,19.370967741935484,64.98387096774194
15626,trigo,1987,Patagones,180000.0,180000.0,166100.0,923.0,"(-62.91745163436619, -40.11545219323945)",5.803030303030303,8.188732394366196,15.548387096774194,19.370967741935484,64.98387096774194
15627,avena,1987,Pehuajó,20000.0,2600.0,3640.0,1400.0,"(-61.819859, -35.616208)",7.875,7.725,17.0,21.25,61.75
15628,cebada,1987,Pehuajó,2000.0,2000.0,3200.0,1600.0,"(-61.819859, -35.616208)",7.875,7.725,17.0,21.25,61.75
15629,girasol,1987,Pehuajó,18000.0,16900.0,28500.0,1686.0,"(-61.819859, -35.616208)",7.875,7.725,17.0,21.25,61.75
15630,maíz,1987,Pehuajó,17000.0,15200.0,63840.0,4200.0,"(-61.819859, -35.616208)",7.875,7.725,17.0,21.25,61.75
15631,soja,1987,Pehuajó,4500.0,4400.0,8600.0,1955.0,"(-61.819859, -35.616208)",7.875,7.725,17.0,21.25,61.75
15632,trigo,1987,Pehuajó,12000.0,9800.0,12400.0,1265.0,"(-61.819859, -35.616208)",7.875,7.725,17.0,21.25,61.75
15633,Avena,1987,Pellegrini,7000.0,2000.0,3000.0,1500.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15634,Cebada forrajera,1987,Pellegrini,1500.0,200.0,290.0,1450.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15635,Cártamo,1987,Pellegrini,1900.0,1900.0,850.0,447.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15636,Girasol,1987,Pellegrini,4500.0,4000.0,5600.0,1400.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15637,Girasol,1987,Pellegrini,2200.0,2000.0,1600.0,800.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15638,Maíz,1987,Pellegrini,6000.0,3000.0,10500.0,3500.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15639,Maíz,1987,Pellegrini,1800.0,1800.0,5200.0,2889.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15640,Soja total,1987,Pellegrini,20000.0,20000.0,36000.0,1800.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15641,Sorgo,1987,Pellegrini,2000.0,1500.0,5250.0,3500.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15642,Sorgo,1987,Pellegrini,3100.0,1600.0,4500.0,2813.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15643,Trigo total,1987,Pellegrini,14000.0,14000.0,19000.0,1357.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15644,Trigo total,1987,Pellegrini,250.0,250.0,380.0,1520.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15645,avena,1987,Pellegrini,7000.0,2000.0,3000.0,1500.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15646,cebada,1987,Pellegrini,1500.0,200.0,290.0,1450.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15647,girasol,1987,Pellegrini,4500.0,4000.0,5600.0,1400.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15648,girasol,1987,Pellegrini,2200.0,2000.0,1600.0,800.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15649,maíz,1987,Pellegrini,6000.0,3000.0,10500.0,3500.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15650,maíz,1987,Pellegrini,1800.0,1800.0,5200.0,2889.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15651,soja,1987,Pellegrini,20000.0,20000.0,36000.0,1800.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15652,trigo,1987,Pellegrini,14000.0,14000.0,19000.0,1357.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15653,trigo,1987,Pellegrini,250.0,250.0,380.0,1520.0,"(-64.17993691363637, -26.089848590909096)",16.95909090909091,7.859999999999999,26.61904761904762,50.57142857142857,22.952380952380956
15654,Alpiste,1987,Pergamino,100.0,100.0,120.0,1200.0,"(-60.566050706674886, -33.85220088841075)",7.746943765281173,7.0955990220048895,29.07537688442211,59.768844221105525,11.28140703517588
15655,Avena,1987,Pergamino,2200.0,0.0,0.0,0.0,"(-60.566050706674886, -33.85220088841075)",7.746943765281173,7.0955990220048895,29.07537688442211,59.768844221105525,11.28140703517588
